alpha,beta,mcs,s0,s1,s2,s3,s4,s5,s6,s7,length,stable
0.2,0.75,50000,0.2511,0.0892,0.2279,0.1167,0.2587,0,0,0.0564,100,false
0.2,0.75,100000,0.307,0.1406,0.2076,0.0794,0.209,0,0,0.0564,100,false
0.2,0.8,10000,0.3517,0.0974,0.2001,0.1003,0.1917,0,0,0.0588,100,false
0.2,0.8,50000,0.2005,0.0841,0.1956,0.2452,0.2158,0,0,0.0588,100,false
0.2,0.8,100000,0.1557,0.12,0.255,0.1054,0.3051,0,0,0.0588,100,false
0.2,0.85,10000,0.1197,0.0909,0.1923,0.2447,0.2895,0,0,0.0629,100,false
0.2,0.85,50000,0.203,0.1521,0.1962,0.1519,0.2339,0,0,0.0629,100,false
0.2,0.85,100000,0.1742,0.1672,0.2257,0.1923,0.1777,0,0,0.0629,100,false
0.2,0.9,10000,0.2253,0.1753,0.1688,0.2025,0.1599,0,0,0.0682,100,false
0.2,0.9,50000,0.1701,0.1332,0.2633,0.1865,0.1787,0,0,0.0682,100,false
0.2,0.9,100000,0.198,0.1565,0.1943,0.1522,0.2308,0,0,0.0682,100,false
0.2,0.95,10000,0.2288,0.1482,0.2169,0.1349,0.2079,0,0,0.0633,100,false
0.2,0.95,50000,0.3123,0.1673,0.1639,0.1664,0.1268,0,0,0.0633,100,false
0.2,0.95,100000,0.1868,0.234,0.1892,0.1741,0.1526,0,0,0.0633,100,false
0.2,1,10000,0.1993,0.1781,0.1743,0.2289,0.1544,0,0,0.065,100,false
0.2,1,50000,0.1606,0.1189,0.2261,0.184,0.2454,0,0,0.065,100,false
0.2,1,100000,0.2436,0.179,0.2022,0.1588,0.1514,0,0,0.065,100,false
0.25,0,10000,0.6577,0.0016,0.0003,0.1445,0.0586,0.0441,0.0496,0.0436,100,false
0.25,0,50000,0.6577,0.0016,0.0003,0.1445,0.0586,0.0441,0.0496,0.0436,100,true
0.25,0,100000,0.6577,0.0016,0.0003,0.1445,0.0586,0.0441,0.0496,0.0436,100,true
0.25,0.05,10000,0.5417,0.0008,0,0.3672,0.0001,0.0148,0.0269,0.0485,100,false
0.25,0.05,50000,0.5417,0.0008,0,0.3672,0.0001,0.0148,0.0269,0.0485,100,true
0.25,0.05,100000,0.5417,0.0008,0,0.3672,0.0001,0.0148,0.0269,0.0485,100,true
0.25,0.1,10000,0.6164,0.0002,0,0.2946,0,0.0138,0.025,0.05,100,false
0.25,0.1,50000,0.6164,0.0002,0,0.2946,0,0.0138,0.025,0.05,100,true
0.25,0.1,100000,0.6164,0.0002,0,0.2946,0,0.0138,0.025,0.05,100,true
0.25,0.15,10000,0.667,0,0.0001,0.257,0,0.0083,0.0146,0.053,100,false
0.25,0.15,50000,0.667,0,0.0001,0.257,0,0.0083,0.0146,0.053,100,true
0.25,0.15,100000,0.667,0,0.0001,0.257,0,0.0083,0.0146,0.053,100,true
0.25,0.2,10000,0.339,0,0.2854,0,0.3235,0,0,0.0521,100,false
0.25,0.2,50000,0.294,0,0.2843,0,0.3696,0,0,0.0521,100,false
0.25,0.2,100000,0.3796,0,0.2464,0,0.3219,0,0,0.0521,100,false
0.25,0.25,10000,0.3338,0,0.3077,0,0.3074,0,0,0.0511,100,false
0.25,0.25,50000,0.3099,0,0.3156,0,0.3234,0,0,0.0511,100,false
0.25,0.25,100000,0.3092,0,0.3074,0,0.3323,0,0,0.0511,100,false
0.25,0.3,10000,0.3281,0,0.3287,0,0.2927,0,0,0.0505,100,false
0.25,0.3,50000,0.2812,0,0.3684,0,0.2999,0,0,0.0505,100,false
0.25,0.3,100000,0.2923,0,0.3855,0,0.2717,0,0,0.0505,100,false
0.25,0.35,10000,0.2366,0,0.4393,0.0001,0.2659,0,0,0.0581,100,false
0.25,0.35,50000,0.308,0,0.3743,0.0001,0.2595,0,0,0.0581,100,false
0.25,0.35,100000,0.2622,0,0.3927,0.0001,0.2869,0,0,0.0581,100,false
0.25,0.4,10000,0.2717,0,0.4575,0,0.2156,0,0,0.0552,100,false
0.25,0.4,50000,0.2243,0,0.4729,0,0.2476,0,0,0.0552,100,false
0.25,0.4,100000,0.2528,0,0.4281,0,0.2639,0,0,0.0552,100,false
0.25,0.45,10000,0,0.2633,0,0,0.6812,0,0,0.0555,100,false
0.25,0.45,50000,0,0.2633,0,0,0.6812,0,0,0.0555,100,true
0.25,0.45,100000,0,0.2633,0,0,0.6812,0,0,0.0555,100,true
0.25,0.5,10000,0.0001,0.2155,0,0,0.732,0,0,0.0524,100,false
0.25,0.5,50000,0.0001,0.2155,0,0,0.732,0,0,0.0524,100,true
0.25,0.5,100000,0.0001,0.2155,0,0,0.732,0,0,0.0524,100,true
0.25,0.55,10000,0,0.2111,0,0,0.7311,0,0,0.0578,100,false
0.25,0.55,50000,0,0.2111,0,0,0.7311,0,0,0.0578,100,true
0.25,0.55,100000,0,0.2111,0,0,0.7311,0,0,0.0578,100,true
0.25,0.6,10000,0.2274,0,0.4936,0,0.2226,0,0,0.0564,100,false
0.25,0.6,50000,0.2204,0,0.5422,0,0.181,0,0,0.0564,100,false
0.25,0.6,100000,0.2377,0,0.5224,0,0.1835,0,0,0.0564,100,false
0.25,0.65,10000,0.4159,0.1329,0.1322,0.0644,0.1959,0,0,0.0587,100,false
0.25,0.65,50000,0.2845,0.0848,0.1855,0.1139,0.2726,0,0,0.0587,100,false
0.25,0.7,10000,0.3108,0.0664,0.2067,0.0995,0.2563,0,0,0.0603,100,false
0.25,0.7,50000,0.1848,0.0344,0.3903,0.0591,0.2711,0,0,0.0603,100,false
0.25,0.7,100000,0.3478,0.0875,0.2151,0.1305,0.1588,0,0,0.0603,100,false
0.25,0.75,10000,0.2129,0.0577,0.268,0.1653,0.2393,0,0,0.0568,100,false
0.25,0.75,50000,0.2131,0.1477,0.1378,0.1603,0.2843,0,0,0.0568,100,false
0.25,0.75,100000,0.2559,0.0833,0.2258,0.1494,0.2288,0,0,0.0568,100,false
0.25,0.8,10000,0.2032,0.1444,0.2714,0.1391,0.1865,0,0,0.0554,100,false
0.25,0.8,50000,0.2875,0.0724,0.1171,0.1589,0.3087,0,0,0.0554,100,false
0.25,0.8,100000,0.2584,0.1591,0.2649,0.1256,0.1366,0,0,0.0554,100,false
0.25,0.85,10000,0.2291,0.1212,0.2768,0.1307,0.1852,0,0,0.057,100,false
0.25,0.85,50000,0.1876,0.1051,0.1072,0.1597,0.3834,0,0,0.057,100,false
0.25,0.85,100000,0.2155,0.1463,0.2263,0.1684,0.1865,0,0,0.057,100,false
0.25,0.9,10000,0.2124,0.1135,0.2064,0.2177,0.1916,0,0,0.0584,100,false
0.25,0.9,50000,0.2472,0.1486,0.2242,0.1766,0.145,0,0,0.0584,100,false
0.25,0.9,100000,0.1715,0.1603,0.1952,0.2216,0.193,0,0,0.0584,100,false
0.25,0.95,10000,0.2201,0.1636,0.1625,0.1634,0.2312,0,0,0.0592,100,false
0.25,0.95,50000,0.2184,0.1708,0.2338,0.1956,0.1222,0,0,0.0592,100,false
0.25,0.95,100000,0.1908,0.1143,0.1694,0.2227,0.2436,0,0,0.0592,100,false
0.25,1,10000,0.2695,0.1874,0.1153,0.1781,0.1909,0,0,0.0588,100,false
0.25,1,50000,0.2208,0.145,0.1882,0.2175,0.1697,0,0,0.0588,100,false
0.25,1,100000,0.1294,0.1264,0.2039,0.1901,0.2914,0,0,0.0588,100,false
0.3,0,10000,0.6644,0.0013,0.0002,0.1407,0.0574,0.0431,0.0478,0.0451,100,false
0.3,0,50000,0.6644,0.0013,0.0002,0.1407,0.0574,0.0431,0.0478,0.0451,100,true
0.3,0,100000,0.6644,0.0013,0.0002,0.1407,0.0574,0.0431,0.0478,0.0451,100,true
0.3,0.05,10000,0.5471,0.0001,0,0.365,0,0.0119,0.0323,0.0436,100,false
0.3,0.05,50000,0.5471,0.0001,0,0.365,0,0.0119,0.0323,0.0436,100,true
0.3,0.05,100000,0.5471,0.0001,0,0.365,0,0.0119,0.0323,0.0436,100,true
0.3,0.1,10000,0.5504,0,0.0002,0.3657,0,0.0106,0.0242,0.0489,100,false
0.3,0.1,50000,0.5504,0,0.0002,0.3657,0,0.0106,0.0242,0.0489,100,true
0.3,0.1,100000,0.5504,0,0.0002,0.3657,0,0.0106,0.0242,0.0489,100,true
0.3,0.15,10000,0.6286,0.0002,0,0.2866,0,0.0146,0.0183,0.0517,100,false
0.3,0.15,50000,0.6286,0.0002,0,0.2866,0,0.0146,0.0183,0.0517,100,true
0.3,0.15,100000,0.6286,0.0002,0,0.2866,0,0.0146,0.0183,0.0517,100,true
0.3,0.2,10000,0.7218,0,0,0.2163,0,0.0055,0.0078,0.0486,100,false
0.3,0.2,50000,0.7218,0,0,0.2163,0,0.0055,0.0078,0.0486,100,true
0.3,0.2,100000,0.7218,0,0,0.2163,0,0.0055,0.0078,0.0486,100,true
0.3,0.25,10000,0.338,0,0.312,0,0.2965,0,0,0.0535,100,false
0.3,0.25,50000,0.3225,0,0.2619,0,0.3621,0,0,0.0535,100,false
0.3,0.25,100000,0.3413,0,0.2847,0,0.3205,0,0,0.0535,100,false
0.3,0.3,10000,0.3071,0,0.3397,0,0.3042,0,0,0.049,100,false
0.3,0.3,50000,0.3324,0,0.323,0,0.2956,0,0,0.049,100,false
0.3,0.3,100000,0.2962,0,0.3063,0,0.3485,0,0,0.049,100,false
0.3,0.35,10000,0.3279,0,0.2618,0,0.3595,0,0,0.0508,100,false
0.3,0.35,50000,0.3349,0,0.358,0,0.2563,0,0,0.0508,100,false
0.3,0.35,100000,0.2872,0,0.3908,0,0.2712,0,0,0.0508,100,false
0.3,0.4,10000,0.29,0,0.3983,0,0.2568,0,0,0.0549,100,false
0.3,0.4,50000,0.2843,0,0.3648,0,0.296,0,0,0.0549,100,false
0.3,0.4,100000,0.2765,0,0.3865,0,0.2821,0,0,0.0549,100,false
0.3,0.45,10000,0.2688,0,0.4212,0,0.2543,0,0,0.0557,100,false
0.3,0.45,50000,0.2222,0,0.4316,0,0.2905,0,0,0.0557,100,false
0.3,0.45,100000,0.201,0,0.4596,0,0.2837,0,0,0.0557,100,false
0.3,0.5,10000,0,0.2818,0,0,0.6599,0,0,0.0583,100,false
0.3,0.5,50000,0,0.2818,0,0,0.6599,0,0,0.0583,100,true
0.3,0.5,100000,0,0.2818,0,0,0.6599,0,0,0.0583,100,true
0.3,0.55,10000,0,0.1606,0,0,0.7857,0,0,0.0537,100,false
0.3,0.55,50000,0,0.1606,0,0,0.7857,0,0,0.0537,100,true
0.3,0.55,100000,0,0.1606,0,0,0.7857,0,0,0.0537,100,true
0.3,0.6,10000,0,0.1754,0,0,0.7653,0,0,0.0593,100,false
0.3,0.6,50000,0,0.1754,0,0,0.7653,0,0,0.0593,100,true
0.3,0.6,100000,0,0.1754,0,0,0.7653,0,0,0.0593,100,true
0.3,0.65,10000,0.2189,0.1434,0.1682,0.1512,0.2664,0,0,0.0519,100,false
0.3,0.65,50000,0.4079,0.0885,0.1593,0.1404,0.152,0,0,0.0519,100,false
0.3,0.65,100000,0.1925,0,0.5289,0,0.2267,0,0,0.0519,100,false
0.3,0.7,10000,0.301,0.0567,0.2039,0.154,0.2296,0,0,0.0548,100,false
0.3,0.7,50000,0.3035,0.095,0.3127,0.0406,0.1934,0,0,0.0548,100,false
0.3,0.7,100000,0.2171,0.0693,0.2952,0.1261,0.2375,0,0,0.0548,100,false
0.3,0.75,10000,0.1816,0.124,0.27,0.1854,0.1805,0,0,0.0585,100,false
0.3,0.75,50000,0.35,0.1169,0.1466,0.1723,0.1557,0,0,0.0585,100,false
0.3,0.75,100000,0.2803,0.0711,0.2152,0.0978,0.2771,0,0,0.0585,100,false
0.3,0.8,10000,0.265,0.0929,0.1483,0.172,0.2619,0,0,0.0599,100,false
0.3,0.8,50000,0.2404,0.0984,0.1685,0.2001,0.2327,0,0,0.0599,100,false
0.3,0.8,100000,0.2212,0.0611,0.2412,0.1603,0.2563,0,0,0.0599,100,false
0.3,0.85,10000,0.1285,0.1152,0.1467,0.1357,0.4155,0,0,0.0584,100,false
0.3,0.85,50000,0.3823,0.091,0.1587,0.1381,0.1715,0,0,0.0584,100,false
0.3,0.85,100000,0.2366,0.1214,0.2422,0.102,0.2394,0,0,0.0584,100,false
0.3,0.9,10000,0.2527,0.1621,0.1869,0.1383,0.197,0,0,0.063,100,false
0.3,0.9,50000,0.2427,0.1398,0.3046,0.084,0.1659,0,0,0.063,100,false
0.3,0.9,100000,0.1836,0.1679,0.0987,0.1653,0.3215,0,0,0.063,100,false
0.3,0.95,10000,0.2662,0.0899,0.0984,0.1815,0.3084,0,0,0.0556,100,false
0.3,0.95,50000,0.2166,0.1812,0.1563,0.1548,0.2355,0,0,0.0556,100,false
0.3,0.95,100000,0.1795,0.1227,0.14,0.2205,0.2817,0,0,0.0556,100,false
0.3,1,10000,0.1796,0.1283,0.206,0.2114,0.2119,0,0,0.0628,100,false
0.3,1,50000,0.148,0.1682,0.2071,0.2414,0.1725,0,0,0.0628,100,false
0.3,1,100000,0.2081,0.1955,0.1777,0.2245,0.1314,0,0,0.0628,100,false
0.35,0,10000,0.6528,0.0015,0.0001,0.1296,0.0712,0.0425,0.0528,0.0495,100,false
0.35,0,50000,0.6528,0.0015,0.0001,0.1296,0.0712,0.0425,0.0528,0.0495,100,true
0.35,0,100000,0.6528,0.0015,0.0001,0.1296,0.0712,0.0425,0.0528,0.0495,100,true
0.35,0.05,10000,0.5388,0.0002,0,0.3636,0,0.019,0.032,0.0464,100,false
0.35,0.05,50000,0.5388,0.0002,0,0.3636,0,0.019,0.032,0.0464,100,true
0.35,0.05,100000,0.5388,0.0002,0,0.3636,0,0.019,0.032,0.0464,100,true
0.35,0.1,10000,0.5363,0.0001,0,0.3804,0,0.0129,0.022,0.0483,100,false
0.35,0.1,50000,0.5363,0.0001,0,0.3804,0,0.0129,0.022,0.0483,100,true
0.35,0.1,100000,0.5363,0.0001,0,0.3804,0,0.0129,0.022,0.0483,100,true
0.35,0.15,10000,0.6169,0.0002,0,0.3128,0,0.0053,0.0192,0.0456,100,false
0.35,0.15,50000,0.6169,0.0002,0,0.3128,0,0.0053,0.0192,0.0456,100,true
0.35,0.15,100000,0.6169,0.0002,0,0.3128,0,0.0053,0.0192,0.0456,100,true
0.35,0.2,10000,0.6982,0,0,0.2358,0,0.0078,0.0112,0.047,100,false
0.35,0.2,50000,0.6982,0,0,0.2358,0,0.0078,0.0112,0.047,100,true
0.35,0.2,100000,0.6982,0,0,0.2358,0,0.0078,0.0112,0.047,100,true
0.35,0.25,10000,0.7347,0,0,0.2041,0.0001,0.0049,0.0076,0.0486,100,false
0.35,0.25,50000,0.7347,0,0,0.2041,0.0001,0.0049,0.0076,0.0486,100,true
0.35,0.25,100000,0.7347,0,0,0.2041,0.0001,0.0049,0.0076,0.0486,100,true
0.35,0.3,10000,0.3068,0,0.3048,0,0.3319,0,0,0.0565,100,false
0.35,0.3,50000,0.3088,0,0.3151,0,0.3196,0,0,0.0565,100,false
0.35,0.3,100000,0.352,0,0.2964,0,0.2951,0,0,0.0565,100,false
0.35,0.35,10000,0.3275,0,0.2737,0,0.3475,0,0,0.0513,100,false
0.35,0.35,50000,0.2967,0,0.3479,0,0.3041,0,0,0.0513,100,false
0.35,0.35,100000,0.3087,0,0.3455,0,0.2945,0,0,0.0513,100,false
0.35,0.4,10000,0.2387,0,0.396,0,0.3116,0,0,0.0537,100,false
0.35,0.4,50000,0.2648,0,0.3533,0,0.3282,0,0,0.0537,100,false
0.35,0.4,100000,0.2487,0,0.3949,0,0.3027,0,0,0.0537,100,false
0.35,0.45,10000,0.3035,0,0.3746,0,0.2667,0,0,0.0552,100,false
0.35,0.45,50000,0.2928,0,0.348,0,0.304,0,0,0.0552,100,false
0.35,0.45,100000,0.312,0,0.3238,0,0.309,0,0,0.0552,100,false
0.35,0.5,10000,0.236,0,0.3588,0,0.3557,0,0,0.0495,100,false
0.35,0.5,50000,0.2954,0,0.4089,0,0.2462,0,0,0.0495,100,false
0.35,0.5,100000,0.3251,0,0.3872,0,0.2382,0,0,0.0495,100,false
0.35,0.55,10000,0,0.2181,0,0,0.7261,0,0,0.0558,100,false
0.35,0.55,50000,0,0.2181,0,0,0.7261,0,0,0.0558,100,true
0.35,0.55,100000,0,0.2181,0,0,0.7261,0,0,0.0558,100,true
0.35,0.6,10000,0.219,0,0.4108,0,0.3126,0,0,0.0576,100,false
0.35,0.6,50000,0.2597,0,0.4077,0,0.275,0,0,0.0576,100,false
0.35,0.6,100000,0.2667,0,0.4437,0,0.232,0,0,0.0576,100,false
0.35,0.65,10000,0.2843,0.0727,0.2695,0.0675,0.2482,0,0,0.0578,100,false
0.35,0.65,50000,0,0.272,0,0,0.6702,0,0,0.0578,100,true
0.35,0.65,100000,0,0.272,0,0,0.6702,0,0,0.0578,100,true
0.35,0.7,10000,0.2718,0,0.4876,0,0.1884,0,0,0.0522,100,false
0.35,0.7,50000,0.1669,0,0.5293,0,0.2516,0,0,0.0522,100,false
0.35,0.7,100000,0.232,0,0.4867,0,0.2291,0,0,0.0522,100,false
0.35,0.75,10000,0.2638,0.1133,0.219,0.1252,0.2209,0,0,0.0578,100,false
0.35,0.75,50000,0.2629,0.0359,0.2361,0.1866,0.2207,0,0,0.0578,100,false
0.35,0.75,100000,0,0.295,0,0,0.6472,0,0,0.0578,100,false
0.35,0.8,10000,0.2931,0.0891,0.1652,0.2467,0.1523,0,0,0.0536,100,false
0.35,0.8,50000,0.2926,0.0906,0.1837,0.1769,0.2026,0,0,0.0536,100,false
0.35,0.8,100000,0.2687,0.0511,0.2922,0.097,0.2374,0,0,0.0536,100,false
0.35,0.85,10000,0.2104,0.094,0.2383,0.125,0.2752,0,0,0.0571,100,false
0.35,0.85,50000,0.2005,0.0629,0.21,0.2421,0.2274,0,0,0.0571,100,false
0.35,0.85,100000,0.2966,0.0732,0.2341,0.1087,0.2303,0,0,0.0571,100,false
0.35,0.9,10000,0.2592,0.1564,0.2624,0.0754,0.1897,0,0,0.0569,100,false
0.35,0.9,50000,0.1651,0.1133,0.1666,0.2273,0.2708,0,0,0.0569,100,false
0.35,0.9,100000,0.2002,0.1456,0.2008,0.0828,0.3137,0,0,0.0569,100,false
0.35,0.95,10000,0.1607,0.119,0.1813,0.1576,0.3225,0,0,0.0589,100,false
0.35,0.95,50000,0.2221,0.1234,0.1912,0.1794,0.225,0,0,0.0589,100,false
0.35,0.95,100000,0.1866,0.2385,0.1254,0.1146,0.276,0,0,0.0589,100,false
0.35,1,10000,0.1743,0.1586,0.0962,0.2451,0.2711,0,0,0.0547,100,false
0.35,1,50000,0.2537,0.1321,0.1433,0.152,0.2642,0,0,0.0547,100,false
0.35,1,100000,0.2666,0.1407,0.1319,0.2001,0.206,0,0,0.0547,100,false
0.4,0,10000,0.6616,0.0007,0,0.1452,0.0636,0.0339,0.0481,0.0469,100,false
0.4,0,50000,0.6616,0.0007,0,0.1452,0.0636,0.0339,0.0481,0.0469,100,true
0.4,0,100000,0.6616,0.0007,0,0.1452,0.0636,0.0339,0.0481,0.0469,100,true
0.4,0.05,10000,0.5255,0,0,0.3842,0,0.0156,0.0297,0.045,100,false
0.4,0.05,50000,0.5255,0,0,0.3842,0,0.0156,0.0297,0.045,100,true
0.4,0.05,100000,0.5255,0,0,0.3842,0,0.0156,0.0297,0.045,100,true
0.4,0.1,10000,0.5253,0,0,0.387,0.0001,0.0129,0.0236,0.0511,100,false
0.4,0.1,50000,0.5253,0,0,0.387,0.0001,0.0129,0.0236,0.0511,100,true
0.4,0.1,100000,0.5253,0,0,0.387,0.0001,0.0129,0.0236,0.0511,100,true
0.4,0.15,10000,0.5203,0,0,0.3999,0,0.0107,0.0181,0.051,100,false
0.4,0.15,50000,0.5203,0,0,0.3999,0,0.0107,0.0181,0.051,100,true
0.4,0.15,100000,0.5203,0,0,0.3999,0,0.0107,0.0181,0.051,100,true
0.4,0.2,10000,0.7097,0.0002,0,0.2259,0,0.0042,0.012,0.048,100,false
0.4,0.2,50000,0.7097,0.0002,0,0.2259,0,0.0042,0.012,0.048,100,true
0.4,0.2,100000,0.7097,0.0002,0,0.2259,0,0.0042,0.012,0.048,100,true
0.4,0.25,10000,0.6299,0,0,0.3072,0,0.0048,0.0115,0.0466,100,false
0.4,0.25,50000,0.6299,0,0,0.3072,0,0.0048,0.0115,0.0466,100,true
0.4,0.25,100000,0.6299,0,0,0.3072,0,0.0048,0.0115,0.0466,100,true
0.4,0.3,10000,0.7647,0,0,0.1774,0,0.0026,0.0036,0.0517,100,false
0.4,0.3,50000,0.7647,0,0,0.1774,0,0.0026,0.0036,0.0517,100,true
0.4,0.3,100000,0.7647,0,0,0.1774,0,0.0026,0.0036,0.0517,100,true
0.4,0.35,10000,0.2924,0.2295,0.0661,0.0923,0.1457,0.0701,0.0355,0.0684,100,false
0.4,0.35,50000,0.3481,0,0.2667,0,0.328,0,0,0.0572,100,false
0.4,0.35,100000,0.2675,0,0.2935,0,0.3818,0,0,0.0572,100,false
0.4,0.4,10000,0.3464,0,0.3256,0,0.2778,0,0,0.0502,100,false
0.4,0.4,50000,0.3023,0,0.3273,0,0.3202,0,0,0.0502,100,false
0.4,0.4,100000,0.2821,0,0.3611,0,0.3066,0,0,0.0502,100,false
0.4,0.45,10000,0.3086,0,0.3356,0,0.3038,0,0,0.052,100,false
0.4,0.45,50000,0.2738,0,0.33,0,0.3442,0,0,0.052,100,false
0.4,0.45,100000,0.2521,0,0.3684,0,0.3275,0,0,0.052,100,false
0.4,0.5,10000,0.2736,0,0.4391,0,0.2333,0,0,0.054,100,false
0.4,0.5,50000,0.2639,0,0.3848,0,0.2973,0,0,0.054,100,false
0.4,0.5,100000,0.3253,0,0.3614,0,0.2593,0,0,0.054,100,true
0.4,0.55,10000,0.2702,0,0.3749,0.0001,0.2995,0,0,0.0553,100,false
0.4,0.55,50000,0.2177,0,0.4135,0.0001,0.3134,0,0,0.0553,100,false
0.4,0.55,100000,0.2578,0,0.4027,0.0001,0.2841,0,0,0.0553,100,false
0.4,0.6,10000,0.2534,0,0.343,0,0.3446,0,0,0.059,100,false
0.4,0.6,50000,0.235,0,0.4377,0,0.2683,0,0,0.059,100,false
0.4,0.6,100000,0.2988,0,0.413,0,0.2292,0,0,0.059,100,false
0.4,0.65,10000,0,0.225,0,0,0.7213,0,0,0.0537,100,false
0.4,0.65,50000,0,0.225,0,0,0.7213,0,0,0.0537,100,true
0.4,0.65,100000,0,0.225,0,0,0.7213,0,0,0.0537,100,true
0.4,0.7,10000,0,0.2656,0,0,0.6768,0,0,0.0576,100,false
0.4,0.7,50000,0,0.2656,0,0,0.6768,0,0,0.0576,100,true
0.4,0.7,100000,0,0.2656,0,0,0.6768,0,0,0.0576,100,true
0.4,0.75,10000,0,0.311,0,0,0.6348,0,0,0.0542,100,false
0.4,0.75,50000,0,0.311,0,0,0.6348,0,0,0.0542,100,true
0.4,0.75,100000,0,0.311,0,0,0.6348,0,0,0.0542,100,true
0.4,0.8,10000,0.2584,0.1185,0.1862,0.166,0.2173,0,0,0.0536,100,false
0.4,0.8,50000,0.2839,0.1004,0.2449,0.1209,0.1963,0,0,0.0536,100,false
0.4,0.8,100000,0.2749,0.1232,0.2668,0.0694,0.2121,0,0,0.0536,100,false
0.4,0.85,10000,0.2567,0.0965,0.2696,0.0668,0.2544,0,0,0.056,100,false
0.4,0.85,50000,0.2117,0.1068,0.3286,0.0843,0.2126,0,0,0.056,100,false
0.4,0.9,10000,0.1515,0.1813,0.1392,0.1991,0.2688,0,0,0.0601,100,false
0.4,0.9,50000,0.1824,0.1029,0.2569,0.1569,0.2408,0,0,0.0601,100,false
0.4,0.9,100000,0.2378,0.1612,0.1996,0.0908,0.2505,0,0,0.0601,100,false
0.4,0.95,10000,0.2778,0.1795,0.1825,0.0906,0.2097,0,0,0.0599,100,false
0.4,0.95,50000,0.3116,0.1335,0.1639,0.1933,0.1378,0,0,0.0599,100,false
0.4,0.95,100000,0.2029,0.1758,0.1634,0.0826,0.3154,0,0,0.0599,100,false
0.4,1,10000,0.2122,0.0734,0.2564,0.0968,0.2994,0,0,0.0618,100,false
0.4,1,50000,0.2148,0.1273,0.134,0.1846,0.2775,0,0,0.0618,100,false
0.4,1,100000,0.2936,0.1334,0.1304,0.1653,0.2155,0,0,0.0618,100,false
0.45,0,10000,0.6544,0.0023,0.0002,0.1452,0.0691,0.0424,0.0435,0.0429,100,false
0.45,0,50000,0.6544,0.0023,0.0002,0.1452,0.0691,0.0424,0.0435,0.0429,100,true
0.45,0,100000,0.6544,0.0023,0.0002,0.1452,0.0691,0.0424,0.0435,0.0429,100,true
0.45,0.05,10000,0.5458,0.0005,0.0001,0.3623,0,0.0182,0.03,0.0431,100,false
0.45,0.05,50000,0.5458,0.0005,0.0001,0.3623,0,0.0182,0.03,0.0431,100,true
0.45,0.05,100000,0.5458,0.0005,0.0001,0.3623,0,0.0182,0.03,0.0431,100,true
0.45,0.1,10000,0.522,0.0001,0,0.3952,0,0.0152,0.0216,0.0459,100,false
0.45,0.1,50000,0.522,0.0001,0,0.3952,0,0.0152,0.0216,0.0459,100,true
0.45,0.1,100000,0.522,0.0001,0,0.3952,0,0.0152,0.0216,0.0459,100,true
0.45,0.15,10000,0.5424,0,0,0.3816,0,0.0074,0.0211,0.0475,100,false
0.45,0.15,50000,0.5424,0,0,0.3816,0,0.0074,0.0211,0.0475,100,true
0.45,0.15,100000,0.5424,0,0,0.3816,0,0.0074,0.0211,0.0475,100,true
0.45,0.2,10000,0.5904,0.0001,0,0.34,0,0.005,0.0135,0.051,100,false
0.45,0.2,50000,0.5904,0.0001,0,0.34,0,0.005,0.0135,0.051,100,true
0.45,0.2,100000,0.5904,0.0001,0,0.34,0,0.005,0.0135,0.051,100,true
0.45,0.25,10000,0.6391,0,0,0.2952,0,0.0046,0.0144,0.0467,100,false
0.45,0.25,50000,0.6391,0,0,0.2952,0,0.0046,0.0144,0.0467,100,true
0.45,0.25,100000,0.6391,0,0,0.2952,0,0.0046,0.0144,0.0467,100,true
0.45,0.3,10000,0.6242,0,0,0.3132,0.0001,0.0034,0.0092,0.0499,100,false
0.45,0.3,50000,0.6242,0,0,0.3132,0.0001,0.0034,0.0092,0.0499,100,true
0.45,0.3,100000,0.6242,0,0,0.3132,0.0001,0.0034,0.0092,0.0499,100,true
0.45,0.35,10000,0.7371,0,0,0.2122,0,0.0007,0.0017,0.0483,100,false
0.45,0.35,50000,0.7371,0,0,0.2122,0,0.0007,0.0017,0.0483,100,true
0.45,0.35,100000,0.7371,0,0,0.2122,0,0.0007,0.0017,0.0483,100,true
0.45,0.4,10000,0.3397,0,0.3042,0,0.3059,0,0,0.0502,100,false
0.45,0.4,50000,0.3295,0,0.3104,0,0.3099,0,0,0.0502,100,false
0.45,0.4,100000,0.3347,0,0.2462,0,0.3689,0,0,0.0502,100,false
0.45,0.45,10000,0.282,0,0.3428,0,0.3241,0,0,0.0511,100,false
0.45,0.45,50000,0.2943,0,0.3079,0,0.3467,0,0,0.0511,100,false
0.45,0.45,100000,0.325,0,0.3134,0,0.3105,0,0,0.0511,100,false
0.45,0.5,10000,0.3316,0,0.2914,0,0.324,0,0,0.053,100,false
0.45,0.5,50000,0.3092,0,0.3602,0,0.2776,0,0,0.053,100,false
0.45,0.5,100000,0.3029,0,0.3259,0,0.3182,0,0,0.053,100,false
0.45,0.55,10000,0.2554,0,0.4448,0,0.2468,0,0,0.053,100,false
0.45,0.55,50000,0.3517,0,0.3253,0,0.27,0,0,0.053,100,false
0.45,0.55,100000,0.3206,0,0.3122,0,0.3142,0,0,0.053,100,false
0.45,0.6,10000,0.2661,0,0.3829,0,0.2989,0,0,0.0521,100,false
0.45,0.6,50000,0.225,0,0.3914,0,0.3315,0,0,0.0521,100,false
