mcs,s1,s2,s3,s4,s5
0,20.11,20.09,19.88,19.895,20.025
1,14.7075,14.79,14.57,14.64,14.8475
2,14.41,14.545,14.1325,14.2675,14.7875
3,14.6075,14.5925,14.22,14.3,14.8325
4,14.905,14.9925,14.5675,14.5925,14.9925
5,15.08,15.1825,14.7975,15.0525,15.2675
6,15.305,15.3175,15.0575,15.385,15.4775
7,15.25,15.715,15.4525,15.59,15.395
8,15.4275,15.74,15.4,15.7375,15.6775
9,15.59,15.9525,15.5475,15.8175,15.7925
10,15.6675,16.1925,15.645,15.8025,15.8125
11,15.8325,16.4025,15.91,15.9325,15.8
12,16.0075,16.465,15.7675,16.175,15.82
13,16.2475,16.695,16.08,16.27,15.7125
14,16.465,16.7375,16.24,16.165,15.78
15,16.405,16.7125,16.405,16.3175,16.005
16,16.61,16.7525,16.36,16.28,16.1425
17,16.72,16.7425,16.4925,16.2125,16.0975
18,16.745,17.0375,16.7575,16.2625,16.3325
19,16.6775,17.0675,16.8175,16.15,16.4025
20,16.6225,17.045,16.94,16.1775,16.385
21,16.425,17.165,17.085,16.255,16.6175
22,16.32,17.2775,16.965,16.29,16.475
23,16.345,17.29,16.8375,16.33,16.5225
24,16.505,17.3825,17.0025,16.38,16.645
25,16.7325,17.4525,17.0975,16.4525,16.6625
26,16.845,17.385,17.335,16.4975,16.85
27,16.82,17.2825,17.2875,16.625,16.755
28,16.8175,17.1125,17.26,16.5575,17.0175
29,16.765,17.1475,17.31,16.655,17.345
30,16.785,17.06,17.3725,16.7575,17.365
31,16.7525,17.04,17.5475,16.95,17.4525
32,16.635,17.03,17.645,17.1975,17.4575
33,16.6075,17.1825,17.6175,17.2375,17.4875
34,16.655,17.0175,17.5275,17.26,17.47
35,16.685,17.0625,17.565,17.2175,17.425
36,16.695,17.1075,17.605,17.2325,17.4925
37,16.7575,17.115,17.565,17.3475,17.4375
38,16.7675,17.1,17.5075,17.41,17.395
39,16.8725,17.055,17.5975,17.575,17.49
40,16.9025,17.255,17.6175,17.6225,17.585
41,17.0275,17.2175,17.6725,17.695,17.4525
42,17.0075,17.225,17.57,17.84,17.2975
43,17.115,17.36,17.585,17.965,17.3375
44,17.055,17.175,17.5425,18.0125,17.2575
45,17.1025,17.1125,17.715,18.14,17.2025
46,17.0725,17.0575,17.65,18.325,17.1275
47,17.29,17.08,17.69,18.315,16.9425
48,17.28,16.9825,17.9575,18.4975,16.9675
49,17.4725,16.8975,17.87,18.4575,16.865
50,17.5575,16.835,18.045,18.4675,16.8125
51,17.515,16.6725,18.0625,18.62,16.735
52,17.53,16.64,18.175,18.71,16.72
53,17.535,16.63,18.2725,18.8125,16.615
54,17.475,16.575,18.4275,18.905,16.6325
55,17.4575,16.4725,18.535,18.96,16.52
56,17.525,16.64,18.68,18.9775,16.53
57,17.59,16.505,18.725,18.92,16.515
58,17.6375,16.4925,18.76,18.915,16.4175
59,17.5625,16.5175,18.835,19.02,16.4675
60,17.6025,16.4725,18.8725,18.915,16.5975
61,17.675,16.3675,18.91,18.7375,16.595
62,17.795,16.39,19.0975,18.73,16.58
63,17.935,16.585,18.94,18.6625,16.4925
64,17.9975,16.635,18.9825,18.6475,16.465
65,17.9875,16.7275,19.0525,18.6375,16.42
66,18.0725,16.71,19.015,18.635,16.4425
67,18.0875,16.6825,19.08,18.585,16.445
68,18.085,16.79,19.1175,18.515,16.445
69,18.0025,16.72,19.1875,18.355,16.3675
70,18.0775,16.635,19.2825,18.4675,16.49
71,18.0125,16.5925,19.27,18.4175,16.42
72,17.9525,16.7375,19.345,18.335,16.5525
73,18.115,16.865,19.405,18.305,16.49
74,18.065,17.015,19.3875,18.1775,16.3725
75,18.1275,17.21,19.4325,18.1675,16.555
76,18.0875,17.14,19.475,18.0825,16.56
77,18.0625,17.295,19.4425,18.0275,16.515
78,17.9875,17.395,19.7025,17.9775,16.44
79,18.085,17.4325,19.63,17.84,16.35
80,18.1425,17.49,19.66,17.835,16.5375
81,18.25,17.535,19.685,17.7725,16.4325
82,18.035,17.4,19.6725,17.61,16.5475
83,18.085,17.5225,19.8625,17.575,16.7075
84,18.16,17.5475,19.8825,17.525,16.7375
85,18.065,17.495,19.905,17.5375,16.785
86,18.015,17.5825,20.11,17.4525,16.6625
87,17.845,17.7075,20.08,17.4,16.7625
88,17.725,17.7675,20.1,17.35,16.59
89,17.7275,17.87,20.23,17.345,16.5125
90,17.5475,17.975,20.345,17.2275,16.5325
91,17.515,17.94,20.3475,17.2125,16.6125
92,17.3175,17.945,20.36,17.1075,16.64
93,17.285,18.1125,20.47,17.0375,16.755
94,17.2575,18.2025,20.6175,17.0375,16.8375
95,17.2525,18.2175,20.6175,16.9275,16.9075
96,17.1925,18.1975,20.5525,16.9025,16.8225
97,17.0875,18.09,20.45,16.97,16.9025
98,17.1825,18.1675,20.605,16.9725,16.855
99,17.24,18.1875,20.7425,16.955,16.905
100,17.035,18.1475,20.7225,17.075,17.1975
101,16.965,18.305,20.645,16.99,17.2625
102,16.885,18.315,20.725,16.925,17.1475
103,16.7175,18.4,20.6425,16.8975,17.2825
104,16.7175,18.4625,20.735,16.7725,17.3125
105,16.65,18.505,20.7125,16.685,17.5125
106,16.6575,18.665,20.8075,16.71,17.565
107,16.56,18.7675,20.565,16.5175,17.685
108,16.4225,19,20.5225,16.52,17.7
109,16.3325,19.07,20.5175,16.5625,17.745
110,16.32,19.145,20.5175,16.54,17.88
111,16.3,19.1975,20.45,16.425,17.8825
112,16.2775,19.295,20.3725,16.39,17.9075
113,16.2,19.4275,20.465,16.3975,18.0325
114,16.005,19.5225,20.365,16.46,17.9325
115,15.9725,19.595,20.2525,16.38,18.0825
116,15.8925,19.53,20.1975,16.5175,18.07
117,15.88,19.735,20.2275,16.45,18.215
118,15.9525,19.8525,20.115,16.42,18.0975
119,15.8925,19.98,20.07,16.295,18.1625
120,15.9325,20.045,19.99,16.31,18.21
121,15.915,20.1475,19.88,16.3625,18.255
122,15.9225,20.175,19.795,16.385,18.19
123,15.8225,20.2725,19.735,16.4425,18.28
124,15.7275,20.2625,19.615,16.37,18.395
125,15.7975,20.465,19.5025,16.2325,18.525
126,15.8575,20.43,19.2975,16.12,18.5975
127,15.865,20.4725,19.2575,16.175,18.6575
128,15.8525,20.4825,19.105,16.1725,18.75
129,15.85,20.7025,19.105,16.08,18.7325
130,15.97,20.73,18.9675,16.0275,18.73
131,15.9425,20.6825,18.9575,16.1525,18.705
132,16.0575,20.845,18.82,16.0325,18.6825
133,16.16,20.9075,18.7275,16.1075,18.605
134,16.2225,20.855,18.655,16.21,18.765
135,16.2725,20.8575,18.5175,16.2675,18.8575
136,16.315,20.7375,18.3475,16.2925,18.8125
137,16.3875,20.775,18.2325,16.2925,18.8925
138,16.445,20.6825,18.16,16.265,18.8675
139,16.5775,20.77,18.055,16.3775,18.8575
140,16.6025,20.8025,18,16.35,18.8325
141,16.76,20.82,17.91,16.415,18.85
142,16.7625,20.7325,17.855,16.415,18.7375
143,16.8675,20.8525,17.835,16.49,18.805
144,16.865,20.91,17.7725,16.6,18.7825
145,16.7925,21.04,17.745,16.65,18.8
146,16.9425,21.1325,17.685,16.6625,18.7725
147,16.9675,21.185,17.7,16.62,18.665
148,16.9475,21.1475,17.4425,16.6275,18.635
149,17.14,21.335,17.4175,16.5725,18.5225
150,17.2375,21.255,17.425,16.465,18.4575
151,17.17,21.3,17.3825,16.4575,18.3425
152,17.21,21.3575,17.405,16.5475,18.2925
153,17.2525,21.4575,17.3725,16.5675,18.245
154,17.305,21.49,17.315,16.58,18.215
155,17.43,21.53,17.3125,16.5425,18.18
156,17.4975,21.6325,17.2875,16.5475,18.205
157,17.505,21.57,17.2375,16.6825,17.9775
158,17.7275,21.46,17.2075,16.77,18.0575
159,17.8825,21.41,17.1675,16.855,17.9575
160,17.865,21.46,16.965,16.875,17.8075
161,18.06,21.4725,16.9075,16.8325,17.7925
162,18.2275,21.3575,16.8425,16.8425,17.7625
163,18.2625,21.49,16.7975,16.86,17.665
164,18.3525,21.4675,16.7175,17.035,17.5975
165,18.4575,21.385,16.6125,17.1275,17.4625
166,18.44,21.3675,16.46,17.2975,17.315
167,18.58,21.3275,16.435,17.3425,17.2875
168,18.59,21.3775,16.385,17.4175,17.3075
169,18.715,21.335,16.365,17.4775,17.28
170,18.7675,21.32,16.36,17.47,17.0475
171,18.9375,21.3975,16.225,17.4875,16.99
172,19.08,21.3375,16.2,17.4675,17.0525
173,19.235,21.2725,16.165,17.4475,16.9975
174,19.305,21.135,16.1225,17.53,16.9575
175,19.34,21.215,16.0625,17.7025,17.01
176,19.4475,21.1375,16.025,17.7575,17.1
177,19.5225,21.1325,16.0625,17.715,17.065
178,19.7,21.0825,15.9075,17.6825,17.0175
179,19.8875,20.84,15.87,17.6275,16.94
180,19.94,20.83,15.77,17.6325,16.8675
181,20.15,20.765,15.75,17.72,16.86
182,20.1025,20.835,15.605,17.715,16.8125
183,20.2475,20.915,15.55,17.7275,16.7325
184,20.3875,20.895,15.5225,17.7525,16.6625
185,20.44,21.0225,15.4925,17.7725,16.625
186,20.6225,20.9525,15.4225,17.8175,16.4175
187,20.7325,20.9125,15.44,17.7975,16.395
188,20.7875,20.835,15.3625,17.79,16.31
189,20.94,20.81,15.355,17.9525,16.2275
190,21.005,20.6975,15.235,17.855,16.195
191,21.145,20.675,15.2475,17.8775,16.1875
192,21.2825,20.76,15.21,17.855,16.06
193,21.24,20.84,15.1575,17.8425,16.095
194,21.46,20.7975,15.0675,17.9275,16.17
195,21.505,20.7675,15.03,17.85,16.0525
196,21.615,20.7275,15.0425,17.935,16.115
197,21.925,20.6425,14.9475,17.8975,16.04
198,22.025,20.46,14.85,17.8625,16.115
199,22.125,20.395,14.6975,17.84,16.03
200,22.3,20.345,14.6625,17.8675,16.0575
201,22.34,20.16,14.7075,17.84,15.94
202,22.4,20.1375,14.6675,17.905,16.04
203,22.5175,20.1625,14.7175,17.905,16.1225
204,22.725,20.1675,14.6425,17.885,16.1275
205,22.6875,20.1325,14.64,17.7575,16.085
206,22.6775,20.0825,14.62,17.7125,16.1075
207,22.8275,19.9775,14.69,17.66,16.1625
208,22.9475,20.035,14.62,17.53,16.175
209,22.88,20.0175,14.7325,17.6775,16.3325
210,23.03,19.9275,14.81,17.58,16.3175
211,23.0425,19.7975,14.75,17.5275,16.4525
212,23.07,19.82,14.76,17.55,16.3125
213,22.995,19.865,14.8075,17.365,16.3375
214,23.0875,19.7275,14.945,17.4625,16.375
215,23.0675,19.6125,15.0075,17.28,16.36
216,23.0375,19.54,15.15,17.2125,16.485
217,23.14,19.5025,15.1875,17.15,16.54
218,23.14,19.485,15.2,17.0325,16.605
219,23.21,19.4175,15.3175,16.96,16.69
220,23.2425,19.19,15.4375,16.9575,16.8125
221,23.2075,19.1525,15.55,16.8575,16.8575
222,23.255,19.145,15.5575,16.7175,16.85
223,23.225,18.99,15.525,16.645,16.9675
224,23.2575,18.9975,15.65,16.5025,17
225,23.37,18.9525,15.7225,16.35,17.055
226,23.26,19.065,15.82,16.2075,17.06
227,23.3725,19.0975,15.9775,16.105,17.1425
228,23.29,18.9925,16.015,16.01,17.225
229,23.395,18.9775,15.99,15.935,17.2625
230,23.315,18.9675,16,15.8525,17.33
231,23.4525,18.825,16.11,15.7225,17.3425
232,23.375,18.8575,16.305,15.655,17.33
233,23.375,18.825,16.4075,15.6275,17.4325
234,23.3475,18.855,16.3125,15.4975,17.52
235,23.265,18.7875,16.42,15.4525,17.5975
236,23.2625,18.775,16.4775,15.3075,17.7
237,23.2325,18.8275,16.51,15.2925,17.73
238,23.25,18.85,16.5525,15.225,17.7975
239,23.125,18.9275,16.59,15.1675,17.875
240,23.16,19.06,16.6225,15.06,17.895
241,23.0575,19.005,16.7375,14.995,17.985
242,22.975,18.955,16.7875,14.9175,18.0225
243,22.9375,18.9925,16.8525,14.91,17.935
244,22.83,19.025,16.87,14.78,17.985
245,22.705,19.0625,16.9775,14.81,18.06
246,22.7325,19.0825,16.9925,14.83,18.06
247,22.61,19.125,17.0275,14.78,18.0925
248,22.41,19.135,17.155,14.6125,18.14
249,22.3975,19.1775,17.3525,14.4925,18.235
250,22.33,19.23,17.38,14.325,18.3325
251,22.19,19.2725,17.4625,14.28,18.32
252,22.2175,19.2475,17.5925,14.365,18.455
253,22.0625,19.2,17.6175,14.29,18.5
254,22.0075,19.25,17.56,14.39,18.535
255,21.9025,19.255,17.6075,14.365,18.45
256,21.8425,19.355,17.515,14.275,18.625
257,21.82,19.43,17.565,14.245,18.665
258,21.72,19.565,17.5275,14.3375,18.7825
259,21.6625,19.6375,17.5475,14.295,18.76
260,21.475,19.7525,17.525,14.28,18.815
261,21.42,19.635,17.5475,14.22,18.7925
262,21.315,19.7875,17.58,14.265,18.805
263,21.2475,19.825,17.5925,14.2725,18.9025
264,21.155,19.795,17.57,14.1525,18.915
265,21.0175,19.8575,17.5725,14.1225,18.9275
266,20.92,19.9475,17.6575,14.2025,18.8525
267,20.9175,20.08,17.5625,14.225,18.92
268,20.7275,20.0025,17.5625,14.265,18.935
269,20.745,20.0025,17.5975,14.34,19.0175
270,20.5825,19.9,17.5825,14.3425,19.05
271,20.5725,19.9875,17.615,14.41,19.12
272,20.5075,19.8125,17.68,14.4275,19.24
273,20.3625,19.7925,17.6175,14.51,19.3625
274,20.375,19.87,17.59,14.505,19.5225
275,20.3425,19.8625,17.5025,14.485,19.645
276,20.13,19.6575,17.63,14.535,19.7325
277,20.1775,19.5775,17.53,14.535,19.83
278,20.045,19.66,17.465,14.6,19.9225
279,20.0775,19.5975,17.4575,14.675,20.0075
280,20,19.57,17.5375,14.665,19.995
281,19.9075,19.51,17.4725,14.725,20.085
282,19.8875,19.3025,17.4225,14.905,20.0775
283,19.96,19.3375,17.385,14.995,20.1425
284,19.995,19.215,17.4025,14.9,20.2975
285,19.995,19.1325,17.2325,15.0575,20.25
286,19.895,19.0625,17.1375,15.185,20.315
287,19.6125,19.1025,17.1425,15.27,20.425
288,19.7425,19.0975,17.1425,15.3425,20.4325
289,19.7475,19.055,17.115,15.39,20.425
290,19.66,18.9475,16.9425,15.455,20.42
291,19.6125,19.0225,16.9625,15.655,20.4375
292,19.39,18.965,16.9125,15.775,20.45
293,19.2825,18.8225,16.9075,15.8525,20.4425
294,19.275,18.8425,16.935,15.9375,20.515
295,19.3825,18.8625,16.95,16.005,20.5475
296,19.325,18.9175,16.895,16.1075,20.545
297,19.3425,18.9475,16.7625,16.075,20.5775
298,19.3225,18.995,16.6825,16.1175,20.5525
299,19.2125,18.9275,16.4475,16.02,20.625
300,19.1625,18.9275,16.59,16.19,20.73
301,19.1825,18.9375,16.5775,16.2375,20.835
302,19.2475,18.88,16.645,16.135,20.8625
303,19.2575,18.83,16.4675,16.1625,20.9475
304,19.1375,18.7475,16.4375,16.155,20.83
305,19.1225,18.76,16.4075,16.1775,20.7975
306,19.1675,18.8725,16.3225,16.19,20.79
307,19.1825,18.94,16.395,16.25,20.945
308,19.1225,18.8975,16.405,16.255,20.89
309,19.0275,18.9325,16.3425,16.3075,20.915
310,19.025,18.8575,16.35,16.2825,20.8175
311,19.0475,18.8775,16.23,16.3625,20.8275
312,19.0575,19.0125,16.1725,16.335,20.8725
313,19.0125,18.9275,16.14,16.3625,20.8925
314,19.07,18.9225,16.14,16.4375,21.0625
315,19.1275,18.8625,16.21,16.41,21
316,19.195,18.8525,16.025,16.4225,21.0825
317,19.25,18.7975,16.06,16.475,21.0675
318,19.1825,18.8675,15.9375,16.4975,20.9825
319,19.2075,18.9225,16.0825,16.4775,21.0275
320,19.205,18.795,16.0525,16.5325,21.07
321,19.26,18.7975,16.07,16.51,21.0325
322,19.2,18.745,16.0325,16.57,20.94
323,19.2725,18.685,16.04,16.6725,20.95
324,19.2475,18.7475,15.8125,16.6975,20.895
325,19.1925,18.7025,15.885,16.78,20.98
326,19.21,18.64,15.84,16.79,20.9175
327,19.19,18.695,15.855,16.81,20.8875
328,19.0525,18.725,15.9175,16.8475,20.8975
329,19.0325,18.72,15.905,16.7975,20.965
330,19.0825,18.78,15.895,16.8725,20.8125
331,19.04,18.7825,15.9375,16.7775,20.78
332,18.9725,18.8375,16.0575,16.765,20.765
333,18.9375,18.975,16.005,16.8825,20.735
334,18.9675,19.05,16.04,16.8275,20.7325
335,18.9925,19.0725,15.9025,16.745,20.6075
336,19.01,19.1175,15.9975,16.8175,20.655
337,18.945,19.0725,16.055,16.74,20.63
338,19.02,19.2125,16.01,16.7875,20.49
339,19.0875,19.3875,15.9975,16.915,20.37
340,19.09,19.4,16.03,16.915,20.3175
341,19.0375,19.3175,16.0175,16.94,20.195
342,19.1,19.3175,16.0425,16.96,20.1325
343,19.015,19.2575,16.035,17.115,20.155
344,19.035,19.3225,15.9875,17.065,20.1425
345,19.0825,19.3675,15.9075,17.1,20.0175
346,19.155,19.475,15.965,17.21,19.98
347,19.135,19.48,16.125,17.1975,19.75
348,19.09,19.63,16.1375,17.2,19.7375
349,19.0225,19.695,16.1525,17.105,19.6675
350,19.2125,19.655,16.0975,17.175,19.6025
351,19.2375,19.685,16.04,17.1525,19.44
352,19.2475,19.72,16.105,17.185,19.33
353,19.27,19.7175,16.115,17.315,19.3625
354,19.3225,19.83,16.15,17.34,19.2125
355,19.32,19.725,16.2275,17.4225,19.0025
356,19.3325,19.785,16.3525,17.4525,18.96
357,19.3175,19.7,16.3525,17.5075,18.8275
358,19.32,19.72,16.405,17.545,18.79
359,19.285,19.6825,16.4825,17.5575,18.6625
360,19.3425,19.595,16.6275,17.5625,18.6275
361,19.31,19.6225,16.5925,17.655,18.4275
362,19.275,19.6425,16.6675,17.76,18.2925
363,19.3975,19.4225,16.7575,17.875,18.355
364,19.4025,19.3625,16.7575,17.905,18.2575
365,19.46,19.31,16.9275,17.9225,18.1625
366,19.535,19.21,16.9675,17.895,18.1375
367,19.6475,19.175,16.9575,17.9275,18.1
368,19.74,19.035,17.095,17.975,18.065
369,19.805,18.9575,17.105,18.0025,17.975
370,19.83,18.83,17.2175,17.995,18.0025
371,19.89,18.7025,17.25,18.0125,17.985
372,19.845,18.7225,17.23,17.985,17.92
373,19.925,18.6175,17.3325,18.0775,18.0625
374,19.84,18.5625,17.34,17.965,17.9125
375,19.855,18.505,17.43,18.0525,17.9075
376,19.86,18.3475,17.4975,18.0175,17.9175
377,20.035,18.325,17.54,18.035,17.96
378,20.025,18.28,17.5525,17.925,18.0725
379,20.0075,18.1025,17.685,17.9425,18.17
380,20.15,18.0475,17.73,17.945,18.1975
381,20.1575,17.8975,17.79,17.86,18.1075
382,20.195,17.7975,17.86,17.8925,18.0725
383,20.1625,17.9125,18.01,17.7775,18.095
384,20.2325,17.775,17.97,17.7325,18.17
385,20.2625,17.7575,17.9675,17.7125,18.2025
386,20.3,17.76,18.0275,17.5475,18.26
387,20.4425,17.645,17.94,17.4825,18.21
388,20.3525,17.6125,18.04,17.625,18.335
389,20.225,17.645,18.03,17.575,18.2775
390,20.395,17.6175,18.13,17.5975,18.4275
391,20.3625,17.65,18.08,17.435,18.34
392,20.435,17.68,18.1225,17.405,18.5
393,20.42,17.5725,18.095,17.2525,18.4075
394,20.6075,17.6425,18.15,17.2875,18.5225
395,20.57,17.6275,18.1125,17.0975,18.5675
396,20.58,17.62,18.0875,17.1475,18.6
397,20.625,17.5175,18.0125,16.9625,18.6275
398,20.6,17.5675,17.9375,16.88,18.7175
399,20.7625,17.5225,18.015,16.6475,18.7675
400,20.7525,17.52,18.1175,16.5925,18.8925
401,20.7825,17.5375,18.08,16.42,18.915
402,20.8525,17.6225,18.145,16.38,18.9425
403,20.995,17.6975,17.9925,16.21,18.895
404,21.0275,17.765,17.975,16.17,18.9775
405,20.9475,17.77,18.075,16.145,18.9475
406,20.96,17.7975,17.9975,16.07,18.9725
407,20.9925,17.745,17.9825,15.9525,19.1225
408,21.025,17.8075,17.945,15.78,19.1425
409,21.155,17.7675,17.92,15.7325,19.165
410,21.125,17.93,17.87,15.5075,19.355
411,21.1025,18.0525,17.945,15.3225,19.3675
412,21.075,18.0125,17.8775,15.205,19.295
413,21.1775,18.0225,17.97,15.145,19.4625
414,21.28,18.155,17.865,15.1075,19.535
415,21.2425,18.1275,17.79,14.9325,19.605
416,21.315,18.22,17.745,14.875,19.6475
417,21.4025,18.2325,17.685,14.7275,19.7175
418,21.405,18.25,17.7675,14.65,19.8775
419,21.42,18.29,17.625,14.65,19.84
420,21.385,18.3975,17.6325,14.5275,19.955
421,21.305,18.4675,17.6225,14.375,20.08
422,21.2975,18.4225,17.5475,14.275,20.285
423,21.28,18.555,17.59,14.1725,20.255
424,21.2925,18.445,17.5675,14.1275,20.25
425,21.17,18.4975,17.465,14.1475,20.27
426,21.235,18.5725,17.4225,14.0425,20.395
427,21.2075,18.555,17.4075,14.1025,20.5275
428,21.1775,18.5225,17.225,14.0225,20.545
429,21.16,18.6775,17.2875,14.0175,20.62
430,21.185,18.7375,17.1775,14.0175,20.7425
431,21.2025,18.7025,17.0925,13.9575,20.925
432,21.1925,18.9025,17.0725,14.0125,20.8425
433,21.1425,18.915,17.0075,14.0825,20.97
434,21.0575,19.0475,16.9175,13.985,21.0675
435,20.93,19.125,16.8875,13.93,21.095
436,20.8325,19.22,16.86,13.8825,21.13
437,20.745,19.29,16.6925,13.915,21.3075
438,20.67,19.3075,16.575,13.995,21.3925
439,20.59,19.4025,16.54,13.9925,21.4
440,20.425,19.505,16.535,13.9225,21.4975
441,20.405,19.5625,16.4025,13.9225,21.5575
442,20.2125,19.7525,16.36,13.94,21.5575
443,20.2475,19.6975,16.345,13.9575,21.835
444,20.07,19.855,16.2575,13.9175,21.825
445,20.0725,19.8975,16.1325,14.0525,21.98
446,19.92,19.96,15.8975,14.105,22
447,19.9425,20.1225,15.79,14.115,22.08
448,19.7825,20.22,15.66,14.1375,22.065
449,19.725,20.2825,15.57,14.125,22.0775
450,19.62,20.4175,15.5725,14.155,22.0675
451,19.4825,20.5475,15.4275,14.3375,22.1275
452,19.36,20.5925,15.36,14.4325,22.115
453,19.245,20.755,15.3025,14.435,22.225
454,19.2,20.7275,15.2025,14.4275,22.2825
455,19.2725,20.825,15.1725,14.4925,22.31
456,19.2225,20.885,15.0425,14.6175,22.345
457,18.985,20.9075,14.8375,14.6425,22.3675
458,18.8575,21.135,14.7825,14.815,22.515
459,18.785,21.095,14.6575,14.8625,22.5925
460,18.6975,21.085,14.53,15.0125,22.7075
461,18.5625,21.1725,14.4275,15.0475,22.6625
462,18.51,21.2125,14.37,15.125,22.715
463,18.29,21.23,14.35,15.2175,22.7175
464,18.27,21.4,14.295,15.2775,22.83
465,18.2,21.5225,14.1,15.3175,22.7425
466,18.1925,21.535,14.01,15.3225,22.8825
467,18.235,21.6325,13.945,15.455,22.9575
468,18.1,21.68,13.8175,15.48,22.9825
469,18.0525,21.605,13.725,15.57,23.035
470,18.085,21.61,13.775,15.725,23.0325
471,17.9775,21.665,13.715,15.82,23.0275
472,18.0375,21.59,13.6025,15.855,23.0925
473,18.0075,21.6225,13.4925,15.9425,23.21
474,18.025,21.6375,13.455,16.125,23.1675
475,18.02,21.565,13.36,16.28,23.2
476,17.975,21.625,13.2775,16.3525,23.1825
477,17.92,21.5975,13.175,16.3875,23.1125
478,17.855,21.6175,13.06,16.39,23.1325
479,17.7875,21.645,13.08,16.435,23.085
480,17.8775,21.5375,13.0725,16.3525,23.0225
481,17.975,21.5025,12.9525,16.505,22.9775
482,18.07,21.5025,12.8425,16.5425,23.0075
483,18.1,21.4475,12.7925,16.565,23.05
484,18.2225,21.3375,12.7025,16.64,23.2325
485,18.24,21.3275,12.6075,16.715,23.11
486,18.2325,21.365,12.525,16.7625,23.1575
487,18.39,21.2625,12.42,16.81,23.1475
488,18.4175,21.2125,12.2675,16.8775,23.1475
489,18.4225,21.285,12.1925,17.0375,23.0425
490,18.51,21.32,12.1575,17.09,23.09
491,18.5625,21.225,12.0375,17.115,23.085
492,18.6475,21.2225,12.045,17.2225,23.06
493,18.6725,21.2325,11.9875,17.34,23.1
494,18.625,21.1825,11.975,17.4675,23.0725
495,18.6425,21.095,11.845,17.5975,23.045
496,18.84,21.0575,11.8225,17.615,22.92
497,18.82,21.1425,11.7075,17.675,22.745
498,18.8125,21.1275,11.6125,17.68,22.82
499,18.8375,21.15,11.605,17.68,22.7875
500,18.8675,21.2975,11.525,17.61,22.6525
501,19.0075,21.3425,11.5025,17.6525,22.7525
502,19.16,21.3175,11.4475,17.6575,22.6525
503,19.09,21.305,11.4975,17.6175,22.68
504,19.21,21.3175,11.485,17.68,22.5575
505,19.305,21.3,11.5075,17.72,22.45
506,19.35,21.2075,11.5325,17.7425,22.5075
507,19.4925,21.25,11.52,17.7225,22.4825
508,19.6425,21.0725,11.4875,17.8275,22.4825
509,19.62,20.98,11.4675,17.865,22.4425
510,19.7225,20.9075,11.4475,18,22.3875
511,19.8,20.8025,11.4275,18.0075,22.225
512,19.75,20.645,11.43,18.185,22.24
513,19.8875,20.5125,11.4525,18.22,22.2175
514,19.9325,20.335,11.395,18.315,22.2325
515,19.8725,20.2975,11.46,18.41,22.185
516,20.015,20.18,11.46,18.49,22.01
517,20.015,20.0375,11.5525,18.625,22.02
518,20.12,19.9025,11.5625,18.745,21.8975
519,20.3225,19.885,11.6125,18.93,21.73
520,20.47,19.7175,11.6025,18.965,21.7025
521,20.555,19.6225,11.68,18.975,21.58
522,20.5475,19.55,11.6975,19.0725,21.455
523,20.6075,19.4425,11.69,19.07,21.335
524,20.6025,19.3425,11.73,19.2175,21.2875
525,20.775,19.2625,11.725,19.3225,21.1225
526,20.92,19.19,11.74,19.3375,20.9575
527,21.0075,19.0375,11.815,19.52,20.8175
528,20.9725,19.055,11.8825,19.645,20.72
529,21.17,18.895,11.9675,19.73,20.61
530,21.155,18.8175,11.9825,19.87,20.525
531,21.175,18.775,11.99,19.935,20.285
532,21.22,18.71,12.0625,20.0125,20.25
533,21.3025,18.5675,12.145,20.035,20.1675
534,21.325,18.5125,12.225,20.205,19.94
535,21.3825,18.42,12.3175,20.1675,19.9725
536,21.51,18.29,12.3775,20.2725,19.925
537,21.5375,18.155,12.4575,20.345,19.895
538,21.4875,17.9575,12.5675,20.3875,19.8225
539,21.4075,17.9275,12.7,20.4925,19.7125
540,21.5725,17.8275,12.7375,20.405,19.585
541,21.5675,17.7,12.875,20.5175,19.5
542,21.59,17.745,12.9275,20.615,19.405
543,21.61,17.6675,12.9925,20.5875,19.2125
544,21.6575,17.6575,13.1975,20.7325,19.1175
545,21.6825,17.5575,13.245,20.6325,18.9975
546,21.59,17.49,13.2925,20.63,19.015
547,21.6325,17.4475,13.455,20.715,18.905
548,21.6275,17.55,13.615,20.705,18.855
549,21.565,17.4875,13.7325,20.685,18.7725
550,21.6325,17.3375,13.8225,20.5875,18.775
551,21.5875,17.3175,13.9575,20.7475,18.68
552,21.5875,17.2325,14.0725,20.6875,18.585
553,21.62,17.1975,14.3125,20.6125,18.53
554,21.655,17.235,14.3475,20.605,18.4
555,21.745,17.07,14.5125,20.625,18.27
556,21.7375,17.0725,14.5625,20.6975,18.25
557,21.785,16.8775,14.6575,20.7575,18.2225
558,21.71,16.8325,14.735,20.8175,18.105
559,21.66,16.7975,14.8625,20.7775,18.205
560,21.745,16.8175,14.9425,20.735,18.1025
561,21.84,16.6275,14.9825,20.7425,18.12
562,21.8275,16.5925,15.0925,20.755,17.9875
563,21.8525,16.48,15.12,20.7675,17.96
564,21.8825,16.42,15.255,20.8525,17.955
565,21.86,16.3475,15.3275,20.82,17.9675
566,21.885,16.2325,15.4175,20.755,18.0675
567,21.86,16.1475,15.585,20.7775,18.0425
568,21.78,16.0875,15.62,20.7325,18.0175
569,21.835,15.96,15.5975,20.64,17.945
