mcs,s1,s2,s3,s4,s5
31017,5.79,30.57,29.82,26.77,0
31018,5.785,30.645,29.8575,26.725,0
31019,5.7575,30.6275,29.89,26.81,0
31020,5.7275,30.6475,29.905,26.83,0
31021,5.8,30.6275,29.9275,26.7325,0
31022,5.7875,30.57,29.825,26.735,0
31023,5.73,30.485,29.75,26.81,0
31024,5.7225,30.56,29.91,26.795,0
31025,5.7275,30.5,29.865,26.8425,0
31026,5.76,30.5675,29.7925,26.845,0
31027,5.7325,30.5225,29.8275,26.7475,0
31028,5.76,30.5,29.8525,26.89,0
31029,5.73,30.5175,29.815,26.8725,0
31030,5.685,30.6975,29.8075,26.8875,0
31031,5.705,30.69,29.795,26.7725,0
31032,5.6675,30.76,29.865,26.7575,0
31033,5.675,30.87,29.6925,26.6925,0
31034,5.7,30.9125,29.6375,26.67,0
31035,5.6975,31,29.545,26.685,0
31036,5.675,31.1125,29.7725,26.725,0
31037,5.655,31.2,29.6525,26.685,0
31038,5.6875,31.2,29.59,26.5475,0
31039,5.7,31.23,29.67,26.47,0
31040,5.67,31.2025,29.7525,26.3675,0
31041,5.6625,31.41,29.68,26.2375,0
31042,5.6575,31.405,29.7225,26.22,0
31043,5.6725,31.43,29.81,26.0825,0
31044,5.6725,31.685,29.715,26.11,0
31045,5.7225,31.3975,29.8225,26.045,0
31046,5.755,31.355,29.93,26.1175,0
31047,5.7475,31.2875,30.015,26.0275,0
31048,5.7425,31.2675,30.195,26.025,0
31049,5.79,31.11,30.1,25.9075,0
31050,5.79,31.1125,30.2,25.91,0
31051,5.835,31.06,30.3275,25.8775,0
31052,5.765,31.05,30.255,25.79,0
31053,5.795,31.0825,30.4175,25.825,0
31054,5.825,31.035,30.4925,25.8775,0
31055,5.8525,31.0425,30.5,25.76,0
31056,5.86,30.9275,30.6425,25.705,0
31057,5.9275,30.9275,30.7125,25.6875,0
31058,5.9075,30.8875,30.665,25.66,0
31059,5.855,30.8775,30.7625,25.5225,0
31060,5.8875,30.885,30.85,25.54,0
31061,5.9,30.7675,30.8975,25.52,0
31062,5.9125,30.6375,31.02,25.465,0
31063,5.9825,30.5675,31.1675,25.415,0
31064,6.0725,30.4925,31.2825,25.145,0
31065,6.08,30.5225,31.2525,25.205,0
31066,6.1275,30.5075,31.3075,25.085,0
31067,6.1475,30.5225,31.4675,25.1525,0
31068,6.205,30.4575,31.375,25.135,0
31069,6.2075,30.475,31.3675,25.0975,0
31070,6.2625,30.45,31.3,25.2075,0
31071,6.2325,30.45,31.3975,25.045,0
31072,6.3125,30.4725,31.3525,25.1225,0
31073,6.34,30.36,31.315,25.1375,0
31074,6.4275,30.3225,31.385,25.12,0
31075,6.48,30.27,31.53,24.99,0
31076,6.605,30.21,31.4775,24.95,0
31077,6.6125,30.195,31.5,25.0225,0
31078,6.63,30.1675,31.4825,25.0425,0
31079,6.6825,30.0975,31.515,24.795,0
31080,6.7675,30.0025,31.59,24.72,0
31081,6.85,30.1,31.6825,24.6475,0
31082,6.9,30.07,31.67,24.6,0
31083,6.9875,29.9475,31.7075,24.5275,0
31084,7.0775,30.0675,31.76,24.5275,0
31085,7.04,30.0975,31.7425,24.52,0
31086,7.0225,30.02,31.7,24.43,0
31087,7.075,30.21,31.715,24.535,0
31088,7.175,30.2225,31.7925,24.3475,0
31089,7.175,30.19,31.9425,24.125,0
31090,7.2475,30.15,31.9125,24.1475,0
31091,7.31,30.155,31.79,24.0175,0
31092,7.3775,30.15,31.7975,24.035,0
31093,7.3725,30.205,31.7375,23.95,0
31094,7.43,30.0875,31.8425,23.875,0
31095,7.4675,30.1375,31.9825,23.9275,0
31096,7.475,30.0925,31.96,23.71,0
31097,7.5025,30.1825,32.005,23.695,0
31098,7.505,30.2275,31.99,23.665,0
31099,7.51,30.1925,32.1625,23.6525,0
31100,7.4875,30.2025,32.195,23.5475,0
31101,7.525,30.1325,32.295,23.55,0
31102,7.565,29.985,32.34,23.5475,0
31103,7.545,29.9875,32.3575,23.5675,0
31104,7.6125,30.12,32.32,23.4375,0
31105,7.5925,30,32.4175,23.3525,0
31106,7.6125,30.0875,32.485,23.3575,0
31107,7.6525,30.0225,32.6075,23.3525,0
31108,7.695,30.1375,32.5225,23.22,0
31109,7.68,30.1225,32.51,22.9625,0
31110,7.7025,30.07,32.6075,22.8725,0
31111,7.7525,30.1375,32.665,22.7525,0
31112,7.7225,30.185,32.5425,22.785,0
31113,7.7075,30.285,32.5275,22.715,0
31114,7.755,30.4025,32.505,22.795,0
31115,7.7025,30.375,32.3925,22.7225,0
31116,7.73,30.4575,32.335,22.6075,0
31117,7.6925,30.59,32.35,22.615,0
31118,7.67,30.74,32.375,22.505,0
31119,7.5925,30.785,32.2775,22.505,0
31120,7.57,30.88,32.3675,22.455,0
31121,7.495,30.965,32.31,22.4525,0
31122,7.4925,31.065,32.315,22.4225,0
31123,7.4775,31.125,32.315,22.35,0
31124,7.505,31.24,32.2925,22.2675,0
31125,7.44,31.3375,32.15,22.37,0
31126,7.3825,31.44,32.165,22.2825,0
31127,7.365,31.45,32.1025,22.42,0
31128,7.315,31.415,32.02,22.4775,0
31129,7.375,31.5375,31.9075,22.52,0
31130,7.385,31.5625,31.7625,22.5325,0
31131,7.4275,31.73,31.76,22.5525,0
31132,7.445,31.755,31.4425,22.4475,0
31133,7.395,31.75,31.5,22.42,0
31134,7.385,31.7375,31.55,22.4075,0
31135,7.4325,31.945,31.5375,22.2825,0
31136,7.4025,32.06,31.4575,22.435,0
31137,7.35,32.06,31.3975,22.295,0
31138,7.2775,32.155,31.3675,22.2975,0
31139,7.26,32.25,31.4125,22.4625,0
31140,7.2125,32.16,31.4075,22.3925,0
31141,7.2075,32.085,31.3975,22.415,0
31142,7.2075,32.1375,31.2575,22.4525,0
31143,7.215,32.3175,31.195,22.5325,0
31144,7.16,32.4675,31.145,22.585,0
31145,7.1175,32.4925,31.0325,22.5975,0
31146,7.0575,32.5075,30.935,22.7,0
31147,6.9575,32.6475,30.9825,22.6825,0
31148,6.89,32.675,30.8425,22.8675,0
31149,6.8475,32.61,30.8375,22.9,0
31150,6.815,32.665,30.845,23.03,0
31151,6.775,32.705,30.705,23.065,0
31152,6.8,32.795,30.5975,23.03,0
31153,6.7525,32.915,30.53,23.15,0
31154,6.6575,32.95,30.5025,23.2475,0
31155,6.65,33,30.39,23.2575,0
31156,6.625,32.94,30.4625,23.3325,0
31157,6.56,33.0275,30.385,23.3025,0
31158,6.495,32.815,30.4675,23.3375,0
31159,6.435,32.8475,30.49,23.4075,0
31160,6.3675,32.7975,30.455,23.605,0
31161,6.2975,32.8,30.595,23.6975,0
31162,6.2775,32.685,30.705,23.67,0
31163,6.2375,32.7525,30.6275,23.8875,0
31164,6.155,32.56,30.505,23.95,0
31165,6.0875,32.53,30.705,24,0
31166,6.0525,32.46,30.5775,24.0575,0
31167,6.015,32.5475,30.4525,24.2475,0
31168,5.995,32.345,30.4575,24.37,0
31169,5.9325,32.22,30.525,24.575,0
31170,5.9275,32.2425,30.4275,24.595,0
31171,5.9275,32.175,30.3575,24.74,0
31172,5.865,32.165,30.3525,24.82,0
31173,5.8325,32.0925,30.4975,24.91,0
31174,5.8575,31.9725,30.3075,25.015,0
31175,5.7925,32.055,30.265,25.1125,0
31176,5.7,31.8975,30.3475,25.115,0
31177,5.69,31.845,30.37,25.2225,0
31178,5.6675,31.7175,30.36,25.2325,0
31179,5.6025,31.7975,30.2675,25.52,0
31180,5.605,31.82,30.3775,25.54,0
31181,5.5425,31.8575,30.375,25.5475,0
31182,5.4775,31.8375,30.3225,25.585,0
31183,5.48,31.8225,30.36,25.715,0
31184,5.465,31.7225,30.41,25.7,0
31185,5.425,31.785,30.3925,25.7125,0
31186,5.3625,31.8175,30.3125,25.78,0
31187,5.3475,31.89,30.24,25.8225,0
31188,5.2975,31.825,30.2575,25.72,0
31189,5.2725,31.9775,30.375,25.825,0
31190,5.25,32.015,30.44,25.775,0
31191,5.2,31.895,30.385,25.8775,0
31192,5.165,31.96,30.3975,25.745,0
31193,5.1175,31.89,30.495,25.8525,0
31194,5.0575,31.9325,30.4725,25.895,0
31195,5.0125,31.9625,30.4525,25.935,0
31196,4.9625,31.92,30.4725,25.9775,0
31197,4.925,31.8525,30.715,26.015,0
31198,4.89,31.92,30.7625,25.9975,0
31199,4.87,31.895,30.655,26.025,0
31200,4.8375,31.7975,30.7025,25.9275,0
31201,4.785,31.8375,30.6925,25.98,0
31202,4.725,31.855,30.7,25.8525,0
31203,4.735,31.8825,30.8675,25.815,0
31204,4.71,31.8725,30.8025,25.9125,0
31205,4.675,32.045,30.76,25.9,0
31206,4.6125,32.07,30.7025,26,0
31207,4.63,32.2,30.5525,26.02,0
31208,4.5475,32.1525,30.5325,25.9825,0
31209,4.555,32.3,30.635,25.8875,0
31210,4.55,32.3625,30.6175,25.84,0
31211,4.5275,32.375,30.545,25.85,0
31212,4.4725,32.63,30.41,25.835,0
31213,4.51,32.725,30.4475,25.8875,0
31214,4.5025,32.6425,30.3775,25.845,0
31215,4.42,32.67,30.29,25.8825,0
31216,4.4425,32.6025,30.3975,25.8775,0
31217,4.4575,32.6725,30.2725,25.905,0
31218,4.4775,32.735,30.26,25.79,0
31219,4.46,32.8675,30.2575,25.8,0
31220,4.5375,32.9175,30.3,25.8075,0
31221,4.5575,32.8725,30.4125,25.8,0
31222,4.59,32.915,30.35,25.7525,0
31223,4.5875,32.7475,30.17,25.7675,0
31224,4.7175,32.8275,30.2125,25.8225,0
31225,4.77,32.88,30.11,25.6975,0
31226,4.815,32.9425,30.1725,25.65,0
31227,4.8475,32.89,30.03,25.5075,0
31228,4.8725,33.0225,29.9525,25.4925,0
31229,4.94,33.1375,29.9025,25.4475,0
31230,4.9725,33.105,29.765,25.4625,0
31231,5.02,33.0725,29.865,25.45,0
31232,5.1,33.1675,29.665,25.4975,0
31233,5.19,33.185,29.715,25.38,0
31234,5.2125,33.0725,29.705,25.235,0
31235,5.3125,33.1425,29.76,25.155,0
31236,5.42,33.0725,29.745,25.0275,0
31237,5.56,33.145,29.6525,24.8525,0
31238,5.635,33.17,29.685,24.7875,0
31239,5.7125,33.2575,29.5325,24.6525,0
31240,5.8125,33.2525,29.595,24.6375,0
31241,5.8825,33.2975,29.45,24.5875,0
31242,6.0025,33.42,29.5475,24.4625,0
31243,6.03,33.2275,29.585,24.4975,0
31244,6.135,33.1675,29.585,24.42,0
31245,6.2,33.11,29.5475,24.3025,0
31246,6.34,33.0975,29.6,24.22,0
31247,6.39,33.245,29.74,24.0575,0
31248,6.495,33.115,29.6975,24.0075,0
31249,6.5425,33.045,29.605,24.0375,0
31250,6.57,33.065,29.7625,23.9075,0
31251,6.625,33.03,29.88,23.745,0
31252,6.685,32.9975,29.76,23.6575,0
31253,6.755,33.005,29.835,23.6575,0
31254,6.785,33.0875,29.88,23.5575,0
31255,6.8575,33.02,29.78,23.5175,0
31256,6.86,32.92,29.8725,23.5675,0
31257,6.96,32.8875,29.745,23.61,0
31258,7.06,32.97,29.83,23.665,0
31259,7.065,32.8625,29.7975,23.4925,0
31260,7.155,32.7225,29.8125,23.5125,0
31261,7.29,32.77,29.93,23.4975,0
31262,7.2825,32.7625,29.91,23.4525,0
31263,7.3875,32.6175,29.78,23.3875,0
31264,7.5075,32.4625,29.75,23.2725,0
31265,7.645,32.59,29.72,23.1725,0
31266,7.6975,32.57,29.9175,23.1675,0
31267,7.7875,32.4275,29.995,23.1,0
31268,7.8475,32.3525,30.01,23.1625,0
31269,7.9675,32.265,30.005,23.1375,0
31270,7.97,32.1225,30.0725,23.2125,0
31271,8.08,32.035,30.0575,23.2775,0
31272,8.075,31.905,29.9825,23.2175,0
31273,8.165,31.8825,29.945,23.3175,0
31274,8.2475,31.7875,29.9,23.2175,0
31275,8.2725,31.81,29.8275,23.33,0
31276,8.33,31.705,29.76,23.3375,0
31277,8.3825,31.61,29.665,23.3875,0
31278,8.48,31.585,29.7575,23.3725,0
31279,8.5125,31.6175,29.905,23.395,0
31280,8.6175,31.4925,29.8775,23.345,0
31281,8.68,31.3775,29.8475,23.3975,0
31282,8.775,31.41,29.8125,23.4425,0
31283,8.785,31.37,29.7425,23.3825,0
31284,8.8825,31.2875,29.72,23.4175,0
31285,8.95,31.0275,29.6925,23.2775,0
31286,9,31.125,29.7175,23.3025,0
31287,9.0275,31.0725,29.8325,23.1875,0
31288,9.1125,31,29.8725,23.185,0
31289,9.1675,30.9725,29.89,23.3425,0
31290,9.2825,30.8825,29.6225,23.2625,0
31291,9.315,30.8475,29.65,23.3375,0
31292,9.3875,30.885,29.68,23.4075,0
31293,9.4425,30.9025,29.7075,23.545,0
31294,9.425,30.9075,29.585,23.4025,0
31295,9.395,30.8375,29.6175,23.4575,0
31296,9.495,30.9275,29.6925,23.3875,0
31297,9.52,30.8525,29.7725,23.375,0
31298,9.6325,30.77,29.835,23.36,0
31299,9.605,30.735,29.8375,23.36,0
31300,9.685,30.7325,29.9475,23.3175,0
31301,9.6025,30.6075,29.89,23.1525,0
31302,9.5825,30.5325,30.055,23.19,0
31303,9.63,30.53,30.1525,23.3075,0
31304,9.65,30.5175,30.2475,23.215,0
31305,9.685,30.4925,30.1575,23.2675,0
31306,9.655,30.5075,30.2,23.2175,0
31307,9.63,30.4125,30.3775,23.14,0
31308,9.6725,30.3,30.4875,23.145,0
31309,9.65,30.185,30.6675,23.15,0
31310,9.635,29.97,30.7275,23.105,0
31311,9.66,29.91,30.835,23.1625,0
31312,9.595,30.0375,30.8475,23.0425,0
31313,9.57,29.8875,30.875,23.075,0
31314,9.4875,29.8625,31.0575,23.055,0
31315,9.435,29.805,31.145,23.1225,0
31316,9.4975,29.7,31.2625,23.0475,0
31317,9.465,29.73,31.33,23.0425,0
31318,9.4725,29.545,31.45,23.095,0
31319,9.485,29.525,31.5775,23.12,0
31320,9.4625,29.45,31.675,23.1025,0
31321,9.4525,29.32,31.6275,23.13,0
31322,9.395,29.14,31.6925,23.185,0
31323,9.3725,29.0425,31.925,23.145,0
31324,9.3275,28.91,31.95,23.205,0
31325,9.35,28.715,32.1175,23.28,0
31326,9.3125,28.6075,32.375,23.25,0
31327,9.305,28.605,32.395,23.3175,0
31328,9.2325,28.31,32.4925,23.395,0
31329,9.265,28.075,32.505,23.5,0
31330,9.24,28.055,32.655,23.57,0
31331,9.21,28.045,32.615,23.5825,0
31332,9.15,27.92,32.7375,23.7075,0
31333,9.04,27.8675,32.7675,23.6325,0
31334,9.0225,27.76,32.9225,23.7575,0
31335,8.9375,27.6775,33.0575,23.78,0
31336,8.81,27.6175,33.21,23.83,0
31337,8.79,27.4025,33.115,24,0
31338,8.73,27.4125,33.325,24.1275,0
31339,8.645,27.33,33.35,24.22,0
31340,8.5825,27.2575,33.445,24.365,0
31341,8.485,27.0775,33.5075,24.45,0
31342,8.4975,26.9575,33.405,24.455,0
31343,8.4475,26.87,33.5725,24.5975,0
31344,8.37,26.8125,33.57,24.6025,0
31345,8.3775,26.705,33.6325,24.66,0
31346,8.375,26.6325,33.7125,24.7975,0
31347,8.2975,26.6125,33.79,24.7275,0
31348,8.245,26.555,33.8475,24.85,0
31349,8.2675,26.44,33.7075,24.8725,0
31350,8.25,26.485,33.7175,24.93,0
31351,8.1425,26.605,33.8925,24.9775,0
31352,8.06,26.56,33.9175,24.9725,0
31353,8.055,26.545,34.1525,25,0
31354,7.9575,26.3975,34.205,24.9825,0
31355,7.8925,26.2275,34.37,24.905,0
31356,7.7275,26.1625,34.5825,24.9575,0
31357,7.6975,26.175,34.645,24.995,0
31358,7.6425,26.125,34.9,24.99,0
31359,7.6075,25.86,35.18,24.96,0
31360,7.5425,25.83,35.215,24.995,0
31361,7.4825,25.62,35.375,25.0325,0
31362,7.4375,25.545,35.5725,25.025,0
31363,7.3375,25.4975,35.5875,24.935,0
31364,7.235,25.435,35.7975,24.9625,0
31365,7.21,25.4425,35.965,24.8875,0
31366,7.1475,25.4125,36.095,24.93,0
31367,7.0375,25.51,36.175,24.9525,0
31368,6.995,25.3925,36.2575,24.9075,0
31369,6.855,25.415,36.3525,24.92,0
31370,6.815,25.4375,36.41,24.815,0
31371,6.705,25.46,36.49,24.775,0
31372,6.64,25.42,36.6025,24.8075,0
31373,6.575,25.3675,36.7175,24.7225,0
31374,6.5675,25.41,36.8325,24.7425,0
31375,6.455,25.44,36.92,24.605,0
31376,6.3225,25.4475,37.0725,24.6075,0
31377,6.2375,25.38,37.26,24.4575,0
31378,6.1175,25.3875,37.3475,24.48,0
31379,6.1175,25.29,37.465,24.45,0
31380,6.035,25.38,37.6075,24.4425,0
31381,6.0075,25.4875,37.585,24.465,0
31382,5.9625,25.5525,37.6125,24.3975,0
31383,5.89,25.6475,37.6075,24.3825,0
31384,5.825,25.72,37.7375,24.3025,0
31385,5.75,25.775,37.795,24.25,0
31386,5.6825,25.8725,37.65,24.0975,0
31387,5.6325,26.04,37.7875,23.9875,0
31388,5.5225,26.165,37.855,24.0025,0
31389,5.5025,26.1725,38.03,23.835,0
31390,5.4325,26.2,38.1025,23.8025,0
31391,5.4025,26.14,38.075,23.6525,0
31392,5.33,26.3775,38.14,23.605,0
31393,5.2875,26.4425,38.1725,23.6925,0
31394,5.2175,26.4475,38.2225,23.58,0
31395,5.175,26.6,38.1875,23.5725,0
31396,5.1275,26.5375,38.0875,23.4825,0
31397,5.1425,26.63,38.1975,23.4675,0
31398,5.095,26.6275,38.1875,23.3,0
31399,5.1025,26.7525,38.1425,23.2975,0
31400,5.09,26.875,38.18,23.2375,0
31401,5.035,26.9525,38.215,23.3325,0
31402,5.0225,27.0975,38.1,23.1075,0
31403,5.0075,27.0925,37.88,23.03,0
31404,4.9925,27.215,37.9675,22.9775,0
31405,4.935,27.3625,38.0375,22.9975,0
31406,4.955,27.505,38.06,22.93,0
31407,4.89,27.71,37.9575,22.8625,0
31408,4.8975,27.765,37.7875,22.7625,0
31409,4.91,27.88,37.615,22.82,0
31410,4.87,28.12,37.63,22.8525,0
31411,4.865,28.125,37.525,22.825,0
31412,4.8325,28.1925,37.28,22.8325,0
31413,4.8175,28.305,37.295,22.8125,0
31414,4.8125,28.595,37.0975,22.8375,0
31415,4.8175,28.7325,36.995,22.7325,0
31416,4.8325,28.855,36.76,22.5725,0
31417,4.825,29.0775,36.755,22.5725,0
31418,4.825,29.3425,36.6825,22.5775,0
31419,4.8275,29.3975,36.4725,22.5175,0
31420,4.8375,29.565,36.415,22.465,0
31421,4.8,29.66,36.3675,22.45,0
31422,4.7625,29.7275,36.25,22.3625,0
31423,4.83,29.88,36.0975,22.2875,0
31424,4.8425,29.9775,36.01,22.2975,0
31425,4.915,30.0675,35.9175,22.34,0
31426,4.9575,30.3125,35.855,22.3075,0
31427,4.9625,30.3725,35.5675,22.4125,0
31428,4.9575,30.525,35.4875,22.3425,0
31429,5.025,30.6675,35.3725,22.2425,0
31430,5.07,30.795,35.255,22.2125,0
31431,5.0675,30.8675,34.9825,22.32,0
31432,5.1,31.0975,34.9425,22.2475,0
31433,5.1625,31.2175,34.5775,22.2975,0
31434,5.1725,31.31,34.45,22.3475,0
31435,5.1825,31.4825,34.2275,22.295,0
31436,5.1425,31.6425,34.2125,22.375,0
31437,5.1925,31.6875,33.9125,22.2725,0
31438,5.2575,31.8375,33.79,22.225,0
31439,5.25,32.0825,33.7475,22.2375,0
31440,5.345,32.25,33.34,22.14,0
31441,5.365,32.465,33.2375,22.0875,0
31442,5.445,32.5475,32.9525,21.9775,0
31443,5.5425,32.7475,32.98,22.005,0
31444,5.525,32.9025,32.89,21.79,0
31445,5.555,33.1025,32.7225,21.7125,0
31446,5.6125,33.385,32.2975,21.5975,0
31447,5.6575,33.67,32.1875,21.63,0
31448,5.605,33.975,31.91,21.63,0
31449,5.5875,34.2425,31.6975,21.5925,0
31450,5.6225,34.3775,31.4175,21.645,0
31451,5.66,34.5275,31.1875,21.6425,0
31452,5.7025,34.655,30.935,21.7825,0
31453,5.6925,34.9125,30.725,21.7275,0
31454,5.68,35.0775,30.525,21.735,0
31455,5.71,35.1975,30.23,21.835,0
31456,5.7025,35.365,30.09,21.8325,0
31457,5.7225,35.39,30.0475,21.9225,0
31458,5.705,35.65,29.8925,21.96,0
31459,5.74,35.9175,29.71,21.8675,0
31460,5.7375,35.93,29.5125,21.845,0
31461,5.765,36.1125,29.3525,21.91,0
31462,5.8175,36.32,29.08,21.9,0
31463,5.8875,36.49,28.9,21.945,0
31464,5.8675,36.5225,28.81,21.9775,0
31465,5.8525,36.425,28.67,22.02,0
31466,5.8925,36.5875,28.495,22.21,0
31467,5.92,36.73,28.345,22.2275,0
31468,5.8475,36.875,28.2375,22.2625,0
31469,5.8825,36.7975,28.0475,22.3025,0
31470,5.92,36.87,28.0125,22.42,0
31471,5.885,36.9225,27.8975,22.5425,0
31472,5.91,36.9,27.82,22.5475,0
31473,5.9375,36.8625,27.6525,22.5975,0
31474,5.9475,36.815,27.5275,22.645,0
31475,5.9425,36.8625,27.575,22.7725,0
31476,5.9725,36.8525,27.47,22.8175,0
31477,6.0025,36.89,27.3275,22.8775,0
31478,5.97,36.895,27.2975,23.065,0
31479,5.9525,36.82,27.1425,23.2025,0
31480,5.8975,36.69,27.0525,23.355,0
31481,5.895,36.6725,27.0475,23.59,0
31482,5.9075,36.615,26.9625,23.6375,0
31483,5.945,36.5275,26.87,23.6825,0
31484,5.975,36.3925,26.815,23.7825,0
31485,6.06,36.4,26.7375,23.9775,0
31486,6.0225,36.3475,26.57,24.03,0
31487,6.0175,36.2425,26.5675,24.13,0
31488,6.095,36.185,26.6,24.21,0
31489,6.09,36.09,26.4725,24.3275,0
31490,6.135,35.98,26.57,24.3075,0
31491,6.1325,35.895,26.57,24.4675,0
31492,6.155,35.8575,26.3825,24.5475,0
31493,6.1875,35.645,26.385,24.59,0
31494,6.25,35.5625,26.425,24.6975,0
31495,6.25,35.4525,26.43,24.835,0
31496,6.3025,35.3675,26.4575,24.9875,0
31497,6.2375,35.165,26.425,25.14,0
31498,6.29,34.9825,26.4325,25.0975,0
31499,6.355,34.86,26.4675,25.3325,0
31500,6.395,34.845,26.45,25.3,0
31501,6.455,34.6225,26.425,25.4175,0
31502,6.505,34.54,26.4725,25.53,0
31503,6.51,34.1875,26.59,25.74,0
31504,6.565,34.1325,26.6375,25.9,0
31505,6.605,34.0425,26.665,25.9,0
31506,6.725,33.85,26.6675,25.9175,0
31507,6.7725,33.63,26.61,26.0075,0
31508,6.785,33.3925,26.6675,26.1325,0
31509,6.835,33.3125,26.7275,26.315,0
31510,6.775,33.045,26.7425,26.365,0
31511,6.8275,32.94,26.7175,26.4975,0
31512,6.8475,32.7925,26.8075,26.44,0
31513,6.945,32.575,26.86,26.61,0
31514,6.955,32.525,26.9575,26.605,0
31515,6.9075,32.46,26.925,26.7275,0
31516,6.9475,32.2725,27.0125,26.86,0
31517,6.9425,32.05,26.9175,26.8725,0
31518,7.015,31.9825,27.0275,26.9975,0
31519,7.0225,31.965,27.0225,27.06,0
31520,7.0175,31.6225,27.1525,26.9375,0
31521,6.9925,31.7,27.1725,26.855,0
31522,6.9975,31.595,27.2025,27.0475,0
31523,7.0525,31.5625,27.2875,27.165,0
31524,7.0725,31.415,27.2125,27.045,0
31525,7.12,31.365,27.22,27.1175,0
31526,7.1,31.2025,27.33,27.0825,0
31527,7.175,31.2075,27.3725,27.1275,0
31528,7.1975,31.08,27.44,27.2,0
31529,7.2475,30.8625,27.475,27.315,0
31530,7.195,30.7775,27.5775,27.3425,0
31531,7.27,30.4825,27.6275,27.4425,0
31532,7.24,30.38,27.65,27.5775,0
31533,7.3025,30.365,27.905,27.49,0
31534,7.305,30.2575,27.9275,27.515,0
31535,7.31,29.98,28.11,27.5325,0
31536,7.3275,29.7475,28.2925,27.5275,0
31537,7.3075,29.605,28.3525,27.31,0
31538,7.3075,29.395,28.505,27.4375,0
31539,7.36,29.2475,28.605,27.63,0
31540,7.415,29.1025,28.5125,27.6875,0
31541,7.415,29.045,28.56,27.7475,0
31542,7.4675,28.985,28.5775,27.79,0
31543,7.495,28.67,28.6575,27.835,0
31544,7.5475,28.6675,28.88,27.8625,0
31545,7.5075,28.67,28.96,27.82,0
31546,7.4925,28.405,29.08,27.8775,0
31547,7.475,28.3775,29.0625,27.8675,0
31548,7.49,28.44,29.215,27.8025,0
31549,7.445,28.2725,29.3,27.7325,0
31550,7.455,28.1675,29.5075,27.71,0
31551,7.4475,28.1275,29.655,27.6425,0
31552,7.475,28.0425,29.8325,27.685,0
31553,7.4125,27.8475,29.91,27.645,0
31554,7.3625,27.8,30.0325,27.6625,0
31555,7.3625,27.82,30.13,27.6925,0
31556,7.3425,27.7525,30.16,27.65,0
31557,7.395,27.7125,30.36,27.5325,0
31558,7.39,27.7425,30.33,27.4275,0
31559,7.32,27.8125,30.3225,27.28,0
31560,7.2225,27.8225,30.61,27.265,0
31561,7.1975,27.7525,30.8125,27.2525,0
31562,7.125,27.735,30.8375,27.2325,0
31563,7.1225,27.6325,30.915,27.0325,0
31564,7.0125,27.86,30.99,26.9825,0
31565,7.015,27.875,31.1425,26.9875,0
31566,6.975,27.8225,31.3075,26.905,0
31567,6.9375,27.8,31.3625,26.88,0
31568,6.91,27.755,31.44,26.76,0
31569,6.8525,27.85,31.56,26.59,0
31570,6.8125,27.88,31.56,26.4525,0
31571,6.7975,27.9575,31.7125,26.4775,0
31572,6.7625,27.9025,31.82,26.42,0
31573,6.7875,27.9575,31.855,26.37,0
31574,6.7975,28.01,31.9725,26.23,0
31575,6.745,28.125,32.1025,26.17,0
31576,6.665,28.12,32.11,26.14,0
31577,6.6875,28.225,32.18,26.0825,0
31578,6.705,28.1325,32.2,26.0125,0
31579,6.6675,28.245,32.2725,25.9325,0
31580,6.665,28.32,32.4825,25.81,0
31581,6.6025,28.3725,32.3925,25.6275,0
31582,6.5675,28.445,32.4775,25.585,0
31583,6.5,28.56,32.4125,25.61,0
31584,6.4975,28.4975,32.395,25.4825,0
31585,6.48,28.5375,32.57,25.36,0
31586,6.4925,28.495,32.7125,25.4075,0
31587,6.4875,28.5575,32.6625,25.3375,0
31588,6.475,28.6475,32.6925,25.1775,0
31589,6.4025,28.545,32.71,25.1425,0
31590,6.365,28.65,32.8025,25.0425,0
31591,6.33,28.5875,32.895,25.0475,0
31592,6.245,28.625,33.0775,25.005,0
31593,6.2075,28.6675,32.97,24.9275,0
31594,6.205,28.8375,33.04,24.82,0
31595,6.27,28.885,33.245,24.75,0
31596,6.2475,28.86,33.12,24.6375,0
31597,6.235,28.9775,33.165,24.5975,0
31598,6.2225,29.045,33.1925,24.51,0
31599,6.24,29.1625,33.1375,24.41,0
31600,6.2225,29.1575,33.1775,24.4425,0
31601,6.225,29.22,33.085,24.465,0
31602,6.24,29.25,33.085,24.3075,0
31603,6.2725,29.255,33.1,24.2375,0
31604,6.3125,29.3475,32.98,24.215,0
31605,6.2825,29.4575,33.015,24.085,0
31606,6.265,29.425,32.9825,24.0825,0
31607,6.275,29.5875,33,24.085,0
31608,6.2575,29.595,33.025,23.8875,0
31609,6.18,29.795,33.11,23.835,0
31610,6.1675,29.925,32.9325,23.64,0
31611,6.18,30.2275,32.9275,23.545,0
31612,6.245,30.29,32.915,23.64,0
31613,6.2325,30.325,32.865,23.47,0
31614,6.2275,30.255,32.775,23.445,0
31615,6.23,30.3875,32.7625,23.385,0
31616,6.27,30.475,32.7475,23.2325,0
31617,6.3,30.73,32.615,23.1175,0
31618,6.3425,30.8575,32.685,23.085,0
31619,6.2925,30.8725,32.6775,22.9725,0
31620,6.3075,30.9575,32.555,22.91,0
31621,6.385,31.045,32.6625,22.78,0
31622,6.42,31.2375,32.5625,22.815,0
31623,6.375,31.3125,32.5,22.7675,0
31624,6.415,31.295,32.385,22.6475,0
