mcs,s1,s2,s3,s4,s5
53528,3.9875,31.4025,29.725,27.8275,0
53529,4.075,31.3875,29.78,27.94,0
53530,4.0375,31.26,29.6825,27.7975,0
53531,4.055,31.3825,29.655,27.8875,0
53532,4.0525,31.515,29.6875,27.71,0
53533,4.08,31.425,29.84,27.755,0
53534,4.09,31.4175,29.825,27.6425,0
53535,4.065,31.3325,29.94,27.6875,0
53536,4.08,31.195,29.9625,27.5875,0
53537,4.1025,31.2625,30.0975,27.615,0
53538,4.115,31.2975,30.105,27.51,0
53539,4.095,31.115,30.125,27.5,0
53540,4.1275,31.0625,30.2125,27.5675,0
53541,4.1025,30.89,30.22,27.575,0
53542,4.085,30.85,30.27,27.5825,0
53543,4.05,30.925,30.495,27.5675,0
53544,4.045,30.935,30.3575,27.4425,0
53545,4.0225,30.795,30.5275,27.375,0
53546,4.0525,31.025,30.42,27.445,0
53547,4.0025,30.9225,30.4975,27.2525,0
53548,3.9825,30.95,30.5725,27.34,0
53549,3.985,30.8775,30.735,27.2925,0
53550,3.9425,30.8725,30.705,27.3475,0
53551,3.9425,30.83,30.66,27.2025,0
53552,3.9675,30.8275,30.8025,27.2825,0
53553,3.9575,30.7275,30.8425,27.0475,0
53554,3.93,30.625,30.9625,27.1425,0
53555,3.93,30.555,30.9475,27.2025,0
53556,3.8925,30.485,31.1125,27.23,0
53557,3.8525,30.5525,31.07,27.24,0
53558,3.7975,30.55,31.0825,27.125,0
53559,3.82,30.7025,31.28,27.12,0
53560,3.81,30.6475,31.14,27.09,0
53561,3.7775,30.59,31.1825,27.0225,0
53562,3.7775,30.6975,31.445,27.045,0
53563,3.79,30.6375,31.3675,26.8875,0
53564,3.7675,30.755,31.4425,26.875,0
53565,3.77,30.7875,31.4225,26.81,0
53566,3.745,30.9075,31.35,26.79,0
53567,3.715,30.9275,31.305,26.7525,0
53568,3.705,30.915,31.4275,26.8675,0
53569,3.6375,30.9275,31.425,26.8925,0
53570,3.6325,30.88,31.4675,26.8425,0
53571,3.595,31.055,31.4975,26.7075,0
53572,3.5475,31.1825,31.51,26.7875,0
53573,3.4575,31.1225,31.41,26.7275,0
53574,3.4625,31.2,31.58,26.67,0
53575,3.43,31.2425,31.65,26.5875,0
53576,3.365,31.125,31.6025,26.5475,0
53577,3.3725,31.3675,31.87,26.4775,0
53578,3.3325,31.275,31.81,26.3675,0
53579,3.3325,31.365,31.8,26.4175,0
53580,3.335,31.2925,31.81,26.5125,0
53581,3.325,31.445,31.765,26.4725,0
53582,3.36,31.455,31.83,26.46,0
53583,3.2975,31.555,31.74,26.4225,0
53584,3.285,31.6,31.5675,26.5,0
53585,3.27,31.6025,31.5525,26.3875,0
53586,3.32,31.685,31.61,26.4575,0
53587,3.2775,31.6125,31.385,26.405,0
53588,3.27,31.8175,31.4125,26.3475,0
53589,3.2825,31.775,31.505,26.51,0
53590,3.2875,31.95,31.4025,26.38,0
53591,3.31,31.96,31.325,26.3825,0
53592,3.3075,32.0525,31.2275,26.2275,0
53593,3.315,32.1325,31.1325,26.2075,0
53594,3.345,32.2925,31.2,26.2125,0
53595,3.34,32.25,31.235,26.125,0
53596,3.34,32.22,31.3075,26.1575,0
53597,3.37,32.2375,31.35,26.1275,0
53598,3.3675,32.46,31.1375,26.085,0
53599,3.4,32.505,31.085,25.89,0
53600,3.405,32.595,31.06,25.895,0
53601,3.4525,32.61,30.9075,25.7675,0
53602,3.4875,32.6775,30.945,25.59,0
53603,3.5275,32.8675,31.0225,25.62,0
53604,3.485,32.925,31.025,25.51,0
53605,3.52,32.9575,30.975,25.46,0
53606,3.495,33.0775,31.1175,25.55,0
53607,3.525,32.96,31.0025,25.4425,0
53608,3.5625,33.2075,31.035,25.505,0
53609,3.595,33.1325,30.865,25.315,0
53610,3.5975,33.2525,30.8325,25.4,0
53611,3.6025,33.3375,30.7425,25.3275,0
53612,3.6625,33.3875,30.7975,25.345,0
53613,3.6525,33.3175,30.595,25.155,0
53614,3.675,33.4575,30.455,25.09,0
53615,3.7025,33.4725,30.3325,25.2375,0
53616,3.6825,33.5325,30.4125,25.0075,0
53617,3.7025,33.655,30.4475,24.985,0
53618,3.755,33.66,30.4725,24.9,0
53619,3.73,33.68,30.4225,24.88,0
53620,3.735,33.8175,30.4675,24.765,0
53621,3.76,33.95,30.5325,24.8375,0
53622,3.795,33.9875,30.4325,24.845,0
53623,3.805,33.925,30.425,24.6675,0
53624,3.84,33.98,30.435,24.6475,0
53625,3.8375,34.0325,30.4125,24.63,0
53626,3.865,34.1275,30.36,24.6625,0
53627,3.8575,34.0825,30.335,24.6475,0
53628,3.8575,34.18,30.295,24.6375,0
53629,3.9,34.1725,30.2075,24.6125,0
53630,3.88,34.205,30.205,24.7,0
53631,3.8825,34.16,30.125,24.5925,0
53632,3.8925,34.14,30.01,24.6525,0
53633,3.8775,34.335,29.9625,24.7275,0
53634,3.91,34.31,30.125,24.755,0
53635,3.91,34.195,30.075,24.7475,0
53636,3.97,34.21,30.07,24.7575,0
53637,3.9675,34.1675,30.0675,24.8025,0
53638,3.9575,34.195,30.02,24.92,0
53639,3.985,34.1175,29.9525,25.0475,0
53640,4.0025,34.15,29.8175,25.01,0
53641,3.995,34.0225,29.7825,25.0275,0
53642,4.035,34.11,29.795,25.04,0
53643,4.065,34.0025,29.7775,25.0325,0
53644,4.07,33.835,29.8925,25.1125,0
53645,4.1025,33.9225,29.905,25.2525,0
53646,4.1325,33.65,29.9725,25.265,0
53647,4.11,33.575,29.9275,25.28,0
53648,4.1425,33.615,29.995,25.2525,0
53649,4.155,33.6625,30.1925,25.18,0
53650,4.135,33.475,30.2475,25.395,0
53651,4.1725,33.4775,30.16,25.2675,0
53652,4.1625,33.3675,30.2175,25.225,0
53653,4.1625,33.4125,30.265,25.2625,0
53654,4.1575,33.365,30.35,25.275,0
53655,4.1825,33.21,30.425,25.215,0
53656,4.165,33.27,30.3925,25.2525,0
53657,4.1275,33.155,30.4275,25.155,0
53658,4.1425,33.155,30.5525,25.125,0
53659,4.1325,33.22,30.5875,25.2,0
53660,4.16,33.0825,30.835,25.2625,0
53661,4.1775,32.95,30.79,25.27,0
53662,4.16,33.0425,30.835,25.2075,0
53663,4.1625,32.95,30.9825,25.3425,0
53664,4.1825,32.85,30.97,25.255,0
53665,4.2,32.7475,30.985,25.3125,0
53666,4.2275,32.63,31.1475,25.3225,0
53667,4.1975,32.4875,31.05,25.2875,0
53668,4.1775,32.52,31.155,25.485,0
53669,4.125,32.385,30.985,25.475,0
53670,4.135,32.2825,31.0025,25.4625,0
53671,4.1225,32.345,31.065,25.6525,0
53672,4.1175,32.3525,31.05,25.635,0
53673,4.1275,32.255,31.1575,25.695,0
53674,4.065,32.09,31.24,25.7525,0
53675,4.07,32.105,31.09,25.8675,0
53676,4.1475,32.02,31.0275,25.9275,0
53677,4.125,32.065,30.93,26.0325,0
53678,4.1425,31.9475,30.9675,26.185,0
53679,4.1225,31.9775,30.865,26.39,0
53680,4.1225,31.91,30.8475,26.34,0
53681,4.0725,31.88,30.765,26.465,0
53682,4.1025,31.915,30.83,26.445,0
53683,4.0975,31.8525,30.6925,26.4975,0
53684,4.06,31.755,30.72,26.5025,0
53685,4.0775,31.765,30.7475,26.6275,0
53686,4.045,31.7075,30.74,26.6325,0
53687,4.0125,31.6525,30.73,26.7825,0
53688,4.0425,31.585,30.6975,26.94,0
53689,4.0325,31.4925,30.675,26.85,0
53690,3.995,31.4075,30.655,26.9125,0
53691,4.025,31.49,30.5175,26.9625,0
53692,3.9975,31.4325,30.6925,27.075,0
53693,4.0175,31.4575,30.5175,27.11,0
53694,4.0025,31.325,30.5375,27.2325,0
53695,4.0075,31.235,30.6175,27.2125,0
53696,3.995,31.19,30.515,27.36,0
53697,4.0025,31.16,30.525,27.435,0
53698,4,31.01,30.4875,27.5675,0
53699,3.995,30.9625,30.49,27.6475,0
53700,4.035,30.8975,30.6075,27.735,0
53701,3.965,30.9025,30.5175,27.8525,0
53702,3.9575,30.845,30.515,27.91,0
53703,3.9275,30.8875,30.595,27.915,0
53704,3.8825,30.695,30.5725,28.045,0
53705,3.84,30.6625,30.5625,28.0775,0
53706,3.8175,30.6075,30.3725,28.155,0
53707,3.8125,30.71,30.42,28.17,0
53708,3.75,30.7325,30.375,28.1825,0
53709,3.7625,30.7575,30.315,28.2575,0
53710,3.715,30.7975,30.1875,28.31,0
53711,3.64,30.82,30.275,28.43,0
53712,3.6125,30.8525,30.1525,28.34,0
53713,3.59,30.99,30.2025,28.3275,0
53714,3.57,30.97,30.2625,28.39,0
53715,3.5775,30.9925,30.1875,28.415,0
53716,3.5625,30.9875,30.2125,28.4475,0
53717,3.5375,31.035,30.1425,28.37,0
53718,3.515,31.12,30.3075,28.38,0
53719,3.445,31.1225,30.3625,28.35,0
53720,3.41,31.0575,30.285,28.18,0
53721,3.39,31.02,30.33,28.2325,0
53722,3.3475,31.1575,30.3075,28.31,0
53723,3.3825,31.26,30.31,28.245,0
53724,3.3475,31.4375,30.405,28.005,0
53725,3.2975,31.4275,30.49,27.94,0
53726,3.3125,31.3925,30.615,27.995,0
53727,3.295,31.27,30.6025,27.9875,0
53728,3.2975,31.375,30.715,27.9275,0
53729,3.2275,31.4625,30.7025,27.8175,0
53730,3.215,31.465,30.7075,27.865,0
53731,3.2175,31.5075,30.755,27.6925,0
53732,3.1825,31.625,30.825,27.3925,0
53733,3.1725,31.6075,30.925,27.4125,0
53734,3.15,31.6175,30.9325,27.2525,0
53735,3.1075,31.62,31.11,27.2225,0
53736,3.075,31.6575,31.2225,27.265,0
53737,3.0325,31.77,31.345,27.17,0
53738,2.9875,31.7275,31.365,27.13,0
53739,3.0075,31.7675,31.3725,27.02,0
53740,2.98,31.91,31.3875,27.0125,0
53741,2.965,31.9525,31.4775,26.9375,0
53742,2.97,31.97,31.425,26.735,0
53743,2.925,31.94,31.505,26.635,0
53744,2.9,31.915,31.5975,26.6225,0
53745,2.91,32.0775,31.6725,26.5075,0
53746,2.9025,31.96,31.62,26.54,0
53747,2.8375,31.9125,31.7275,26.68,0
53748,2.8025,31.8875,31.5225,26.5875,0
53749,2.8025,31.895,31.5925,26.685,0
53750,2.7125,31.8725,31.7925,26.71,0
53751,2.7075,31.7575,31.9,26.6325,0
53752,2.69,31.7825,31.93,26.7225,0
53753,2.6925,31.69,32.0425,26.5975,0
53754,2.66,31.655,32.055,26.6775,0
53755,2.6475,31.7175,32.035,26.6575,0
53756,2.6225,31.65,32.0775,26.5925,0
53757,2.6,31.705,32.2675,26.6525,0
53758,2.5325,31.6775,32.32,26.7475,0
53759,2.535,31.57,32.2625,26.785,0
53760,2.5525,31.435,32.34,26.8275,0
53761,2.5075,31.3975,32.3625,26.915,0
53762,2.5325,31.395,32.405,26.885,0
53763,2.555,31.4325,32.395,26.785,0
53764,2.5275,31.3675,32.485,26.7825,0
53765,2.55,31.375,32.5475,26.77,0
53766,2.55,31.32,32.625,26.6975,0
53767,2.5825,31.315,32.5975,26.71,0
53768,2.565,31.305,32.4975,26.67,0
53769,2.5675,31.465,32.6475,26.5875,0
53770,2.6,31.5425,32.575,26.3825,0
53771,2.62,31.6125,32.6425,26.4275,0
53772,2.6525,31.685,32.6725,26.4225,0
53773,2.6575,31.64,32.58,26.33,0
53774,2.6825,31.6475,32.6425,26.3325,0
53775,2.69,31.795,32.735,26.3175,0
53776,2.655,31.85,32.5775,26.275,0
53777,2.7125,31.8725,32.495,26.1125,0
53778,2.695,31.905,32.5525,26.11,0
53779,2.7275,31.995,32.4425,26.235,0
53780,2.745,32.0775,32.32,26.3025,0
53781,2.7825,32.1125,32.285,26.2925,0
53782,2.805,32.06,32.24,26.155,0
53783,2.845,32.1625,32.165,26.1175,0
53784,2.8475,32.36,32.1275,26.0875,0
53785,2.875,32.4525,32.0875,26.025,0
53786,2.87,32.48,32.0425,25.8325,0
53787,2.8925,32.6575,32.04,25.8175,0
53788,2.965,32.8,31.9025,25.7475,0
53789,2.9525,32.98,31.8525,25.7425,0
53790,2.955,32.93,31.9,25.6625,0
53791,2.985,33.0575,31.78,25.5375,0
53792,3.01,33.1325,31.615,25.605,0
53793,2.9875,33.4225,31.66,25.56,0
53794,3.05,33.4525,31.5375,25.49,0
53795,3.0475,33.545,31.35,25.4475,0
53796,3.0725,33.565,31.3725,25.4425,0
53797,3.0525,33.5675,31.31,25.4,0
53798,3.0925,33.53,31.15,25.4425,0
53799,3.1275,33.6475,31.1025,25.3525,0
53800,3.1575,33.6475,31.135,25.515,0
53801,3.175,33.665,31.06,25.46,0
53802,3.205,33.7575,31.105,25.405,0
53803,3.195,33.6925,31.14,25.5275,0
53804,3.2125,33.665,31.015,25.5825,0
53805,3.2025,33.6525,31.095,25.535,0
53806,3.215,33.7125,31.0275,25.5875,0
53807,3.1775,33.6425,31.0675,25.59,0
53808,3.2225,33.6575,31.1275,25.6,0
53809,3.255,33.5825,31.065,25.5125,0
53810,3.2575,33.7275,31.17,25.5675,0
53811,3.2725,33.7525,31.0925,25.545,0
53812,3.29,33.6975,30.985,25.5475,0
53813,3.3025,33.7425,31.03,25.485,0
53814,3.3375,33.6875,31.01,25.4775,0
53815,3.3475,33.8,30.9325,25.5475,0
53816,3.3675,33.8175,30.8075,25.525,0
53817,3.37,33.8175,30.7825,25.5875,0
53818,3.405,33.7725,30.6775,25.6175,0
53819,3.4525,33.8125,30.6075,25.665,0
53820,3.4025,33.825,30.605,25.6125,0
53821,3.445,33.91,30.5475,25.7275,0
53822,3.4625,33.9575,30.4875,25.78,0
53823,3.47,33.9825,30.51,25.795,0
53824,3.4875,33.7725,30.355,25.7625,0
53825,3.51,33.8475,30.4475,25.8175,0
53826,3.53,33.7875,30.4325,25.89,0
53827,3.555,33.7925,30.3575,25.835,0
53828,3.56,33.7975,30.1725,25.8075,0
53829,3.595,33.9,30.2325,25.9375,0
53830,3.63,33.9575,30.3025,25.8775,0
53831,3.635,33.8475,30.1975,25.79,0
53832,3.67,34.04,30.17,25.8775,0
53833,3.7,33.8675,30.15,26,0
53834,3.7325,33.905,30.1925,26.085,0
53835,3.705,33.945,29.985,26.115,0
53836,3.7325,33.78,29.9975,26.2,0
53837,3.765,33.775,29.9875,26.18,0
53838,3.7475,33.5825,29.96,26.2825,0
53839,3.785,33.5725,29.97,26.3075,0
53840,3.8325,33.6425,29.85,26.4275,0
53841,3.8525,33.595,29.7875,26.425,0
53842,3.8675,33.4875,29.5925,26.54,0
53843,3.8975,33.5675,29.4925,26.665,0
53844,3.9475,33.4575,29.3275,26.755,0
53845,4.01,33.64,29.23,26.8375,0
53846,4.04,33.4275,29.1175,26.9175,0
53847,4.0575,33.3425,28.9775,27.0475,0
53848,4.105,33.3025,28.8725,27.23,0
53849,4.1325,33.34,28.7675,27.2425,0
53850,4.1575,33.145,28.74,27.3775,0
53851,4.15,33.17,28.79,27.35,0
53852,4.18,33.1225,28.7275,27.4025,0
53853,4.23,33.015,28.695,27.515,0
53854,4.2225,32.9525,28.505,27.6425,0
53855,4.305,32.935,28.51,27.67,0
53856,4.325,32.79,28.5575,27.7575,0
53857,4.3175,32.79,28.4825,27.9425,0
53858,4.32,32.7675,28.415,28.0525,0
53859,4.3425,32.7525,28.2625,28.095,0
53860,4.365,32.6075,28.23,28.06,0
53861,4.3725,32.575,28.1975,28.0075,0
53862,4.4175,32.56,28.15,28.24,0
53863,4.505,32.46,28.1375,28.3625,0
53864,4.55,32.375,28.13,28.405,0
53865,4.575,32.3425,28.0075,28.3775,0
53866,4.5675,32.3175,28.0125,28.53,0
53867,4.575,32.39,27.8875,28.775,0
53868,4.5825,32.245,27.8425,28.71,0
53869,4.59,32.28,27.75,28.8275,0
53870,4.605,32.165,27.7925,29.0275,0
53871,4.6225,32.1,27.77,29.04,0
53872,4.64,31.99,27.765,29.09,0
53873,4.6875,31.815,27.83,29.205,0
53874,4.685,31.7475,27.725,29.1925,0
53875,4.665,31.7225,27.6675,29.43,0
53876,4.705,31.6425,27.73,29.3725,0
53877,4.715,31.625,27.685,29.335,0
53878,4.745,31.515,27.8,29.345,0
53879,4.7325,31.46,27.8025,29.505,0
53880,4.7325,31.3375,27.7425,29.49,0
53881,4.725,31.2125,27.74,29.5475,0
53882,4.7525,31.285,27.635,29.6375,0
53883,4.73,31.44,27.5875,29.665,0
53884,4.7325,31.34,27.635,29.64,0
53885,4.725,31.385,27.7975,29.61,0
53886,4.7525,31.375,27.6275,29.66,0
53887,4.695,31.4625,27.5825,29.605,0
53888,4.6775,31.315,27.5325,29.6025,0
53889,4.615,31.3,27.585,29.6325,0
53890,4.63,31.2075,27.7475,29.555,0
53891,4.6,31.1375,27.79,29.645,0
53892,4.58,31.1025,27.8875,29.73,0
53893,4.6075,31.04,27.9375,29.7175,0
53894,4.5675,31.1975,27.9125,29.5075,0
53895,4.58,31.2,27.985,29.58,0
53896,4.475,31.1175,28.09,29.6175,0
53897,4.4725,31.0175,28.1325,29.635,0
53898,4.43,30.8775,28.3225,29.5,0
53899,4.4125,30.9525,28.2775,29.615,0
53900,4.3925,30.9425,28.385,29.6025,0
53901,4.3675,30.81,28.4475,29.735,0
53902,4.315,30.77,28.525,29.76,0
53903,4.325,30.5525,28.63,29.79,0
53904,4.2425,30.615,28.6475,29.8375,0
53905,4.18,30.485,28.705,29.8775,0
53906,4.16,30.47,28.805,29.97,0
53907,4.145,30.535,28.7375,29.9675,0
53908,4.1025,30.5625,28.9525,29.8825,0
53909,4.0825,30.38,28.925,29.845,0
53910,4.045,30.32,28.8825,29.76,0
53911,3.9975,30.495,29.08,29.945,0
53912,3.9525,30.475,29.0425,29.7825,0
53913,3.9375,30.685,29.1175,29.7125,0
53914,3.8625,30.5325,29.21,29.585,0
53915,3.8625,30.56,29.3025,29.56,0
53916,3.82,30.5575,29.4125,29.475,0
53917,3.8075,30.5,29.5125,29.66,0
53918,3.7575,30.3925,29.4825,29.7625,0
53919,3.78,30.3575,29.315,29.8075,0
53920,3.7525,30.305,29.2925,29.89,0
53921,3.7275,30.4725,29.3825,29.9025,0
53922,3.71,30.385,29.3975,29.8075,0
53923,3.705,30.44,29.48,29.8975,0
53924,3.6925,30.4225,29.47,29.845,0
53925,3.685,30.4575,29.4175,29.76,0
53926,3.6275,30.4625,29.5475,29.73,0
53927,3.6375,30.4725,29.425,29.65,0
53928,3.6225,30.5,29.34,29.6,0
53929,3.625,30.54,29.3825,29.7075,0
53930,3.6175,30.495,29.4625,29.675,0
53931,3.5475,30.605,29.575,29.6325,0
53932,3.5425,30.7075,29.65,29.58,0
53933,3.5475,30.6425,29.5475,29.5375,0
53934,3.49,30.6525,29.57,29.5325,0
53935,3.475,30.7425,29.6375,29.515,0
53936,3.4425,30.8125,29.6575,29.5025,0
53937,3.375,30.9025,29.545,29.445,0
53938,3.385,30.995,29.4775,29.3075,0
53939,3.3575,31.08,29.48,29.27,0
53940,3.335,31.205,29.39,29.3075,0
53941,3.28,31.13,29.38,29.2475,0
53942,3.315,31.2625,29.3025,29.32,0
53943,3.3325,31.3975,29.255,29.2825,0
53944,3.3225,31.49,29.145,29.225,0
53945,3.3,31.7975,29.0225,29.135,0
53946,3.29,32.01,28.8625,29.0725,0
53947,3.32,32.19,28.7525,28.9275,0
53948,3.3,32.245,28.65,28.9375,0
53949,3.29,32.355,28.4875,28.8425,0
53950,3.28,32.4975,28.3075,29.01,0
53951,3.2575,32.62,28.345,28.85,0
53952,3.26,32.705,28.26,28.74,0
53953,3.2475,32.8175,28.16,28.775,0
53954,3.2325,32.975,28.185,28.725,0
53955,3.2525,33.095,28.175,28.7525,0
53956,3.2425,33.0675,28.075,28.6725,0
53957,3.2375,33.1,28.05,28.6275,0
53958,3.2325,33.2325,27.94,28.695,0
53959,3.235,33.2625,27.8375,28.7875,0
53960,3.2425,33.32,27.835,28.7,0
53961,3.255,33.405,27.9275,28.6075,0
53962,3.285,33.41,27.7625,28.61,0
53963,3.3075,33.4025,27.79,28.66,0
53964,3.2975,33.425,27.68,28.68,0
53965,3.345,33.6,27.69,28.69,0
53966,3.3175,33.5475,27.71,28.615,0
53967,3.32,33.525,27.6275,28.625,0
53968,3.3525,33.4975,27.5675,28.705,0
53969,3.385,33.5725,27.6425,28.6775,0
53970,3.39,33.5725,27.505,28.7875,0
53971,3.36,33.4325,27.44,28.77,0
53972,3.355,33.465,27.41,28.8775,0
53973,3.3625,33.5125,27.41,28.82,0
53974,3.36,33.595,27.335,28.8425,0
53975,3.34,33.525,27.4475,28.79,0
53976,3.3525,33.575,27.3275,28.835,0
53977,3.345,33.565,27.27,28.8575,0
53978,3.3225,33.67,27.2125,28.8775,0
53979,3.305,33.6475,27.2425,28.84,0
53980,3.3275,33.54,27.185,28.855,0
53981,3.3025,33.4775,27.185,29.02,0
53982,3.3275,33.47,27.1925,29.025,0
53983,3.345,33.53,27.2975,29.0275,0
53984,3.33,33.3375,27.3525,29.055,0
53985,3.3225,33.205,27.435,29.0825,0
53986,3.3375,33.2525,27.37,29.15,0
53987,3.305,33.08,27.5625,29.125,0
53988,3.2775,33.0075,27.5075,29.1025,0
53989,3.315,33.02,27.6775,29.205,0
53990,3.335,32.93,27.66,29.3775,0
53991,3.35,32.8425,27.6375,29.2375,0
53992,3.36,32.8275,27.7675,29.2075,0
53993,3.37,32.75,27.795,29.2925,0
53994,3.355,32.5525,27.87,29.4125,0
53995,3.375,32.49,28.0275,29.4125,0
53996,3.4275,32.4125,27.97,29.5275,0
53997,3.3975,32.3175,27.9175,29.5375,0
53998,3.3775,32.275,28.1575,29.545,0
53999,3.37,32.16,28.145,29.6425,0
54000,3.37,32.0625,28.2125,29.615,0
54001,3.3625,32.075,28.2275,29.5725,0
54002,3.36,31.985,28.2075,29.5475,0
54003,3.405,31.8875,28.5125,29.44,0
54004,3.42,31.83,28.5175,29.4725,0
54005,3.4475,31.7375,28.5925,29.4075,0
54006,3.4575,31.7475,28.575,29.515,0
54007,3.4275,31.5875,28.67,29.4175,0
54008,3.445,31.62,28.6925,29.34,0
54009,3.4925,31.58,28.6775,29.32,0
54010,3.53,31.6175,28.6175,29.2775,0
54011,3.55,31.5325,28.7125,29.35,0
54012,3.5675,31.48,28.76,29.25,0
54013,3.5775,31.5475,28.855,29.2725,0
54014,3.545,31.475,28.94,29.155,0
54015,3.5775,31.405,28.8725,29.175,0
54016,3.56,31.4575,28.8625,29.1425,0
54017,3.6025,31.47,28.955,29.255,0
54018,3.585,31.325,29.055,29.26,0
54019,3.5775,31.3075,29.205,29.1825,0
54020,3.5725,31.295,29.0925,29.1125,0
54021,3.5925,31.2075,29.1575,29.2525,0
54022,3.6225,31.255,29.23,29.11,0
54023,3.67,31.13,29.275,29.1,0
54024,3.6575,31.1125,29.4075,29.1725,0
54025,3.6975,31.14,29.4275,29.1475,0
54026,3.685,31.0025,29.4175,29.115,0
54027,3.735,30.95,29.4975,29.11,0
54028,3.7475,30.85,29.5275,29.09,0
54029,3.7725,30.7075,29.5325,29.025,0
54030,3.7525,30.6125,29.5725,29.0325,0
54031,3.77,30.49,29.5775,29.165,0
54032,3.775,30.435,29.57,29.2025,0
54033,3.79,30.4275,29.705,29.2525,0
54034,3.7275,30.2975,29.61,29.12,0
54035,3.7925,30.255,29.8825,29.1925,0
54036,3.7875,30.25,29.9975,29.18,0
54037,3.82,30.22,29.985,29.025,0
54038,3.8225,30.325,30.1325,28.9275,0
54039,3.8125,30.38,30.125,28.92,0
54040,3.8725,30.3475,30.085,28.7275,0
54041,3.8475,30.505,30.125,28.8,0
54042,3.8325,30.5575,30.0175,28.7375,0
54043,3.855,30.4425,30.195,28.6975,0
54044,3.89,30.2425,30.07,28.7575,0
54045,3.885,30.4675,30.2125,28.765,0
54046,3.8775,30.39,30.11,28.7875,0
54047,3.8875,30.3725,30.18,28.7175,0
54048,3.875,30.12,30.2775,28.805,0
54049,3.88,30.0925,30.3575,28.75,0
54050,3.89,30.1175,30.3725,28.67,0
54051,3.875,29.9925,30.495,28.72,0
54052,3.895,29.91,30.53,28.645,0
54053,3.9375,29.885,30.7575,28.625,0
54054,3.9075,29.89,30.7175,28.605,0
54055,3.9475,30.005,30.6975,28.57,0
54056,3.925,30.0275,30.5875,28.485,0
54057,3.9275,29.9625,30.705,28.64,0
54058,3.9375,29.885,30.6025,28.5525,0
54059,3.955,29.945,30.6625,28.5575,0
54060,3.96,29.8625,30.84,28.555,0
54061,3.9225,29.9825,30.9375,28.515,0
54062,3.8925,29.94,30.87,28.395,0
54063,3.8925,29.96,31.0725,28.36,0
54064,3.85,29.9125,31.1025,28.285,0
54065,3.85,30.005,31.205,28.265,0
54066,3.795,29.8375,31.3825,28.1275,0
54067,3.785,29.78,31.495,28.0875,0
54068,3.84,29.765,31.55,27.9775,0
54069,3.81,29.8425,31.6225,28.0725,0
54070,3.8025,29.71,31.59,27.9875,0
54071,3.7625,29.66,31.7025,28.025,0
54072,3.7475,29.7575,31.775,27.9525,0
54073,3.72,29.775,31.71,27.9,0
54074,3.69,29.88,31.7125,27.83,0
54075,3.6675,29.93,31.975,27.8475,0
54076,3.595,29.865,31.9775,27.8975,0
54077,3.62,29.795,31.9325,27.7975,0
54078,3.6475,29.82,31.8575,27.68,0
54079,3.6575,29.8125,31.8475,27.56,0
54080,3.7025,29.8975,31.94,27.49,0
54081,3.6675,30.0225,32.015,27.4525,0
54082,3.6175,30.0475,32.035,27.4225,0
54083,3.605,30.03,32.055,27.2975,0
54084,3.5575,30.1,32.29,27.165,0
54085,3.5475,30.1425,32.26,27.2,0
54086,3.5725,30.27,32.3925,27.0575,0
54087,3.5675,30.2275,32.3025,26.9325,0
54088,3.57,30.2925,32.27,26.9875,0
54089,3.5275,30.305,32.3775,26.9325,0
54090,3.5,30.4025,32.3675,26.9175,0
54091,3.4875,30.3425,32.405,26.76,0
54092,3.51,30.4575,32.455,26.84,0
54093,3.4725,30.41,32.345,26.835,0
54094,3.46,30.535,32.285,26.77,0
54095,3.4525,30.615,32.25,26.9025,0
54096,3.4325,30.65,32.25,26.805,0
54097,3.43,30.6825,32.2275,26.855,0
54098,3.4125,30.7375,32.125,26.8575,0
54099,3.4525,30.9025,32.0875,26.85,0
54100,3.4125,30.92,32.1025,26.8475,0
54101,3.43,30.9825,31.9925,26.925,0
54102,3.4425,31.0875,32.095,26.885,0
54103,3.4275,30.97,31.845,26.865,0
54104,3.405,31.01,31.645,26.88,0
54105,3.3925,31.245,31.4225,27.045,0
54106,3.4075,31.2525,31.4475,27.135,0
54107,3.39,31.36,31.3125,27.1375,0
54108,3.41,31.445,31.305,27.155,0
54109,3.3825,31.31,31.26,27.2325,0
54110,3.3775,31.48,31.1675,27.18,0
54111,3.345,31.485,31.05,27.1975,0
54112,3.33,31.5825,31.015,27.1125,0
54113,3.305,31.6625,30.98,27.14,0
54114,3.2925,31.74,31.045,27.1175,0
54115,3.265,31.625,30.995,27.185,0
54116,3.215,31.8,30.83,27.2,0
54117,3.215,31.8775,30.6875,27.115,0
54118,3.1925,32.1075,30.6575,27.18,0
54119,3.1675,32.1775,30.625,27.165,0
54120,3.1125,32.1525,30.5975,27.1325,0
54121,3.1125,32.4275,30.4825,27.1075,0
54122,3.06,32.475,30.3925,27.08,0
54123,3.035,32.61,30.3025,26.985,0
54124,3.01,32.5975,30.4,26.9975,0
54125,3.0325,32.59,30.265,26.935,0
54126,3.025,32.7775,30.2225,26.9975,0
54127,3.0075,32.79,30.0675,26.9275,0
54128,2.9625,32.9575,30.0975,26.9725,0
54129,2.985,33.01,30.175,26.9,0
54130,2.945,33.02,30.17,26.8875,0
54131,2.915,33.01,29.975,26.89,0
54132,2.93,33.0325,30.1375,26.9525,0
54133,2.9,33.1,29.9125,27.0575,0
54134,2.905,33.135,29.8025,27,0
54135,2.925,33.1025,29.995,27.1675,0
