alpha,beta,gamma,mcs,s0,s1,s2,s3,s4,s5,s6,s7,length,stable
0.55,0.75,1,250000,0,0.249953,0,0.253948,0,0.243863,0,0.252236,800,false
0.25,0.75,1,250000,0.128812,0.193091,0.12992,0.0822969,0.204134,0,0.145191,0.116555,800,false
0.25,0.75,1,250000,0.127183,0.210391,0.127292,0.0836703,0.194328,0,0.147861,0.109275,800,false
0.55,0.75,1,500000,0,0.243428,0,0.243766,0,0.257847,0,0.254959,800,false
0.6,0.75,1,1000,0,0.24157,0.00019375,0.248183,0.0006,0.254839,0.000834375,0.25378,800,false
0.6,0.75,1,10000,0,0.250836,0,0.246839,0,0.252603,0,0.249722,800,false
0.55,0.75,1,500000,0,0.247323,0,0.258677,0,0.252436,0,0.241564,800,false
0.6,0.75,1,1000,0,0.249497,0,0.24762,1.875e-05,0.256009,9.53125e-05,0.246759,800,false
0.6,0.75,1,10000,0,0.246311,0,0.256895,0,0.250475,0,0.246319,800,false
0.6,0.75,1,50000,0,0.249539,0,0.247792,0,0.247206,0,0.255462,800,false
0.6,0.75,1,50000,0,0.257773,0,0.249258,0,0.248425,0,0.244544,800,false
0.6,0.75,1,100000,0,0.247931,0,0.248823,0,0.248509,0,0.254736,800,false
0.25,0.75,1,500000,0.127642,0.198534,0.13457,0.0763094,0.20995,0,0.131963,0.121031,800,false
0.3,0.75,1,1000,0.10095,0.214375,0.11782,0.0979844,0.167516,0.0370938,0.122236,0.142025,800,false
0.3,0.75,1,10000,0.121912,0.194195,0.123984,0.0811937,0.212191,0,0.144961,0.121563,800,false
0.25,0.75,1,500000,0.126388,0.197862,0.12822,0.0859469,0.190928,0,0.1512,0.119455,800,false
0.3,0.75,1,1000,0.0936844,0.207547,0.103511,0.115453,0.159127,0.0568828,0.117144,0.146652,800,false
0.6,0.75,1,100000,0,0.255984,0,0.241547,0,0.250303,0,0.252166,800,false
0.3,0.75,1,10000,0.124208,0.195847,0.121991,0.0811063,0.212606,0,0.142331,0.121911,800,false
0.3,0.75,1,50000,0.120784,0.196106,0.138883,0.0753328,0.198639,0,0.149594,0.120661,800,false
0.3,0.75,1,50000,0.116825,0.20542,0.123425,0.0825609,0.219284,0,0.1414,0.111084,800,false
0.3,0.75,1,100000,0.116397,0.201275,0.131933,0.0828719,0.186939,0,0.154517,0.126067,800,false
0.3,0.75,1,100000,0.109778,0.210292,0.126567,0.0756016,0.222302,0,0.140209,0.11525,800,false
0.6,0.75,1,250000,0,0.249188,0,0.249928,0,0.25588,0,0.245005,800,false
0.6,0.75,1,250000,0,0.265755,0,0.249512,0,0.239302,0,0.245431,800,false
0.3,0.75,1,250000,0.114564,0.213956,0.129788,0.0771828,0.184681,0,0.163677,0.116152,800,false
0.3,0.75,1,250000,0.122006,0.202406,0.130719,0.0825953,0.212044,0,0.140986,0.109244,800,false
0.6,0.75,1,500000,0,0.255956,0,0.253128,0,0.247655,0,0.243261,800,false
0.65,0.75,1,1000,0,0.250195,2.1875e-05,0.245733,5.3125e-05,0.246492,0,0.257505,800,false
0.65,0.75,1,10000,0,0.244186,0,0.252681,0,0.249191,0,0.253942,800,false
0.6,0.75,1,500000,0,0.250309,0,0.25557,0,0.248806,0,0.245314,800,false
0.65,0.75,1,1000,0,0.251402,0,0.242445,0,0.253902,0,0.252252,800,false
0.65,0.75,1,10000,0,0.250045,0,0.256289,0,0.246195,0,0.24747,800,false
0.65,0.75,1,50000,0,0.247906,0,0.243022,0,0.256908,0,0.252164,800,false
0.3,0.75,1,500000,0.116028,0.205133,0.130616,0.0776641,0.206275,0,0.144036,0.120248,800,false
0.35,0.75,1,1000,0.0744359,0.245841,0.0871719,0.126705,0.137542,0.0642891,0.110295,0.15372,800,false
0.65,0.75,1,50000,0,0.251972,0,0.243809,0,0.249717,0,0.254502,800,false
0.35,0.75,1,10000,0.0905609,0.225527,0.0949953,0.102373,0.168536,0.0394188,0.137689,0.1409,800,false
0.65,0.75,1,100000,0,0.251931,0,0.247553,0,0.249155,0,0.251361,800,false
0.3,0.75,1,500000,0.116055,0.191516,0.121423,0.0899734,0.208905,0,0.147533,0.124595,800,false
0.35,0.75,1,1000,0.0627484,0.222147,0.0714094,0.14248,0.114317,0.106242,0.101761,0.178895,800,false
0.35,0.75,1,10000,0.0471703,0.230461,0.05725,0.158223,0.0934047,0.141155,0.0726703,0.199666,800,false
0.35,0.75,1,50000,0.0946953,0.226689,0.104733,0.0704641,0.232495,0,0.149448,0.121475,800,false
0.65,0.75,1,100000,0,0.250198,0,0.246398,0,0.246688,0,0.256716,800,false
0.35,0.75,1,50000,0,0.245955,0,0.251994,0,0.250739,0,0.251312,800,false
0.35,0.75,1,100000,0.105145,0.213462,0.113259,0.0812313,0.227867,0,0.143195,0.115839,800,false
0.35,0.75,1,100000,0,0.247772,0,0.246953,0,0.253391,0,0.251884,800,false
0.65,0.75,1,250000,0,0.250991,0,0.254672,0,0.243786,0,0.250552,800,false
0.65,0.75,1,250000,0,0.250102,0,0.256602,0,0.243869,0,0.249428,800,false
0.35,0.75,1,250000,0.105364,0.217911,0.117461,0.0809781,0.210608,0,0.153213,0.114466,800,false
0.35,0.75,1,250000,0,0.251113,0,0.243764,0,0.254444,0,0.25068,800,false
0.65,0.75,1,500000,0,0.24737,0,0.244277,0,0.253048,0,0.255305,800,false
0.7,0.75,1,1000,0,0.249047,0,0.245742,0,0.247872,0,0.257339,800,false
0.7,0.75,1,10000,0,0.250025,0,0.252266,0,0.253134,0,0.244575,800,false
0.65,0.75,1,500000,0,0.243413,0,0.256083,0,0.251,0,0.249505,800,false
0.7,0.75,1,1000,0,0.250909,0,0.240361,0,0.251347,0,0.257383,800,false
0.7,0.75,1,10000,0,0.240566,0,0.249606,0,0.25455,0,0.255278,800,false
0.7,0.75,1,50000,0,0.263047,0,0.246319,0,0.244783,0,0.245852,800,false
0.35,0.75,1,500000,0.101344,0.218484,0.12008,0.078375,0.209423,0,0.162091,0.110203,800,false
0.4,0.75,1,1000,0.0332469,0.246592,0.0475672,0.174281,0.0888344,0.147161,0.0733172,0.189,800,false
0.4,0.75,1,10000,0,0.248258,0,0.24822,0,0.251216,0,0.252306,800,false
0.7,0.75,1,50000,0,0.25022,0,0.249097,0,0.253864,0,0.246819,800,false
0.35,0.75,1,500000,0,0.247466,0,0.247002,0,0.257145,0,0.248388,800,false
0.4,0.75,1,1000,0.04405,0.244159,0.0567547,0.166981,0.117859,0.123414,0.0681734,0.178608,800,false
0.7,0.75,1,100000,0,0.246658,0,0.255236,0,0.246464,0,0.251642,800,false
0.4,0.75,1,10000,0,0.260681,0,0.249417,0,0.241614,0,0.248287,800,false
0.4,0.75,1,50000,0,0.25438,0,0.246045,0,0.250759,0,0.248816,800,false
0.7,0.75,1,100000,0,0.256731,0,0.244636,0,0.250827,0,0.247806,800,false
0.4,0.75,1,50000,0,0.244202,0,0.25067,0,0.249505,0,0.255623,800,false
0.4,0.75,1,100000,0,0.249792,0,0.251447,0,0.253967,0,0.244794,800,false
0.4,0.75,1,100000,0,0.248956,0,0.254869,0,0.245023,0,0.251152,800,false
0.7,0.75,1,250000,0,0.250377,0,0.240847,0,0.253105,0,0.255672,800,false
0.7,0.75,1,250000,0,0.257392,0,0.246405,0,0.254592,0,0.241611,800,false
0.4,0.75,1,250000,0,0.249888,0,0.253681,0,0.244422,0,0.252009,800,false
0.4,0.75,1,250000,0,0.235538,0,0.247617,0,0.252064,0,0.264781,800,false
0.7,0.75,1,500000,0,0.249717,0,0.253784,0,0.238984,0,0.257514,800,false
0.75,0.75,1,1000,0,0.250625,0,0.247237,0,0.250925,0,0.251213,800,false
0.75,0.75,1,10000,0,0.254883,0,0.248819,0,0.246616,0,0.249683,800,false
0.7,0.75,1,500000,0,0.253361,0,0.248455,0,0.245511,0,0.252673,800,false
0.75,0.75,1,1000,0,0.256163,0,0.249498,0,0.239445,0,0.254894,800,false
0.4,0.75,1,500000,0,0.249642,0,0.255512,0,0.249158,0,0.245688,800,false
0,0.75,1,10000,0.00228437,0.392617,0.00596562,0.220573,0.0607266,0.0840844,0.0216313,0.212117,800,true
0,0.75,1,50000,0.00228437,0.392617,0.00596562,0.220573,0.0607266,0.0840844,0.0216313,0.212117,800,true
0,0.75,1,100000,0.00228437,0.392617,0.00596562,0.220573,0.0607266,0.0840844,0.0216313,0.212117,800,true
0,0.75,1,250000,0.00228437,0.392617,0.00596562,0.220573,0.0607266,0.0840844,0.0216313,0.212117,800,true
0,0.75,1,500000,0.00228437,0.392617,0.00596562,0.220573,0.0607266,0.0840844,0.0216313,0.212117,800,true
0.75,0.75,1,10000,0,0.244956,0,0.255144,0,0.250548,0,0.249352,800,false
0.05,0.75,1,1000,0.0925563,0.192834,0.0947406,0.149938,0.111339,0.0917562,0.0858953,0.180941,800,false
0.75,0.75,1,50000,0,0.253648,0,0.25043,0,0.250955,0,0.244967,800,false
0.05,0.75,1,10000,0.147338,0.184797,0.15102,0.0943141,0.180036,0.0026625,0.127702,0.112131,800,false
0.4,0.75,1,500000,0,0.247834,0,0.249008,0,0.251666,0,0.251492,800,false
0,0.75,1,10000,0.00231875,0.389572,0.00577969,0.226137,0.0603672,0.0861781,0.0217109,0.207936,800,true
0,0.75,1,50000,0.00231875,0.389572,0.00577969,0.226137,0.0603672,0.0861781,0.0217109,0.207936,800,true
0,0.75,1,100000,0.00231875,0.389572,0.00577969,0.226137,0.0603672,0.0861781,0.0217109,0.207936,800,true
0,0.75,1,250000,0.00231875,0.389572,0.00577969,0.226137,0.0603672,0.0861781,0.0217109,0.207936,800,true
0,0.75,1,500000,0.00231875,0.389572,0.00577969,0.226137,0.0603672,0.0861781,0.0217109,0.207936,800,true
0.05,0.75,1,1000,0.0908797,0.198044,0.0974297,0.140728,0.111681,0.0993141,0.0867047,0.175219,800,false
0.05,0.75,1,10000,0.139791,0.182688,0.147691,0.0934406,0.164641,0.0112359,0.133455,0.127059,800,false
0.75,0.75,1,50000,0,0.260247,0,0.244916,0,0.241605,0,0.253233,800,false
0.05,0.75,1,50000,0.161206,0.174333,0.155181,0.0853,0.184005,0,0.127928,0.112047,800,false
0.75,0.75,1,100000,0,0.247438,0,0.25482,0,0.2544,0,0.243342,800,false
0.75,0.75,1,100000,0,0.252261,0,0.24545,0,0.244686,0,0.257603,800,false
0.75,0.75,1,250000,0,0.254406,0,0.252327,0,0.245095,0,0.248172,800,false
0.75,0.75,1,250000,0,0.241806,0,0.260848,0,0.244444,0,0.252902,800,false
0.75,0.75,1,500000,0,0.25027,0,0.24863,0,0.256739,0,0.244361,800,false
0.8,0.75,1,1000,0,0.25042,0,0.252248,0,0.248831,0,0.2485,800,false
0.8,0.75,1,10000,0,0.248847,0,0.247539,0,0.251845,0,0.251769,800,false
0.75,0.75,1,500000,0,0.257253,0,0.242702,0,0.2518,0,0.248245,800,false
0.8,0.75,1,1000,0,0.25973,0,0.243392,0,0.248778,0,0.2481,800,false
0.8,0.75,1,10000,0,0.251437,0,0.2457,0,0.256502,0,0.246361,800,false
0.8,0.75,1,50000,0,0.245402,0,0.25325,0,0.248156,0,0.253192,800,false
0.8,0.75,1,50000,0,0.249369,0,0.251759,0,0.251898,0,0.246973,800,false
0.8,0.75,1,100000,0,0.246683,0,0.246136,0,0.253533,0,0.253648,800,false
0.8,0.75,1,100000,0,0.251356,0,0.247523,0,0.24683,0,0.254291,800,false
0.8,0.75,1,250000,0,0.249225,0,0.24943,0,0.253177,0,0.248169,800,false
0.8,0.75,1,250000,0,0.242688,0,0.247014,0,0.256767,0,0.253531,800,false
0.8,0.75,1,500000,0,0.246411,0,0.250486,0,0.255169,0,0.247934,800,false
0.85,0.75,1,1000,0,0.254287,0,0.253709,0,0.248714,0,0.243289,800,false
0.85,0.75,1,10000,0,0.253661,0,0.246042,0,0.249555,0,0.250742,800,false
0.8,0.75,1,500000,0,0.249463,0,0.259213,0,0.24602,0,0.245305,800,false
0.85,0.75,1,1000,0,0.250375,0,0.246812,0,0.251372,0,0.251441,800,false
0.85,0.75,1,10000,0,0.248305,0,0.242892,0,0.257694,0,0.251109,800,false
0.85,0.75,1,50000,0,0.250667,0,0.257798,0,0.247497,0,0.244037,800,false
0.85,0.75,1,50000,0,0.259447,0,0.251141,0,0.247016,0,0.242397,800,false
0.85,0.75,1,100000,0,0.2513,0,0.256711,0,0.24127,0,0.250719,800,false
0.85,0.75,1,100000,0,0.248697,0,0.250188,0,0.256881,0,0.244234,800,false
0.85,0.75,1,250000,0,0.248652,0,0.253192,0,0.245384,0,0.252772,800,false
0.85,0.75,1,250000,0,0.252611,0,0.255812,0,0.247075,0,0.244502,800,false
0.85,0.75,1,500000,0,0.253336,0,0.250113,0,0.248775,0,0.247777,800,false
0.9,0.75,1,1000,0,0.247317,0,0.250952,0,0.255373,0,0.246358,800,false
0.9,0.75,1,10000,0,0.248581,0,0.251619,0,0.244952,0,0.254848,800,false
0.85,0.75,1,500000,0,0.256037,0,0.25023,0,0.247741,0,0.245992,800,false
0.9,0.75,1,1000,0,0.24825,0,0.25095,0,0.25352,0,0.24728,800,false
0.9,0.75,1,10000,0,0.250414,0,0.252861,0,0.246561,0,0.250164,800,false
0.9,0.75,1,50000,0,0.241795,0,0.254778,0,0.247512,0,0.255914,800,false
0.9,0.75,1,50000,0,0.242591,0,0.247889,0,0.2539,0,0.25562,800,false
0.9,0.75,1,100000,0,0.250392,0,0.253437,0,0.251186,0,0.244984,800,false
0.9,0.75,1,100000,0,0.244267,0,0.247131,0,0.255342,0,0.253259,800,false
0.9,0.75,1,250000,0,0.246762,0,0.247306,0,0.252828,0,0.253103,800,false
0.9,0.75,1,250000,0,0.241436,0,0.252978,0,0.250616,0,0.25497,800,false
0.9,0.75,1,500000,0,0.252652,0,0.246531,0,0.25445,0,0.246367,800,false
0.95,0.75,1,1000,0,0.243781,0,0.256986,0,0.255734,0,0.243498,800,false
0.95,0.75,1,10000,0,0.254173,0,0.251489,0,0.248072,0,0.246266,800,false
0.9,0.75,1,500000,0,0.252633,0,0.247402,0,0.253302,0,0.246664,800,false
0.95,0.75,1,1000,0,0.250484,0,0.247711,0,0.247284,0,0.25452,800,false
0.95,0.75,1,10000,0,0.249567,0,0.252377,0,0.247431,0,0.250625,800,false
0.95,0.75,1,50000,0,0.261003,0,0.245188,0,0.246114,0,0.247695,800,false
0.95,0.75,1,50000,0,0.256622,0,0.254497,0,0.245323,0,0.243558,800,false
0.95,0.75,1,100000,0,0.247583,0,0.253505,0,0.25105,0,0.247863,800,false
0.95,0.75,1,100000,0,0.253447,0,0.248539,0,0.247981,0,0.250033,800,false
0.95,0.75,1,250000,0,0.246806,0,0.253631,0,0.251428,0,0.248134,800,false
0.95,0.75,1,250000,0,0.250266,0,0.253767,0,0.254567,0,0.2414,800,false
0.95,0.75,1,500000,0,0.244705,0,0.261894,0,0.249384,0,0.244017,800,false
1,0.75,1,1000,0,0.248369,0,0.252186,0,0.25045,0,0.248995,800,false
1,0.75,1,10000,0,0.252145,0,0.247556,0,0.249208,0,0.251091,800,false
0.95,0.75,1,500000,0,0.238805,0,0.249498,0,0.257412,0,0.254284,800,false
1,0.75,1,1000,0,0.255386,0,0.24257,0,0.24647,0,0.255573,800,false
1,0.75,1,10000,0,0.247438,0,0.247517,0,0.252323,0,0.252722,800,false
1,0.75,1,50000,0,0.251878,0,0.260119,0,0.243008,0,0.244995,800,false
1,0.75,1,50000,0,0.248144,0,0.259727,0,0.247131,0,0.244998,800,false
1,0.75,1,100000,0,0.254461,0,0.251837,0,0.245666,0,0.248036,800,false
1,0.75,1,100000,0,0.248064,0,0.236878,0,0.251181,0,0.263877,800,false
1,0.75,1,250000,0,0.256367,0,0.24382,0,0.250555,0,0.249258,800,false
1,0.75,1,250000,0,0.250652,0,0.256575,0,0.248048,0,0.244725,800,false
1,0.75,1,500000,0,0.251733,0,0.250736,0,0.249397,0,0.248134,800,false
0,0.75,1,10000,0.00246562,0.388541,0.00620156,0.227578,0.0628281,0.0826375,0.0218672,0.207881,800,true
0,0.75,1,50000,0.00246562,0.388541,0.00620156,0.227578,0.0628281,0.0826375,0.0218672,0.207881,800,true
0,0.75,1,100000,0.00246562,0.388541,0.00620156,0.227578,0.0628281,0.0826375,0.0218672,0.207881,800,true
0,0.75,1,250000,0.00246562,0.388541,0.00620156,0.227578,0.0628281,0.0826375,0.0218672,0.207881,800,true
0,0.75,1,500000,0.00246562,0.388541,0.00620156,0.227578,0.0628281,0.0826375,0.0218672,0.207881,800,true
0.05,0.75,1,1000,0.0867547,0.190728,0.111633,0.135964,0.108255,0.0966844,0.0884438,0.181537,800,false
0.05,0.75,1,10000,0.149536,0.17565,0.149978,0.0894406,0.181159,0.00414375,0.138586,0.111506,800,false
1,0.75,1,500000,0,0.246297,0,0.253498,0,0.249419,0,0.250786,800,false
0,0.75,1,1000,0.00241875,0.385973,0.00578594,0.232508,0.0590672,0.0824297,0.0212625,0.210555,800,false
0,0.75,1,10000,0.00241875,0.385973,0.00578594,0.232508,0.0590672,0.0824297,0.0212625,0.210555,800,true
0,0.75,1,50000,0.00241875,0.385973,0.00578594,0.232508,0.0590672,0.0824297,0.0212625,0.210555,800,true
0,0.75,1,100000,0.00241875,0.385973,0.00578594,0.232508,0.0590672,0.0824297,0.0212625,0.210555,800,true
0,0.75,1,250000,0.00241875,0.385973,0.00578594,0.232508,0.0590672,0.0824297,0.0212625,0.210555,800,true
0,0.75,1,500000,0.00241875,0.385973,0.00578594,0.232508,0.0590672,0.0824297,0.0212625,0.210555,800,true
0.05,0.75,1,1000,0.0918125,0.205409,0.108331,0.150502,0.100286,0.0897938,0.0777531,0.176113,800,false
0.05,0.75,1,10000,0.148597,0.182684,0.150023,0.0878266,0.186473,0.00492813,0.136563,0.102905,800,false
0.05,0.75,1,50000,0.153062,0.176272,0.150961,0.0906453,0.191056,0,0.125791,0.112213,800,false
0.05,0.75,1,50000,0.155784,0.179277,0.150555,0.0827406,0.175764,0,0.140544,0.115336,800,false
0.05,0.75,1,100000,0.149141,0.169952,0.141277,0.0919125,0.188656,0,0.148303,0.110759,800,false
0.05,0.75,1,100000,0.15133,0.177638,0.155802,0.0867766,0.175564,0,0.131087,0.121803,800,false
0.05,0.75,1,250000,0.156689,0.172977,0.155583,0.0976453,0.168852,0,0.136303,0.111952,800,false
0.05,0.75,1,250000,0.149509,0.185089,0.146606,0.0849734,0.186417,0,0.135555,0.11185,800,false
0.05,0.75,1,500000,0.149008,0.172108,0.162455,0.0943031,0.172219,0,0.125489,0.124419,800,false
0.1,0.75,1,1000,0.114327,0.187109,0.122067,0.110091,0.150352,0.05185,0.114236,0.149969,800,false
0.1,0.75,1,10000,0.144003,0.179114,0.137142,0.0995859,0.179728,0,0.142645,0.117781,800,false
0.05,0.75,1,500000,0.148081,0.169078,0.148281,0.0914266,0.184469,0,0.141706,0.116958,800,false
0.1,0.75,1,1000,0.122936,0.189334,0.126438,0.112925,0.143066,0.0474703,0.112752,0.14508,800,false
0.1,0.75,1,10000,0.145509,0.183655,0.156245,0.0767844,0.181752,0,0.145734,0.11032,800,false
0.1,0.75,1,50000,0.14823,0.184533,0.149575,0.0983969,0.176886,0,0.129273,0.113106,800,false
0.1,0.75,1,50000,0.138802,0.180856,0.149445,0.0916203,0.168961,0,0.150419,0.119897,800,false
0.1,0.75,1,100000,0.157594,0.18905,0.140808,0.0953516,0.194217,0,0.122761,0.100219,800,false
0.1,0.75,1,100000,0.152114,0.181795,0.153303,0.0874719,0.160747,0,0.150544,0.114025,800,false
0.1,0.75,1,250000,0.148733,0.17647,0.145806,0.0876234,0.183917,0,0.148252,0.109198,800,false
0.1,0.75,1,250000,0.145852,0.183878,0.151931,0.0862437,0.187995,0,0.134945,0.109155,800,false
0.1,0.75,1,500000,0.145822,0.174477,0.143831,0.08705,0.200452,0,0.142744,0.105625,800,false
0.15,0.75,1,1000,0.122397,0.189033,0.127017,0.0938563,0.161605,0.0372531,0.114445,0.154394,800,false
0.15,0.75,1,10000,0.142958,0.189734,0.143134,0.0803625,0.187353,0,0.143175,0.113283,800,false
0.1,0.75,1,500000,0.139648,0.178491,0.140577,0.0926531,0.196422,0,0.143077,0.109133,800,false
0.15,0.75,1,1000,0.123983,0.191606,0.133752,0.108797,0.148453,0.0292359,0.128784,0.135389,800,false
0.15,0.75,1,10000,0.130062,0.1897,0.13778,0.0868453,0.194725,0,0.153061,0.107827,800,false
0.15,0.75,1,50000,0.139614,0.194444,0.137383,0.0851672,0.194236,0,0.143252,0.105905,800,false
0.15,0.75,1,50000,0.133477,0.184452,0.144536,0.0920766,0.193009,0,0.1389,0.11355,800,false
0.15,0.75,1,100000,0.142044,0.185775,0.143705,0.0952438,0.178742,0,0.142934,0.111556,800,false
0.15,0.75,1,100000,0.152206,0.191831,0.140294,0.0858484,0.18068,0,0.137892,0.111248,800,false
0.15,0.75,1,250000,0.13952,0.181648,0.148267,0.0882266,0.190697,0,0.136556,0.115084,800,false
0.15,0.75,1,250000,0.142,0.188503,0.145944,0.0883906,0.184653,0,0.138125,0.112384,800,false
0.15,0.75,1,500000,0.139017,0.185155,0.138753,0.0914625,0.194139,0,0.138414,0.113059,800,false
0.2,0.75,1,1000,0.111403,0.183812,0.127477,0.104552,0.159781,0.0302141,0.138827,0.143934,800,false
0.2,0.75,1,10000,0.132917,0.19135,0.132258,0.0873594,0.196789,0,0.140906,0.11842,800,false
0.15,0.75,1,500000,0.143095,0.184186,0.143194,0.0980281,0.184925,0,0.136252,0.11032,800,false
0.2,0.75,1,1000,0.112837,0.198103,0.123614,0.115392,0.165078,0.0213266,0.126972,0.136677,800,false
0.2,0.75,1,10000,0.135778,0.186398,0.144805,0.0848437,0.183192,0,0.149442,0.115541,800,false
0.2,0.75,1,50000,0.116692,0.188161,0.136578,0.0904656,0.209928,0,0.150808,0.107367,800,false
0.2,0.75,1,50000,0.129177,0.186189,0.133655,0.0781687,0.191458,0,0.161862,0.119491,800,false
0.2,0.75,1,100000,0.124208,0.1945,0.134488,0.0764734,0.197259,0,0.145825,0.127247,800,false
0.2,0.75,1,100000,0.131884,0.188384,0.132041,0.0899234,0.201084,0,0.142244,0.114439,800,false
0.2,0.75,1,250000,0.140825,0.189625,0.132153,0.0891578,0.187247,0,0.148269,0.112723,800,false
0.2,0.75,1,250000,0.138009,0.19117,0.133408,0.0985953,0.186894,0,0.146978,0.104945,800,false
0.2,0.75,1,500000,0.136273,0.186386,0.145955,0.0932438,0.179805,0,0.144536,0.113802,800,false
0.25,0.75,1,1000,0.105581,0.198484,0.123398,0.0967531,0.178761,0.0299281,0.130112,0.136981,800,false
0.25,0.75,1,10000,0.131361,0.195611,0.132064,0.0787047,0.20515,0,0.157286,0.0998234,800,false
0.2,0.75,1,500000,0.131909,0.200177,0.1395,0.0815453,0.188259,0,0.148209,0.1104,800,false
0.25,0.75,1,1000,0.111573,0.191898,0.118917,0.0991297,0.172248,0.0338734,0.119792,0.152567,800,false
0.25,0.75,1,10000,0.125748,0.209548,0.135769,0.0812047,0.195344,0,0.143472,0.108914,800,false
0.25,0.75,1,50000,0.124053,0.185827,0.142141,0.0686016,0.205902,0,0.160692,0.112784,800,false
0.25,0.75,1,50000,0.125828,0.196209,0.143375,0.0897063,0.192181,0,0.145322,0.107378,800,false
0.25,0.75,1,100000,0.129808,0.200689,0.126002,0.0957234,0.193225,0,0.146166,0.108387,800,false
0.25,0.75,1,100000,0.122527,0.205942,0.120281,0.0918188,0.217486,0,0.129058,0.112888,800,false
0.25,0.75,1,250000,0.123672,0.207273,0.126395,0.0915469,0.194875,0,0.13873,0.117508,800,false
0.25,0.75,1,250000,0.1303,0.187556,0.13292,0.0926203,0.201345,0,0.142172,0.113086,800,false
0.25,0.75,1,500000,0.129444,0.191678,0.136553,0.0881641,0.203027,0,0.142123,0.109011,800,false
0.3,0.75,1,1000,0.0903,0.21435,0.105659,0.10638,0.157997,0.05,0.122225,0.153089,800,false
0.3,0.75,1,10000,0.117561,0.204869,0.135381,0.0817703,0.207102,0,0.138819,0.114498,800,false
0.25,0.75,1,500000,0.121194,0.18812,0.138758,0.0824891,0.192589,0,0.157666,0.119184,800,false
0.3,0.75,1,1000,0.0933734,0.221297,0.105436,0.116581,0.165725,0.0441547,0.113048,0.140384,800,false
0.3,0.75,1,10000,0.111283,0.204427,0.123183,0.0802141,0.207917,0,0.140927,0.13205,800,false
0.3,0.75,1,50000,0.105919,0.21555,0.118719,0.0708016,0.215952,0,0.151019,0.122041,800,false
0.3,0.75,1,50000,0.119942,0.212417,0.11508,0.0775562,0.2074,0,0.15165,0.115955,800,false
0.3,0.75,1,100000,0.122117,0.192731,0.126722,0.0758266,0.225316,0,0.146348,0.110939,800,false
0.3,0.75,1,100000,0.114369,0.215173,0.128403,0.0684234,0.217034,0,0.150509,0.106088,800,false
0.3,0.75,1,250000,0.110736,0.19667,0.129503,0.0852563,0.201939,0,0.158433,0.117462,800,false
0.3,0.75,1,250000,0.110748,0.203759,0.122623,0.0733859,0.200937,0,0.160095,0.12845,800,false
0.3,0.75,1,500000,0.116884,0.205191,0.126889,0.0901422,0.193578,0,0.148533,0.118783,800,false
0.35,0.75,1,1000,0.0673078,0.230813,0.0843938,0.144652,0.131142,0.0779813,0.0898703,0.173841,800,false
0.35,0.75,1,10000,0.0820891,0.232631,0.0970156,0.10197,0.193763,0.0317031,0.130134,0.130694,800,false
0.3,0.75,1,500000,0.10067,0.22303,0.112867,0.0852047,0.218537,0,0.145964,0.113727,800,false
0.35,0.75,1,1000,0.0689531,0.248202,0.0742031,0.120955,0.143178,0.0747797,0.102969,0.166761,800,false
0.35,0.75,1,10000,0.0962109,0.22123,0.110506,0.08235,0.193195,0.0144469,0.151214,0.130847,800,false
0.35,0.75,1,50000,0.0981859,0.219902,0.122639,0.0730484,0.217556,0,0.149028,0.119641,800,false
0.35,0.75,1,50000,0.10455,0.219877,0.115875,0.0784813,0.204878,0,0.162514,0.113825,800,false
0.35,0.75,1,100000,0.100331,0.204377,0.123108,0.0776281,0.214702,0,0.163803,0.116052,800,false
0.35,0.75,1,100000,0.0897625,0.218952,0.111888,0.083575,0.222503,0,0.145631,0.127689,800,false
0.35,0.75,1,250000,0.0985875,0.222287,0.109967,0.0784938,0.206948,0,0.154372,0.129344,800,false
0.35,0.75,1,250000,0.106177,0.20905,0.136233,0.0666625,0.219564,0,0.160466,0.101848,800,false
0.35,0.75,1,500000,0.101513,0.214027,0.108994,0.0699234,0.226933,0,0.15578,0.122831,800,false
0.4,0.75,1,1000,0.0217906,0.245939,0.0318203,0.200898,0.0667906,0.167783,0.0506828,0.214295,800,false
0.4,0.75,1,10000,0,0.260433,0,0.245458,0,0.250972,0,0.243138,800,false
0.35,0.75,1,500000,0.105858,0.205133,0.128919,0.0750297,0.197891,0,0.16513,0.122041,800,false
0.4,0.75,1,1000,0.0327516,0.233802,0.057175,0.170808,0.0880656,0.143908,0.0625562,0.210934,800,false
0.4,0.75,1,10000,0,0.249144,0,0.250256,0,0.252614,0,0.247986,800,false
0.4,0.75,1,50000,0,0.249425,0,0.251408,0,0.244731,0,0.254436,800,false
0.4,0.75,1,50000,0,0.246317,0,0.249981,0,0.24747,0,0.256231,800,false
0.4,0.75,1,100000,0,0.254939,0,0.252156,0,0.24795,0,0.244955,800,false
0.4,0.75,1,100000,0,0.250312,0,0.254441,0,0.24578,0,0.249467,800,false
0.4,0.75,1,250000,0,0.250117,0,0.254986,0,0.249081,0,0.245816,800,false
0.4,0.75,1,250000,0,0.250566,0,0.249273,0,0.249555,0,0.250606,800,false
0.4,0.75,1,500000,0,0.248505,0,0.246767,0,0.246461,0,0.258267,800,false
0.45,0.75,1,1000,0.00989531,0.264172,0.0151687,0.223361,0.0347047,0.198323,0.0282813,0.226094,800,false
