alpha,beta,gamma,mcs,s0,s1,s2,s3,s4,s5,s6,s7,length,stable
0,0.05,1,3000,0.106725,0.165131,0.117062,0.134631,0.103663,0.117519,0.116081,0.139187,400,0
0,0.05,1,5000,0.0996313,0.148525,0.108844,0.132538,0.118725,0.143906,0.118969,0.128862,400,0
0,0.05,1,7000,0.110475,0.139412,0.108575,0.133844,0.10985,0.136362,0.119387,0.142094,400,0
0,0.05,1,10000,0.0989687,0.123094,0.118825,0.137231,0.120063,0.145663,0.114037,0.142119,400,0
0,0.05,1,25000,0.120713,0.171313,0.102294,0.100775,0.0908188,0.129062,0.112981,0.172044,400,0
0,0.05,1,50000,0.104262,0.121706,0.103587,0.131094,0.126537,0.135194,0.127562,0.150056,400,0
0,0.05,1,100000,0.100844,0.15975,0.1207,0.135225,0.116706,0.1126,0.119144,0.135031,400,0
0,0.05,1,160000,0.120375,0.140313,0.105694,0.1215,0.114556,0.138325,0.124344,0.134894,400,0
0,0.05,1,0,0.1264,0.125112,0.125575,0.125881,0.123169,0.1253,0.123775,0.124787,400,0
0,0.05,1,1000,0.126931,0.186294,0.111537,0.130725,0.0931938,0.104462,0.0894438,0.157413,400,0
0,0.05,1,2000,0.108581,0.13675,0.102712,0.125738,0.111606,0.130106,0.132119,0.152388,400,0
0,0.05,1,3000,0.100625,0.151056,0.118525,0.158081,0.125581,0.129694,0.103612,0.112825,400,0
0,0.05,1,5000,0.0915625,0.127275,0.119469,0.155181,0.137469,0.152863,0.096225,0.119956,400,0
0,0.05,1,7000,0.11625,0.130356,0.116913,0.119831,0.0989813,0.123813,0.131275,0.162581,400,0
0,0.05,1,10000,0.105538,0.143569,0.117069,0.13925,0.125344,0.135094,0.101931,0.132206,400,0
0,0.05,1,25000,0.10035,0.139719,0.125194,0.128387,0.0975375,0.120012,0.137362,0.151438,400,0
0,0.05,1,50000,0.105319,0.128238,0.105231,0.141956,0.10635,0.135213,0.134356,0.143338,400,0
0,0.05,1,100000,0.123481,0.149606,0.0952375,0.128213,0.115569,0.123206,0.115469,0.149219,400,0
0,0.05,1,160000,0.116562,0.135637,0.0935688,0.1297,0.120056,0.12495,0.12755,0.151975,400,0
0,0.1,1,0,0.125494,0.124225,0.125394,0.125019,0.125738,0.124537,0.124537,0.125056,400,0
0,0.1,1,1000,0.082125,0.137356,0.0926875,0.141581,0.120063,0.160869,0.12245,0.142869,400,0
0,0.1,1,2000,0.104512,0.162025,0.106769,0.147319,0.11475,0.127525,0.10175,0.13535,400,0
0,0.1,1,3000,0.0833688,0.147262,0.103425,0.154769,0.1191,0.148487,0.110012,0.133575,400,0
0,0.1,1,5000,0.1153,0.148363,0.104731,0.146106,0.117581,0.131094,0.100319,0.136506,400,0
0,0.1,1,7000,0.111662,0.157569,0.110725,0.128356,0.117469,0.122425,0.104225,0.147569,400,0
0,0.1,1,10000,0.101212,0.156888,0.0894687,0.140119,0.116413,0.1314,0.10725,0.15725,400,0
0,0.1,1,25000,0.110662,0.147556,0.101513,0.140288,0.101844,0.125362,0.1213,0.151475,400,0
0,0.1,1,50000,0.105994,0.167,0.10685,0.146094,0.10665,0.109069,0.108475,0.149869,400,0
0,0.1,1,100000,0.108213,0.171169,0.0982937,0.131906,0.0944312,0.137244,0.102638,0.156106,400,0
0,0.1,1,160000,0.0943812,0.164463,0.101781,0.136831,0.114594,0.139387,0.106006,0.142556,400,0
0,0.1,1,0,0.126312,0.125094,0.124406,0.126019,0.12575,0.12295,0.124137,0.125331,400,0
0,0.1,1,1000,0.0944312,0.131137,0.0823938,0.150769,0.118519,0.132038,0.135294,0.155419,400,0
0,0.1,1,2000,0.108594,0.151037,0.0936625,0.134581,0.112194,0.126981,0.121406,0.151544,400,0
0,0.1,1,3000,0.0952313,0.135231,0.0999437,0.123181,0.105431,0.141531,0.120331,0.179119,400,0
0,0.1,1,5000,0.0896875,0.155587,0.0984063,0.149456,0.1091,0.136781,0.112394,0.148588,400,0
0,0.1,1,7000,0.084525,0.153388,0.0970625,0.161025,0.106619,0.155819,0.0933062,0.148256,400,0
0,0.1,1,10000,0.108106,0.141538,0.0858875,0.138944,0.0916063,0.159694,0.117775,0.15645,400,0
0,0.1,1,25000,0.100525,0.152525,0.100862,0.128244,0.113375,0.136894,0.115106,0.152469,400,0
0,0.1,1,50000,0.0802875,0.14885,0.108387,0.1515,0.115812,0.15945,0.100119,0.135594,400,0
0,0.1,1,100000,0.0977688,0.168887,0.111756,0.167981,0.113331,0.127944,0.0784438,0.133887,400,0
0,0.1,1,160000,0.110106,0.174694,0.1066,0.13875,0.0957375,0.137856,0.0939,0.142356,400,0
0,0.15,1,0,0.125181,0.124769,0.124563,0.125931,0.125331,0.125175,0.1233,0.12575,400,0
0,0.15,1,1000,0.0998813,0.168637,0.09,0.1347,0.103706,0.143069,0.0954125,0.164594,400,0
0,0.15,1,2000,0.0925375,0.152413,0.0953187,0.138612,0.104475,0.144262,0.104281,0.1681,400,0
0,0.15,1,3000,0.0881,0.161294,0.0963938,0.161756,0.120819,0.136469,0.0935625,0.141606,400,0
0,0.15,1,5000,0.106625,0.196469,0.089325,0.108756,0.0812625,0.12065,0.11195,0.184963,400,0
0,0.15,1,7000,0.100406,0.168187,0.115475,0.153025,0.100469,0.1141,0.0916625,0.156675,400,0
0,0.15,1,10000,0.0810562,0.130288,0.103956,0.145113,0.100106,0.1787,0.110475,0.150306,400,0
0,0.15,1,25000,0.090175,0.184863,0.101481,0.129975,0.0983688,0.134094,0.108637,0.152406,400,0
0,0.15,1,50000,0.09875,0.144031,0.101187,0.169319,0.0961625,0.142231,0.106137,0.142181,400,0
0,0.15,1,100000,0.09255,0.179525,0.0769187,0.158925,0.0966625,0.132169,0.107188,0.156062,400,0
0,0.15,1,160000,0.102263,0.164937,0.0853375,0.131319,0.111394,0.135956,0.113525,0.155269,400,0
0,0.15,1,0,0.123838,0.126475,0.122744,0.126062,0.126781,0.125688,0.123963,0.12445,400,0
0,0.15,1,1000,0.0909,0.189281,0.101487,0.175506,0.0818813,0.136406,0.0710313,0.153506,400,0
0,0.15,1,2000,0.0913875,0.164813,0.0871938,0.131175,0.1122,0.150638,0.119612,0.142981,400,0
0,0.15,1,3000,0.0973813,0.146712,0.0931562,0.149606,0.101425,0.150631,0.100969,0.160119,400,0
0,0.15,1,5000,0.0723125,0.170662,0.0913313,0.148644,0.116056,0.171088,0.0988625,0.131044,400,0
0,0.15,1,7000,0.0961063,0.163669,0.101919,0.140681,0.118081,0.124256,0.104212,0.151075,400,0
0,0.15,1,10000,0.09015,0.184519,0.106794,0.174856,0.0974,0.125037,0.0955938,0.12565,400,0
0,0.15,1,25000,0.0795312,0.133325,0.0941312,0.165056,0.128637,0.156431,0.100256,0.142631,400,0
0,0.15,1,50000,0.081525,0.135644,0.101612,0.160387,0.136631,0.143981,0.106487,0.133731,400,0
0,0.15,1,100000,0.0921875,0.183131,0.0971375,0.152281,0.104713,0.119481,0.103587,0.147481,400,0
0,0.15,1,160000,0.0982937,0.183113,0.0943062,0.147113,0.10235,0.131469,0.0932313,0.150125,400,0
0,0.2,1,0,0.124144,0.125769,0.125244,0.124444,0.12495,0.125019,0.124831,0.1256,400,0
0,0.2,1,1000,0.0809437,0.163706,0.0913,0.187825,0.0979125,0.143669,0.0793563,0.155287,400,0
0,0.2,1,2000,0.0994188,0.148981,0.0764062,0.142881,0.114513,0.125356,0.116956,0.175487,400,0
0,0.2,1,3000,0.0803438,0.132375,0.097,0.155544,0.112613,0.162356,0.116025,0.143744,400,0
0,0.2,1,5000,0.101569,0.146962,0.102788,0.158106,0.120581,0.128663,0.0932562,0.148075,400,0
0,0.2,1,7000,0.0964437,0.184438,0.0863875,0.135206,0.086025,0.132131,0.106994,0.172375,400,0
0,0.2,1,10000,0.0901375,0.145356,0.0901813,0.136369,0.114975,0.129375,0.11685,0.176756,400,0
0,0.2,1,25000,0.088325,0.170462,0.0953375,0.172875,0.0987313,0.130506,0.0979938,0.145769,400,0
0,0.2,1,50000,0.0810687,0.160087,0.0948937,0.142762,0.111437,0.154487,0.101388,0.153875,400,0
0,0.2,1,100000,0.0993312,0.178863,0.0807688,0.13305,0.105181,0.099925,0.0858562,0.217025,400,0
0,0.2,1,160000,0.0938313,0.199144,0.0909625,0.138306,0.104519,0.119281,0.0787063,0.17525,400,0
0,0.2,1,0,0.125375,0.125713,0.124869,0.125825,0.125475,0.124219,0.123544,0.124981,400,0
0,0.2,1,1000,0.0992938,0.2259,0.0798813,0.151188,0.0740688,0.113381,0.0771875,0.1791,400,0
0,0.2,1,2000,0.0932313,0.190075,0.0780562,0.133519,0.0984687,0.145687,0.108756,0.152206,400,0
0,0.2,1,3000,0.0903562,0.169712,0.0926625,0.122319,0.107787,0.133687,0.0991438,0.184331,400,0
0,0.2,1,5000,0.0947313,0.165294,0.0940688,0.149806,0.0978688,0.1297,0.103487,0.165044,400,0
0,0.2,1,7000,0.093575,0.188569,0.0929313,0.124363,0.08915,0.140825,0.107775,0.162812,400,0
0,0.2,1,10000,0.0916875,0.193969,0.09905,0.160856,0.0960063,0.120069,0.0862125,0.15215,400,0
0,0.2,1,25000,0.0986438,0.221694,0.0812375,0.1365,0.102075,0.13865,0.0844188,0.136781,400,0
0,0.2,1,50000,0.0834687,0.143225,0.0876187,0.190263,0.116506,0.1383,0.106325,0.134294,400,0
0,0.2,1,100000,0.0945,0.167775,0.0992938,0.150994,0.101919,0.112469,0.100456,0.172594,400,0
0,0.2,1,160000,0.0802313,0.193556,0.0896,0.162725,0.109637,0.114031,0.0874438,0.162775,400,0
0,0.25,1,0,0.12445,0.124588,0.126037,0.124344,0.124444,0.125381,0.125575,0.125181,400,0
0,0.25,1,1000,0.0766187,0.200106,0.0783812,0.145838,0.0708187,0.153363,0.0750062,0.199869,400,0
0,0.25,1,2000,0.0863125,0.147462,0.0834187,0.132481,0.103431,0.143356,0.112638,0.1909,400,0
0,0.25,1,3000,0.0882625,0.159175,0.0785,0.173269,0.1057,0.147544,0.0819,0.16565,400,0
0,0.25,1,5000,0.0826063,0.155875,0.0919062,0.142137,0.0771938,0.145962,0.103269,0.20105,400,0
0,0.25,1,7000,0.0863125,0.167719,0.09635,0.149287,0.110062,0.152075,0.0899563,0.148237,400,0
0,0.25,1,10000,0.0862563,0.148094,0.0903375,0.158506,0.113531,0.124819,0.0953937,0.183062,400,0
0,0.25,1,25000,0.0863437,0.191256,0.0891,0.166738,0.096475,0.152713,0.0875875,0.129788,400,0
0,0.25,1,50000,0.0682125,0.172981,0.0953875,0.156144,0.0888375,0.142856,0.0892125,0.186369,400,0
0,0.25,1,100000,0.0847688,0.173212,0.0934625,0.181663,0.0989063,0.12685,0.0867125,0.154425,400,0
0,0.25,1,160000,0.0811375,0.180131,0.0994063,0.1701,0.08785,0.135263,0.091225,0.154888,400,0
0,0.25,1,0,0.125669,0.124344,0.125644,0.125075,0.124744,0.12565,0.124256,0.124619,400,0
0,0.25,1,1000,0.0752562,0.176594,0.0764875,0.167331,0.082675,0.145687,0.0752312,0.200738,400,0
0,0.25,1,2000,0.0820937,0.189675,0.0962937,0.206231,0.1126,0.114875,0.0714375,0.126794,400,0
0,0.25,1,3000,0.082125,0.183719,0.10225,0.161025,0.084325,0.157012,0.0798375,0.149706,400,0
0,0.25,1,5000,0.106412,0.172375,0.0900125,0.158637,0.113312,0.122344,0.0850937,0.151812,400,0
0,0.25,1,7000,0.078475,0.1552,0.0864,0.15985,0.102237,0.13625,0.111244,0.170344,400,0
0,0.25,1,10000,0.0730625,0.184625,0.103,0.159913,0.0903687,0.136231,0.0913125,0.161488,400,0
0,0.25,1,25000,0.094325,0.175237,0.0872625,0.129713,0.114969,0.144669,0.0990437,0.154781,400,0
0,0.25,1,50000,0.0779062,0.182781,0.0884687,0.161431,0.0862437,0.156631,0.0801812,0.166356,400,0
0,0.25,1,100000,0.0902,0.162575,0.101813,0.15055,0.100862,0.122806,0.096475,0.174719,400,0
0,0.25,1,160000,0.0890313,0.154269,0.0947875,0.151625,0.11635,0.1317,0.0891813,0.173056,400,0
0,0.3,1,0,0.125125,0.125956,0.124588,0.124919,0.125019,0.125337,0.123706,0.12535,400,0
0,0.3,1,1000,0.0643937,0.177475,0.081375,0.174744,0.0805687,0.173719,0.082075,0.16565,400,0
0,0.3,1,2000,0.078525,0.199,0.0756625,0.160594,0.0995562,0.148231,0.0879562,0.150475,400,0
0,0.3,1,3000,0.0794625,0.160663,0.0972625,0.157275,0.108181,0.151194,0.0875,0.158463,400,0
0,0.3,1,5000,0.095575,0.215481,0.0838375,0.1248,0.08915,0.12875,0.0799,0.182506,400,0
0,0.3,1,7000,0.0688688,0.157488,0.0922375,0.162394,0.09385,0.14855,0.0855687,0.191044,400,0
0,0.3,1,10000,0.0970063,0.174294,0.0968062,0.136531,0.104444,0.141969,0.0881125,0.160837,400,0
0,0.3,1,25000,0.0799312,0.153494,0.089925,0.158913,0.0956625,0.1681,0.0928687,0.161106,400,0
0,0.3,1,50000,0.0933937,0.169088,0.0676812,0.152213,0.0959187,0.128087,0.106244,0.187375,400,0
0,0.3,1,100000,0.0702688,0.176294,0.089975,0.201681,0.102862,0.158781,0.0688625,0.131275,400,0
0,0.3,1,160000,0.0800063,0.194031,0.0827813,0.153206,0.0716125,0.154356,0.0783688,0.185638,400,0
0,0.3,1,0,0.1249,0.125112,0.12605,0.1238,0.124906,0.125781,0.124425,0.125025,400,0
0,0.3,1,1000,0.0511938,0.204781,0.0643375,0.19215,0.0654062,0.212562,0.0558375,0.153731,400,0
0,0.3,1,2000,0.0836563,0.177381,0.09075,0.163556,0.099675,0.121025,0.0873875,0.176569,400,0
0,0.3,1,3000,0.078175,0.197806,0.0776063,0.141275,0.0839875,0.138519,0.0912938,0.191337,400,0
0,0.3,1,5000,0.0852688,0.177813,0.0890438,0.163713,0.1016,0.136875,0.0908687,0.154819,400,0
0,0.3,1,7000,0.0750563,0.202381,0.0874,0.173281,0.0936,0.118156,0.0721,0.178025,400,0
0,0.3,1,10000,0.0864875,0.167925,0.100138,0.159969,0.0975188,0.127525,0.0832875,0.17715,400,0
0,0.3,1,25000,0.0736437,0.18985,0.102013,0.15265,0.0968813,0.146987,0.0718875,0.166087,400,0
0,0.3,1,50000,0.0829875,0.198394,0.0859562,0.188963,0.0918063,0.124988,0.0794563,0.14745,400,0
0,0.3,1,100000,0.07825,0.164713,0.0723562,0.162606,0.100344,0.147106,0.0924187,0.182206,400,0
0,0.3,1,160000,0.0917812,0.190637,0.0974562,0.128525,0.0807875,0.113325,0.0959625,0.201525,400,0
0,0.35,1,0,0.126037,0.123362,0.12505,0.124887,0.125056,0.1264,0.125456,0.12375,400,0
0,0.35,1,1000,0.0434625,0.232919,0.0329625,0.231669,0.0322,0.194375,0.0270813,0.205331,400,0
0,0.35,1,2000,0.060075,0.181519,0.0766125,0.158806,0.084325,0.164406,0.0790813,0.195175,400,0
0,0.35,1,3000,0.0786312,0.201563,0.093625,0.159156,0.0974625,0.104044,0.0828938,0.182625,400,0
0,0.35,1,5000,0.0659062,0.1563,0.0740438,0.182438,0.105887,0.167631,0.0770062,0.170788,400,0
0,0.35,1,7000,0.106975,0.2256,0.0879875,0.144613,0.0862062,0.106762,0.0894125,0.152444,400,0
0,0.35,1,10000,0.0829875,0.208694,0.0907125,0.157631,0.0798187,0.138869,0.0823375,0.15895,400,0
0,0.35,1,25000,0.0786437,0.183012,0.0856313,0.169263,0.104025,0.138763,0.0770938,0.163569,400,0
0,0.35,1,50000,0.0752812,0.172269,0.0836625,0.1398,0.0980313,0.132438,0.08505,0.213469,400,0
0,0.35,1,100000,0.0961375,0.197581,0.0879,0.145781,0.0826563,0.118919,0.097925,0.1731,400,0
0,0.35,1,160000,0.0720625,0.192656,0.0827187,0.173419,0.0914438,0.130844,0.0784125,0.178444,400,0
0,0.35,1,0,0.125494,0.1248,0.124719,0.125369,0.125,0.123444,0.124644,0.126531,400,0
0,0.35,1,1000,0.0616,0.2369,0.0535313,0.195194,0.0599875,0.160562,0.0437375,0.188488,400,0
0,0.35,1,2000,0.0755875,0.214406,0.0924688,0.165956,0.0883313,0.116038,0.0593438,0.187869,400,0
0,0.35,1,3000,0.0860438,0.167788,0.0853375,0.163369,0.105575,0.12795,0.0948125,0.169125,400,0
0,0.35,1,5000,0.0760375,0.173231,0.0827813,0.150756,0.0936875,0.138525,0.0878312,0.19715,400,0
0,0.35,1,7000,0.0847625,0.191688,0.0816375,0.130087,0.0934438,0.14605,0.0910625,0.181269,400,0
0,0.35,1,10000,0.0638688,0.153969,0.0803187,0.145681,0.0962062,0.155906,0.0946687,0.209381,400,0
0,0.35,1,25000,0.0838062,0.200825,0.0719687,0.137306,0.0897813,0.127956,0.09515,0.193206,400,0
0,0.35,1,50000,0.0773188,0.177537,0.0906437,0.160319,0.102969,0.145737,0.0790375,0.166437,400,0
0,0.35,1,100000,0.0864188,0.162337,0.0911375,0.171344,0.100362,0.139525,0.0859937,0.162881,400,0
0,0.35,1,160000,0.0713687,0.182737,0.096675,0.171825,0.084725,0.142338,0.0733875,0.176944,400,0
0,0.4,1,0,0.124831,0.125337,0.125731,0.124619,0.125025,0.125981,0.124594,0.123881,400,0
0,0.4,1,1000,0.0265625,0.258644,0.0245938,0.254044,0.0370438,0.166944,0.0304563,0.201712,400,0
0,0.4,1,2000,0.0707375,0.175019,0.0682938,0.197013,0.0791937,0.155369,0.07815,0.176225,400,0
0,0.4,1,3000,0.0793563,0.159794,0.0967125,0.156106,0.0931375,0.143831,0.0841812,0.186881,400,0
0,0.4,1,5000,0.0696062,0.144613,0.0810938,0.16415,0.0953,0.158881,0.0850562,0.2013,400,0
0,0.4,1,7000,0.102,0.223075,0.0957125,0.181512,0.0824687,0.103325,0.0582312,0.153675,400,0
0,0.4,1,10000,0.0765375,0.150569,0.09625,0.183631,0.111269,0.137831,0.0771687,0.166744,400,0
0,0.4,1,25000,0.0893937,0.178006,0.0834312,0.175925,0.0945125,0.140356,0.0847938,0.153581,400,0
0,0.4,1,50000,0.0797625,0.175987,0.0852437,0.175444,0.09855,0.12975,0.0663062,0.188956,400,0
0,0.4,1,100000,0.0855937,0.167269,0.0848375,0.1405,0.0917625,0.135006,0.09355,0.201481,400,0
0,0.4,1,160000,0.0802812,0.183881,0.0950625,0.186125,0.0883937,0.1322,0.0713812,0.162675,400,0
0,0.4,1,0,0.124625,0.126062,0.125362,0.125094,0.125262,0.125019,0.123844,0.124731,400,0
0,0.4,1,1000,0.0145375,0.222731,0.022,0.334644,0.0254937,0.196194,0.0191875,0.165213,400,0
0,0.4,1,2000,0.0678688,0.204681,0.0761938,0.173644,0.0719562,0.152587,0.0729,0.180169,400,0
0,0.4,1,3000,0.08485,0.215144,0.0697375,0.121338,0.0768125,0.140863,0.0833813,0.207875,400,0
0,0.4,1,5000,0.0847125,0.184325,0.0835,0.137681,0.100481,0.130263,0.08595,0.193087,400,0
0,0.4,1,7000,0.0897063,0.192887,0.0922063,0.166013,0.105131,0.118394,0.0522937,0.183369,400,0
0,0.4,1,10000,0.0934312,0.200125,0.072775,0.144712,0.0828312,0.151037,0.072025,0.183062,400,0
0,0.4,1,25000,0.0691375,0.178281,0.0886437,0.174319,0.0963,0.164156,0.0629625,0.1662,400,0
0,0.4,1,50000,0.0687,0.215737,0.0772,0.165263,0.09695,0.11995,0.07165,0.18455,400,0
0,0.4,1,100000,0.0673875,0.197869,0.0879812,0.169856,0.0920125,0.147875,0.0673563,0.169662,400,0
0,0.4,1,160000,0.0685313,0.214913,0.0706625,0.157344,0.0811875,0.133119,0.089075,0.185169,400,0
0,0.45,1,0,0.12595,0.124144,0.124213,0.124706,0.125294,0.12555,0.124269,0.125875,400,0
0,0.45,1,1000,0.015625,0.27335,0.0184563,0.237394,0.032975,0.161344,0.0261625,0.234694,400,0
0,0.45,1,2000,0.0479813,0.232244,0.0496875,0.243569,0.0596625,0.143225,0.0523375,0.171294,400,0
0,0.45,1,3000,0.0729188,0.164406,0.0676563,0.161225,0.0947188,0.150512,0.07665,0.211913,400,0
0,0.45,1,5000,0.0727687,0.192688,0.0880188,0.159731,0.0992,0.13995,0.0816,0.166044,400,0
0,0.45,1,7000,0.0784375,0.168456,0.0722125,0.164019,0.097975,0.146344,0.0828,0.189756,400,0
0,0.45,1,10000,0.0778125,0.169338,0.0853562,0.146294,0.106175,0.139106,0.0877938,0.188125,400,0
0,0.45,1,25000,0.0759875,0.185575,0.08115,0.144644,0.094925,0.14605,0.0821063,0.189562,400,0
0,0.45,1,50000,0.0876875,0.203712,0.0772375,0.173519,0.09265,0.119544,0.0602938,0.185356,400,0
0,0.45,1,100000,0.0614,0.184025,0.100694,0.203569,0.0885625,0.132725,0.067375,0.16165,400,0
0,0.45,1,160000,0.0744125,0.182444,0.0779938,0.132219,0.0887,0.151388,0.0792375,0.213606,400,0
0,0.45,1,0,0.124794,0.125238,0.125494,0.124369,0.124906,0.125488,0.124338,0.125375,400,0
0,0.45,1,1000,0.00901875,0.298787,0.0145437,0.323175,0.019375,0.154444,0.02105,0.159606,400,0
0,0.45,1,2000,0.0290812,0.186256,0.0354875,0.225075,0.0355437,0.219388,0.0276188,0.24155,400,0
0,0.45,1,3000,0.0779187,0.180975,0.0664125,0.184525,0.0785938,0.154731,0.0843562,0.172487,400,0
0,0.45,1,5000,0.0850188,0.170475,0.0951437,0.133981,0.07735,0.138144,0.0945437,0.205344,400,0
0,0.45,1,7000,0.0879625,0.179787,0.0818062,0.17615,0.0873812,0.136275,0.0886187,0.162019,400,0
0,0.45,1,10000,0.0735813,0.175487,0.0818187,0.1357,0.0888875,0.158225,0.0768875,0.209413,400,0
0,0.45,1,25000,0.0772812,0.201169,0.094975,0.153919,0.0863437,0.139013,0.0735,0.1738,400,0
0,0.45,1,50000,0.0687125,0.135481,0.0865125,0.165587,0.0968563,0.146456,0.106887,0.193506,400,0
0,0.45,1,100000,0.075625,0.175725,0.0832688,0.155663,0.0941437,0.144831,0.0847187,0.186025,400,0
0,0.45,1,160000,0.0656313,0.213906,0.0869188,0.149212,0.0882,0.177962,0.0588875,0.159281,400,0
0,0.5,1,0,0.126112,0.125825,0.125375,0.1256,0.124506,0.1238,0.123919,0.124863,400,0
0,0.5,1,1000,0.019725,0.328931,0.0187688,0.260056,0.0327125,0.125119,0.0276375,0.18705,400,0
0,0.5,1,2000,0.0376625,0.241712,0.0315563,0.20255,0.0567125,0.183506,0.0365562,0.209744,400,0
0,0.5,1,3000,0.0717375,0.196831,0.0821563,0.176538,0.0768188,0.137912,0.071125,0.186881,400,0
0,0.5,1,5000,0.077225,0.141825,0.0890375,0.166544,0.0936875,0.14485,0.078575,0.208256,400,0
0,0.5,1,7000,0.102063,0.168013,0.0818938,0.169219,0.097825,0.110525,0.0815625,0.1889,400,0
0,0.5,1,10000,0.0724313,0.180338,0.075325,0.166381,0.0919062,0.15215,0.0654437,0.196025,400,0
0,0.5,1,25000,0.0774813,0.179994,0.0870375,0.172975,0.0863,0.13265,0.0725812,0.190981,400,0
0,0.5,1,50000,0.0701937,0.203244,0.0803438,0.185081,0.106794,0.142256,0.0594875,0.1526,400,0
0,0.5,1,100000,0.07645,0.179881,0.0821563,0.1841,0.0899313,0.12025,0.0809437,0.186287,400,0
0,0.5,1,160000,0.0602688,0.168906,0.0797375,0.165775,0.0942875,0.184656,0.080075,0.166294,400,0
0,0.5,1,0,0.126469,0.123644,0.125169,0.125406,0.124669,0.125669,0.1235,0.125475,400,0
0,0.5,1,1000,0.009275,0.276181,0.0103187,0.286881,0.0340688,0.142338,0.0246062,0.216331,400,0
0,0.5,1,2000,0.0204125,0.236956,0.0297187,0.309287,0.0387125,0.150031,0.0243063,0.190575,400,0
0,0.5,1,3000,0.0542062,0.246356,0.0474188,0.154625,0.0586,0.138906,0.054175,0.245713,400,0
0,0.5,1,5000,0.07675,0.187094,0.0870125,0.167581,0.0905125,0.129887,0.0588,0.202363,400,0
0,0.5,1,7000,0.0812937,0.191963,0.0727562,0.160094,0.098825,0.1273,0.0838187,0.18395,400,0
0,0.5,1,10000,0.0853875,0.194812,0.0955125,0.176863,0.0899812,0.129875,0.0631625,0.164406,400,0
0,0.5,1,25000,0.0815188,0.239356,0.09,0.151725,0.0965063,0.123919,0.0652,0.151775,400,0
0,0.5,1,50000,0.0750438,0.2044,0.0842187,0.135275,0.0904438,0.113437,0.0927188,0.204462,400,0
0,0.5,1,100000,0.0625562,0.17745,0.0701187,0.1354,0.076425,0.164087,0.0809062,0.233056,400,0
0,0.5,1,160000,0.0794312,0.211325,0.0911625,0.1752,0.0911437,0.104625,0.0568125,0.1903,400,0
0,0.55,1,0,0.126119,0.124919,0.125575,0.125388,0.124569,0.125056,0.124475,0.1239,400,0
0,0.55,1,1000,0.00283125,0.3526,0.006925,0.252581,0.0366812,0.148681,0.0206875,0.179012,400,0
0,0.55,1,2000,0.00249375,0.373987,0.00601875,0.282394,0.03395,0.115481,0.0194,0.166275,400,0
