MCS,ROCK,PAPER,SCISSORS,LIZARD,SPOCK
4480,6.29,0,24.9675,33.0125,29.3725
4481,6.275,0,25.045,32.9875,29.5125
4482,6.2675,0,25.165,32.835,29.5525
4483,6.2675,0,25.1075,32.73,29.585
4484,6.3225,0,25.15,32.6525,29.6
4485,6.36,0,25.2025,32.66,29.6475
4486,6.38,0,25.285,32.685,29.4225
4487,6.4175,0,25.27,32.7025,29.3175
4488,6.495,0,25.345,32.79,29.315
4489,6.4975,0,25.33,32.7575,29.2475
4490,6.4625,0,25.3125,32.8,29.325
4491,6.455,0,25.2975,32.9075,29.195
4492,6.4525,0,25.375,32.8175,29.1525
4493,6.43,0,25.5075,32.7625,28.99
4494,6.4925,0,25.55,32.71,29.035
4495,6.54,0,25.605,32.645,28.9
4496,6.5625,0,25.5525,32.545,29.04
4497,6.5775,0,25.61,32.4875,28.98
4498,6.6725,0,25.7225,32.3975,28.97
4499,6.695,0,25.7575,32.2725,29.06
4500,6.7325,0,25.81,32.0825,29.0675
4501,6.75,0,25.8325,31.865,29.0875
4502,6.8025,0,25.92,31.76,29.1825
4503,6.84,0,25.855,31.72,29.335
4504,6.905,0,26.0175,31.4875,29.2275
4505,6.935,0,26.1425,31.4175,29.2025
4506,7.005,0,26.1925,31.1825,29.1825
4507,7.06,0,26.27,31.13,29.235
4508,7.1525,0,26.24,30.98,29.2725
4509,7.2125,0,26.28,30.7975,29.505
4510,7.2375,0,26.1525,30.5325,29.5025
4511,7.2525,0,26.2075,30.59,29.61
4512,7.355,0,26.3525,30.5,29.75
4513,7.41,0,26.22,30.31,29.79
4514,7.4475,0,26.2075,30.1925,29.9825
4515,7.5,0,26.1825,30.235,29.975
4516,7.49,0,26.1075,30.2,30.13
4517,7.5625,0,26.0725,30.17,30.0425
4518,7.5275,0,25.995,30.165,30.1625
4519,7.535,0,25.8975,30.035,30.21
4520,7.6475,0,25.8975,29.93,30.2175
4521,7.705,0,25.9,30,30.29
4522,7.6975,0,25.8675,30.01,30.3325
4523,7.7225,0,25.84,30.0675,30.5175
4524,7.685,0,25.7925,29.9925,30.565
4525,7.7125,0,25.5875,29.86,30.675
4526,7.695,0,25.69,29.9525,30.7525
4527,7.63,0,25.67,29.81,30.81
4528,7.6325,0,25.5725,29.7475,30.905
4529,7.5925,0,25.5925,29.6975,31.0725
4530,7.6025,0,25.4625,29.7675,31.2275
4531,7.615,0,25.34,29.7075,31.37
4532,7.5325,0,25.1775,29.8125,31.55
4533,7.485,0,25.08,29.825,31.6875
4534,7.535,0,25.0125,29.765,31.8475
4535,7.5075,0,25.0225,29.7025,31.94
4536,7.5225,0,25.0725,29.595,31.9225
4537,7.4875,0,25.095,29.5125,31.875
4538,7.38,0,25.1475,29.35,32.1325
4539,7.365,0,25.125,29.32,32.18
4540,7.37,0,25.0875,29.34,32.295
4541,7.3675,0,25.0625,29.13,32.31
4542,7.2775,0,25.005,29.1,32.5225
4543,7.2075,0,25.0375,29.0025,32.6375
4544,7.1825,0,24.9225,28.835,32.7675
4545,7.195,0,24.9775,28.8625,32.97
4546,7.2225,0,24.965,28.8475,33.1025
4547,7.27,0,24.9725,28.8125,33.2075
4548,7.265,0,24.845,28.715,33.28
4549,7.2375,0,24.9325,28.56,33.3575
4550,7.2075,0,24.8875,28.2825,33.52
4551,7.2275,0,24.785,28.225,33.6175
4552,7.2825,0,24.6675,28.2375,33.8
4553,7.32,0,24.6275,28.1675,34.0175
4554,7.3,0,24.5875,28.2075,34.01
4555,7.3275,0,24.425,28.2525,33.9775
4556,7.285,0,24.4325,28.205,34.19
4557,7.315,0,24.3725,28.03,34.3175
4558,7.29,0,24.315,28.14,34.355
4559,7.2475,0,24.3375,28.1225,34.37
4560,7.215,0,24.4075,28.1,34.3325
4561,7.1825,0,24.4825,28.09,34.38
4562,7.125,0,24.3375,28.115,34.3975
4563,7.105,0,24.2475,28.2675,34.36
4564,7.115,0,24.15,28.4275,34.39
4565,7.08,0,24.0775,28.4075,34.39
4566,7.025,0,24.0575,28.565,34.305
4567,7.01,0,23.98,28.625,34.235
4568,6.985,0,23.8625,28.71,34.12
4569,6.935,0,23.795,28.815,34.1475
4570,6.8625,0,23.675,29.0025,34.1225
4571,6.93,0,23.6575,29.2725,34.0975
4572,6.9625,0,23.62,29.455,33.9225
4573,6.8975,0,23.575,29.5675,33.915
4574,6.8425,0,23.5125,29.645,33.825
4575,6.7775,0,23.4,29.845,33.7075
4576,6.71,0,23.4925,30.0225,33.705
4577,6.695,0,23.39,30.0325,33.67
4578,6.685,0,23.3875,30.3675,33.515
4579,6.67,0,23.265,30.5725,33.275
4580,6.6325,0,23.3025,30.6675,33.315
4581,6.6375,0,23.2525,30.855,33.13
4582,6.64,0,23.24,31.055,33.0175
4583,6.5725,0,23.2025,31.2775,32.805
4584,6.61,0,23.2,31.345,32.77
4585,6.565,0,23.2075,31.4475,32.6975
4586,6.465,0,23.235,31.6325,32.6075
4587,6.4125,0,23.19,31.77,32.565
4588,6.445,0,23.0425,32.06,32.4325
4589,6.375,0,23.01,32.155,32.35
4590,6.3475,0,22.9725,32.325,32.3525
4591,6.325,0,22.91,32.5825,32.215
4592,6.2475,0,22.8425,32.7475,31.8725
4593,6.2075,0,22.81,32.83,31.8
4594,6.2,0,22.8,32.9675,31.52
4595,6.1675,0,22.82,33.2225,31.3775
4596,6.1125,0,22.9275,33.4075,31.4
4597,6.165,0,22.8675,33.635,31.2575
4598,6.07,0,22.87,33.865,31.2425
4599,6.1125,0,22.95,33.9675,31.14
4600,6.05,0,22.87,34.045,30.93
4601,6.045,0,22.7525,34.135,30.9425
4602,5.96,0,22.785,34.2625,30.8625
4603,6.03,0,22.9475,34.3775,30.755
4604,6.03,0,22.8,34.3775,30.72
4605,5.9925,0,22.8875,34.435,30.6425
4606,6.025,0,22.7825,34.5025,30.5925
4607,6.155,0,22.87,34.5625,30.5925
4608,6.215,0,22.8625,34.47,30.5425
4609,6.22,0,22.845,34.5825,30.545
4610,6.26,0,22.765,34.565,30.5275
4611,6.2125,0,22.805,34.475,30.4725
4612,6.255,0,22.8575,34.335,30.5275
4613,6.28,0,22.895,34.4025,30.4225
4614,6.2725,0,22.97,34.395,30.4525
4615,6.3775,0,23.025,34.3375,30.3475
4616,6.42,0,22.96,34.385,30.3475
4617,6.4475,0,22.93,34.3625,30.43
4618,6.5175,0,22.9525,34.1175,30.4475
4619,6.575,0,23.045,33.925,30.4375
4620,6.6225,0,23.07,34.0175,30.325
4621,6.69,0,23.1775,33.79,30.5175
4622,6.805,0,23.11,33.6875,30.4825
4623,6.9525,0,23.2675,33.355,30.4
4624,6.95,0,23.395,33.035,30.5725
4625,7.0175,0,23.53,32.9575,30.445
4626,7.0525,0,23.69,32.785,30.395
4627,7.1225,0,23.8125,32.5875,30.35
4628,7.1975,0,23.8525,32.435,30.375
4629,7.27,0,24.015,32.2675,30.5225
4630,7.3325,0,24.145,31.9825,30.575
4631,7.45,0,24.3875,31.705,30.575
4632,7.475,0,24.515,31.505,30.4575
4633,7.52,0,24.625,31.445,30.4925
4634,7.49,0,24.77,31.265,30.5925
4635,7.5125,0,24.885,31.0125,30.5425
4636,7.6125,0,24.9925,30.8725,30.635
4637,7.58,0,25.1625,30.73,30.605
4638,7.575,0,25.3075,30.575,30.565
4639,7.5825,0,25.475,30.31,30.6175
4640,7.5775,0,25.6125,30.045,30.86
4641,7.5125,0,25.585,29.8225,30.97
4642,7.58,0,25.74,29.735,30.94
4643,7.535,0,25.74,29.755,30.915
4644,7.525,0,25.7525,29.6475,31.095
4645,7.555,0,25.8875,29.495,31.2975
4646,7.555,0,25.8575,29.4175,31.2325
4647,7.525,0,25.905,29.455,31.245
4648,7.4925,0,25.95,29.415,31.3425
4649,7.415,0,25.945,29.315,31.5175
4650,7.3075,0,26.0575,29.175,31.635
4651,7.2775,0,26.1775,29.0925,31.575
4652,7.235,0,26.2275,28.9375,31.6875
4653,7.24,0,26.285,28.8325,31.7575
4654,7.1775,0,26.295,28.835,31.74
4655,7.125,0,26.435,28.8125,31.86
4656,7.09,0,26.425,28.71,31.9075
4657,6.985,0,26.285,28.8,31.9525
4658,6.965,0,26.3975,28.6775,32.08
4659,6.91,0,26.3175,28.695,32.06
4660,6.79,0,26.4375,28.66,32.205
4661,6.7825,0,26.4975,28.51,32.245
4662,6.75,0,26.6375,28.45,32.2675
4663,6.6625,0,26.6875,28.3275,32.405
4664,6.635,0,26.8025,28.3125,32.4225
4665,6.6125,0,26.7725,28.2675,32.4625
4666,6.5625,0,26.83,28.18,32.4
4667,6.535,0,26.815,28.1875,32.5225
4668,6.525,0,26.79,28.11,32.635
4669,6.4525,0,26.85,28.1475,32.6225
4670,6.4375,0,26.7925,28.0875,32.69
4671,6.3825,0,26.7125,28.04,32.81
4672,6.395,0,26.855,28.11,32.825
4673,6.3425,0,26.73,28.1475,32.815
4674,6.29,0,26.725,28.12,32.8975
4675,6.2225,0,26.65,28.15,32.9925
4676,6.2175,0,26.6925,28.06,33.0025
4677,6.15,0,26.61,28.07,33.09
4678,6.1925,0,26.5475,27.9925,33.215
4679,6.14,0,26.47,27.9775,33.3175
4680,6.15,0,26.475,27.87,33.4725
4681,6.1575,0,26.41,27.73,33.5225
4682,6.12,0,26.41,27.7475,33.695
4683,6.085,0,26.2975,27.7925,33.815
4684,6.025,0,25.98,27.9175,33.9725
4685,5.9775,0,25.8725,28.06,34.14
4686,5.9325,0,25.765,28.155,34.115
4687,5.95,0,25.7,28.0875,34.0425
4688,5.9425,0,25.5975,28.175,34.23
4689,5.99,0,25.5375,28.2075,34.255
4690,5.8975,0,25.4,28.295,34.45
4691,5.8,0,25.34,28.44,34.59
4692,5.725,0,25.235,28.4825,34.5125
4693,5.6425,0,25.1325,28.57,34.6025
4694,5.6075,0,24.915,28.7675,34.68
4695,5.585,0,24.7525,29.015,34.6575
4696,5.5425,0,24.635,29.21,34.7625
4697,5.45,0,24.4925,29.18,34.8575
4698,5.4175,0,24.3925,29.4425,34.8
4699,5.3325,0,24.2675,29.5225,34.8
4700,5.2425,0,24.2025,29.7625,34.7375
4701,5.21,0,23.96,30.1275,34.6175
4702,5.1175,0,23.9725,30.335,34.6525
4703,5.0375,0,23.9,30.525,34.725
4704,5.0375,0,23.815,30.6,34.6075
4705,5.0275,0,23.8275,30.8075,34.5625
4706,5.005,0,23.7725,30.9925,34.325
4707,4.9675,0,23.58,31.1325,34.39
4708,5.02,0,23.495,31.16,34.3725
4709,5.055,0,23.505,31.3375,34.2075
4710,5.0075,0,23.25,31.57,34.32
4711,4.9975,0,23.12,31.7375,34.19
4712,5.0225,0,23.0325,31.8475,34.06
4713,5.0375,0,22.96,31.965,33.985
4714,5.0175,0,22.9,32.04,34.0125
4715,5.065,0,22.915,32.175,33.92
4716,5.05,0,22.7525,32.415,33.89
4717,5.065,0,22.685,32.3975,33.74
4718,5.16,0,22.625,32.6475,33.43
4719,5.2125,0,22.635,32.815,33.2625
4720,5.2875,0,22.575,32.9,33.335
4721,5.385,0,22.4925,32.97,33.175
4722,5.41,0,22.4925,33.02,32.9975
4723,5.4675,0,22.5125,33.175,32.8175
4724,5.555,0,22.525,33.1675,32.89
4725,5.5275,0,22.53,33.115,32.7625
4726,5.6275,0,22.5425,33.1875,32.69
4727,5.6725,0,22.515,33.11,32.55
4728,5.73,0,22.5875,33.135,32.3525
4729,5.7375,0,22.635,33.115,32.2975
4730,5.8075,0,22.7025,33.105,32.0775
4731,5.8525,0,22.7075,33.1475,32.0325
4732,5.915,0,22.7825,33.1175,31.985
4733,6.01,0,22.7775,33.2575,31.8875
4734,6.05,0,22.8225,33.195,31.7725
4735,6.13,0,22.765,33.2525,31.685
4736,6.1225,0,22.87,33.0825,31.57
4737,6.2675,0,22.91,33.065,31.49
4738,6.275,0,22.9475,33.26,31.27
4739,6.335,0,22.98,33.3225,31.2125
4740,6.3775,0,22.98,33.3625,31.1175
4741,6.4725,0,23.04,33.2475,30.975
4742,6.5625,0,23.1375,33.285,30.7725
4743,6.6075,0,23.2025,33.3675,30.63
4744,6.5975,0,23.29,33.3625,30.5375
4745,6.675,0,23.5,33.3975,30.315
4746,6.7975,0,23.64,33.2175,30.1175
4747,6.8575,0,23.715,33.2425,29.945
4748,6.9675,0,23.865,33.3025,29.72
4749,6.965,0,23.9975,33.2925,29.6275
4750,7.03,0,24.035,33.3025,29.395
4751,7.1,0,24.005,33.4625,29.2725
4752,7.12,0,24.0975,33.5375,29.23
4753,7.135,0,24.185,33.55,29.0125
4754,7.1825,0,24.24,33.57,28.82
4755,7.2525,0,24.33,33.5875,28.8575
4756,7.31,0,24.3275,33.4075,28.73
4757,7.355,0,24.465,33.4725,28.61
4758,7.4675,0,24.625,33.37,28.5525
4759,7.475,0,24.7025,33.3325,28.415
4760,7.47,0,24.805,33.31,28.4825
4761,7.465,0,24.865,33.1025,28.4825
4762,7.555,0,24.89,32.955,28.625
4763,7.6225,0,24.9475,32.815,28.5925
4764,7.655,0,24.94,32.87,28.4925
4765,7.68,0,24.945,32.91,28.56
4766,7.6825,0,24.885,32.8275,28.5
4767,7.7225,0,24.98,32.6275,28.4625
4768,7.8375,0,25.105,32.6075,28.48
4769,7.7875,0,25.14,32.55,28.36
4770,7.845,0,25.17,32.6275,28.48
4771,7.8825,0,25.215,32.615,28.42
4772,7.9425,0,25.2975,32.4875,28.3075
4773,8.0075,0,25.3525,32.465,28.2825
4774,8.0725,0,25.2375,32.3675,28.2775
4775,8.045,0,25.2325,32.3425,28.3975
4776,8.08,0,25.2975,32.05,28.5975
4777,8.115,0,25.4,31.9125,28.7575
4778,8.1325,0,25.41,31.7325,28.73
4779,8.1975,0,25.385,31.5775,28.82
4780,8.195,0,25.435,31.4525,29.005
4781,8.2175,0,25.415,31.1425,29.01
4782,8.2575,0,25.5075,31.08,29.1525
4783,8.25,0,25.5425,31.045,29.13
4784,8.2675,0,25.5375,30.9275,29.1
4785,8.245,0,25.585,30.925,29.15
4786,8.1725,0,25.6975,30.81,29.125
4787,8.1825,0,25.595,30.745,29.12
4788,8.2175,0,25.7025,30.7675,29.175
4789,8.2525,0,25.795,30.5575,29.205
4790,8.1925,0,25.895,30.3125,29.3025
4791,8.185,0,25.9025,30.2975,29.49
4792,8.1225,0,25.945,30.13,29.71
4793,8.0875,0,26.0775,30.195,29.7375
4794,8.065,0,26.035,29.9425,29.82
4795,8.0275,0,25.985,29.9375,29.8775
4796,7.9775,0,25.9925,29.84,30.03
4797,7.9475,0,26.03,29.81,30.185
4798,7.905,0,26.1025,29.7525,30.34
4799,7.8375,0,26.0525,29.6525,30.37
4800,7.78,0,26.085,29.48,30.58
4801,7.735,0,26.235,29.3875,30.6525
4802,7.655,0,26.1975,29.2225,30.91
4803,7.6875,0,26.265,28.9625,31.13
4804,7.635,0,26.1425,28.8975,31.25
4805,7.54,0,26.0725,28.9675,31.415
4806,7.5825,0,26.125,28.9225,31.595
4807,7.4475,0,26.1025,28.7725,31.74
4808,7.4375,0,26.0025,28.695,31.815
4809,7.46,0,25.9825,28.71,31.7625
4810,7.425,0,26.05,28.6125,31.81
4811,7.3625,0,26.0575,28.475,31.9625
4812,7.3575,0,25.9625,28.3725,32.18
4813,7.3575,0,25.9825,28.275,32.3775
4814,7.3175,0,25.99,28.325,32.41
4815,7.2575,0,25.8025,28.3425,32.5875
4816,7.195,0,25.7525,28.3225,32.665
4817,7.165,0,25.57,28.2375,32.9675
4818,7.1525,0,25.6225,28.3,33.0725
4819,7.135,0,25.4075,28.2425,33.2225
4820,7.1,0,25.3375,28.21,33.3075
4821,7.0875,0,25.2125,28.3575,33.455
4822,7.085,0,25.1125,28.3525,33.2925
4823,7.0625,0,25.085,28.4925,33.2425
4824,6.995,0,25.0225,28.6,33.2175
4825,7,0,24.8725,28.5425,33.6275
4826,6.94,0,24.8575,28.5675,33.6175
4827,6.855,0,24.715,28.745,33.6925
4828,6.815,0,24.5925,28.9125,33.605
4829,6.7225,0,24.4925,28.895,33.8425
4830,6.69,0,24.2875,29.015,33.9025
4831,6.69,0,24.185,29.2325,33.8525
4832,6.6625,0,24.085,29.2675,33.89
4833,6.665,0,23.905,29.4625,33.9575
4834,6.59,0,23.9325,29.4825,34.0325
4835,6.545,0,23.8,29.5775,34
4836,6.4425,0,23.7075,29.7025,34.08
4837,6.285,0,23.5525,29.8275,34.1925
4838,6.275,0,23.495,29.875,34.21
4839,6.2675,0,23.28,29.97,34.355
4840,6.2275,0,23.1775,30.0125,34.3225
4841,6.285,0,23.1225,30.115,34.3075
4842,6.29,0,22.9925,30.42,34.34
4843,6.21,0,22.86,30.53,34.285
4844,6.1775,0,22.7425,30.6925,34.375
4845,6.1075,0,22.5325,30.71,34.5025
4846,6.0725,0,22.5775,30.7475,34.495
4847,6.0725,0,22.5225,30.8675,34.5225
4848,6.1075,0,22.575,31.03,34.36
4849,6.0975,0,22.5475,31.0525,34.3475
4850,6.0875,0,22.375,31.185,34.2775
4851,6.03,0,22.33,31.21,34.3
4852,5.955,0,22.3225,31.465,34.1825
4853,5.8975,0,22.14,31.6275,34.17
4854,5.8725,0,22.06,31.7075,34.195
4855,5.895,0,22.0175,31.8325,34.36
4856,5.855,0,21.8575,31.985,34.3475
4857,5.8275,0,21.635,32.1425,34.4225
4858,5.8525,0,21.515,32.2075,34.4625
4859,5.8375,0,21.53,32.065,34.495
4860,5.9,0,21.48,32.155,34.325
4861,5.9575,0,21.4175,32.3625,34.42
4862,5.99,0,21.2925,32.3475,34.3975
4863,6.03,0,21.175,32.565,34.265
4864,6.095,0,21.045,32.62,34.325
4865,6.0975,0,20.885,32.7175,34.2725
4866,6.1575,0,20.955,32.6475,34.3
4867,6.2525,0,20.6975,32.7975,34.0625
4868,6.32,0,20.6725,32.7825,34.1375
4869,6.365,0,20.6125,32.8975,34.02
4870,6.455,0,20.54,32.9125,33.935
4871,6.4675,0,20.42,33.095,33.88
4872,6.4525,0,20.325,33.2575,33.7775
4873,6.5825,0,20.2325,33.29,33.7425
4874,6.6675,0,20.255,33.52,33.5275
4875,6.6825,0,20.2175,33.635,33.435
4876,6.7625,0,20.185,33.5925,33.27
4877,6.795,0,20.1725,33.6925,33.165
4878,6.84,0,20.2625,33.7075,32.955
4879,6.8675,0,20.285,33.8975,32.9575
4880,6.9725,0,20.2125,33.98,32.7025
4881,7.03,0,20.31,33.9825,32.435
4882,7.0725,0,20.39,34.01,32.3575
4883,7.135,0,20.3775,34.13,32.2725
4884,7.1925,0,20.455,34.135,32.0775
4885,7.27,0,20.45,34.18,31.965
4886,7.305,0,20.585,34.0925,31.7825
4887,7.2625,0,20.5975,34.19,31.72
4888,7.305,0,20.77,34.15,31.4425
4889,7.515,0,20.9225,34.1925,31.205
4890,7.52,0,20.93,34.3,31.15
4891,7.5825,0,21.055,34.305,31.11
4892,7.67,0,21.0975,34.2475,30.9475
4893,7.72,0,21.205,34.08,30.8225
4894,7.785,0,21.1575,34.14,30.625
4895,7.8725,0,21.3525,34.145,30.57
4896,7.955,0,21.485,34.07,30.425
4897,8.0625,0,21.525,33.9725,30.375
4898,8.1725,0,21.7775,33.7175,30.1625
4899,8.2275,0,21.7975,33.5925,30.0375
4900,8.27,0,22.0725,33.535,29.8775
4901,8.3525,0,22.055,33.4075,29.7475
4902,8.425,0,22.3125,33.28,29.74
4903,8.485,0,22.4975,33.185,29.605
4904,8.54,0,22.835,32.9425,29.4025
4905,8.63,0,23.0575,32.8175,29.4275
4906,8.715,0,23.1625,32.6775,29.1975
4907,8.7875,0,23.45,32.485,29.1025
4908,8.805,0,23.675,32.4125,28.975
4909,8.9025,0,23.76,32.3725,28.9525
4910,8.9925,0,23.94,32.1825,28.715
4911,9.015,0,24.045,31.9375,28.61
4912,9.02,0,24.3175,31.6875,28.58
4913,9.0775,0,24.5,31.6575,28.3625
4914,9.1825,0,24.66,31.5775,28.1925
4915,9.225,0,24.8775,31.4475,28.1075
4916,9.3075,0,25.2075,31.4,27.9125
4917,9.3475,0,25.435,31.3075,27.77
4918,9.395,0,25.51,31.175,27.58
4919,9.4125,0,25.635,31.0225,27.535
4920,9.45,0,25.72,30.9175,27.5325
4921,9.45,0,25.88,30.74,27.5475
4922,9.49,0,26.05,30.6325,27.4525
4923,9.4575,0,26.1475,30.47,27.4975
4924,9.4425,0,26.23,30.3475,27.665
4925,9.505,0,26.3775,30.075,27.6975
4926,9.5525,0,26.5725,29.9825,27.775
4927,9.5475,0,26.6775,29.885,27.765
4928,9.415,0,26.7575,29.695,27.84
4929,9.46,0,26.9675,29.6425,27.8275
4930,9.45,0,27.0775,29.445,27.935
4931,9.395,0,27.2,29.1775,27.9975
4932,9.37,0,27.3775,28.92,28.02
4933,9.345,0,27.335,28.97,28.03
4934,9.3025,0,27.385,29.045,28.1475
4935,9.2075,0,27.3775,29.0725,28.32
4936,9.1675,0,27.25,28.965,28.37
4937,9.1,0,27.3375,28.9475,28.4325
4938,9.025,0,27.3275,28.83,28.5425
4939,8.88,0,27.3375,28.8575,28.69
4940,8.89,0,27.335,28.7125,28.87
4941,8.865,0,27.4275,28.595,29.0475
4942,8.7675,0,27.3575,28.4075,29.1875
4943,8.745,0,27.4,28.4875,29.31
4944,8.705,0,27.4325,28.325,29.48
4945,8.61,0,27.3275,28.37,29.4725
4946,8.575,0,27.36,28.3375,29.5625
4947,8.545,0,27.25,28.13,29.7725
4948,8.4675,0,27.2025,28.14,29.84
4949,8.45,0,27.26,28.1025,30.025
4950,8.39,0,27.2025,28.0575,30.2175
4951,8.315,0,27.05,28.0175,30.2625
4952,8.3475,0,26.9975,28.0075,30.4325
4953,8.285,0,26.95,27.905,30.6475
4954,8.2525,0,26.8775,27.765,30.685
4955,8.1875,0,26.85,27.7275,30.985
4956,8.065,0,26.7225,27.685,31.01
4957,7.9675,0,26.54,27.77,31.2925
4958,7.9225,0,26.41,27.905,31.4025
4959,7.8525,0,26.3425,27.895,31.585
4960,7.78,0,26.2675,27.8275,31.815
4961,7.705,0,26.045,27.86,32.0175
4962,7.7,0,25.88,27.8025,32.09
4963,7.595,0,25.8125,28.005,32.3025
4964,7.5575,0,25.6525,28.01,32.5175
4965,7.5775,0,25.4575,27.9825,32.665
4966,7.565,0,25.3525,28.135,32.7225
4967,7.5425,0,25.1875,28.125,32.855
4968,7.5225,0,25.065,28.2125,33.0375
4969,7.54,0,24.87,28.1675,33.21
4970,7.525,0,24.6525,28.1075,33.525
4971,7.53,0,24.55,28.1875,33.52
4972,7.4625,0,24.555,28.3325,33.555
4973,7.4,0,24.4825,28.3675,33.695
4974,7.3775,0,24.3175,28.3625,33.8075
4975,7.3275,0,24.105,28.3675,33.96
4976,7.3025,0,23.91,28.3975,34.225
4977,7.285,0,23.815,28.4975,34.4175
4978,7.25,0,23.59,28.6675,34.375
4979,7.285,0,23.3925,28.8575,34.4275
4980,7.1975,0,23.2475,29.0675,34.495
4981,7.1925,0,22.97,29.1225,34.48
4982,7.125,0,22.905,29.1125,34.6175
4983,7.095,0,22.79,29.175,34.655
4984,7.0625,0,22.75,29.2775,34.67
4985,7.0125,0,22.6675,29.385,34.81
4986,6.9475,0,22.6325,29.4825,34.8925
4987,6.8025,0,22.5025,29.6775,34.9575
4988,6.875,0,22.37,29.5625,34.9825
4989,6.7675,0,22.17,29.815,35.1125
4990,6.71,0,22.15,29.94,35.0775
4991,6.6725,0,22.0775,30.15,35.065
4992,6.6875,0,21.935,30.2525,35.105
4993,6.72,0,21.95,30.2875,35.0725
4994,6.7275,0,21.8075,30.4575,35.0125
4995,6.685,0,21.765,30.52,34.985
4996,6.6925,0,21.6075,30.64,35.0275
4997,6.6525,0,21.655,30.755,34.835
4998,6.6625,0,21.615,30.8425,34.7475
4999,6.66,0,21.555,30.9325,34.7925
5000,6.7,0,21.555,30.985,34.685
5001,6.6225,0,21.645,31.0575,34.6625
5002,6.62,0,21.5825,31.2425,34.505
5003,6.6,0,21.5975,31.335,34.48
5004,6.5925,0,21.6375,31.3,34.305
5005,6.5625,0,21.715,31.41,34.3225
5006,6.575,0,21.8075,31.495,34.15
5007,6.575,0,21.8175,31.5,34.055
5008,6.5725,0,21.795,31.7325,34.0675
5009,6.51,0,21.8425,31.595,34.0825
5010,6.4925,0,21.9275,31.565,33.95
5011,6.4625,0,21.9675,31.655,33.91
5012,6.48,0,22.05,31.6275,33.8725
5013,6.4225,0,22.0475,31.64,33.9025
5014,6.3525,0,22.23,31.6125,33.945
5015,6.325,0,22.335,31.6775,33.675
5016,6.275,0,22.2875,31.845,33.3475
5017,6.2075,0,22.42,32.0375,33.4475
5018,6.1175,0,22.5925,32.05,33.29
5019,6.13,0,22.7225,32.11,33.1975
5020,6.0925,0,22.825,32.155,33.0625
5021,6.1425,0,22.8625,32.155,33.0775
5022,6.1125,0,22.9325,31.985,32.92
5023,6.0425,0,22.905,32.0425,32.7525
5024,5.96,0,22.9425,32.18,32.8825
5025,5.935,0,22.935,32.2525,32.9275
5026,5.9275,0,22.865,32.3275,32.9725
5027,5.925,0,22.7975,32.2875,32.9525
5028,5.825,0,22.7875,32.3,32.9475
5029,5.765,0,22.8325,32.415,33
5030,5.775,0,22.85,32.4925,32.7775
5031,5.8175,0,22.9925,32.605,32.7125
5032,5.8175,0,22.9075,32.71,32.6725
5033,5.8075,0,22.78,32.7,32.6825
5034,5.835,0,22.76,32.7225,32.6225
5035,5.795,0,22.7825,32.795,32.5575
5036,5.78,0,22.8425,32.88,32.5375
5037,5.7475,0,22.9425,32.975,32.3875
5038,5.72,0,22.9025,33.09,32.365
5039,5.6325,0,22.9575,33.155,32.2125
5040,5.615,0,23.045,33.255,32.0675
5041,5.5625,0,23.105,33.4275,31.935
5042,5.5575,0,23.09,33.4175,31.825
5043,5.53,0,23.0325,33.6,31.7025
5044,5.5775,0,23.0375,33.63,31.7475
5045,5.5725,0,23.065,33.6325,31.75
5046,5.55,0,23.1275,33.775,31.6425
5047,5.5525,0,23.135,33.8575,31.6275
5048,5.555,0,23.02,33.99,31.5275
5049,5.54,0,23.0225,33.8975,31.5275
5050,5.545,0,23.0475,34.04,31.29
5051,5.615,0,23.0025,34.0875,31.1775
5052,5.6875,0,22.9075,34.095,31.0825
5053,5.7025,0,22.9425,34.255,31.125
5054,5.7075,0,23.0625,34.2425,31.0225
5055,5.6975,0,23.03,34.2775,30.9475
5056,5.765,0,23.0525,34.245,31.0525
5057,5.775,0,22.925,34.26,30.955
5058,5.8275,0,22.88,34.3,30.93
5059,5.8075,0,22.925,34.28,30.975
5060,5.8275,0,22.965,34.2025,31.02
5061,5.9425,0,22.905,34.1375,30.94
5062,5.96,0,23.115,34.1,31.0175
5063,5.95,0,23.065,34.12,31.04
5064,6.0575,0,23.1325,34.0375,30.9675
5065,6.1025,0,23.1275,33.83,30.965
5066,6.2225,0,23.0975,33.7375,31
5067,6.3025,0,23.0575,33.7275,30.9225
5068,6.3875,0,23.0325,33.6175,30.9375
5069,6.45,0,22.9275,33.5425,30.9725
5070,6.49,0,22.955,33.5025,30.995
5071,6.4875,0,23.055,33.42,31.015
5072,6.6275,0,23.0625,33.32,30.875
5073,6.67,0,23.115,33.09,31.0225
5074,6.73,0,23.2025,32.8625,31.09
5075,6.7475,0,23.21,32.7475,31.035
5076,6.855,0,23.2075,32.7425,31.035
5077,6.9025,0,23.165,32.625,31.1325
5078,6.965,0,23.25,32.5525,31.0775
5079,6.9975,0,23.2625,32.475,31.1775
5080,7.1025,0,23.3275,32.2975,31.115
5081,7.175,0,23.4575,32.2125,31.145
5082,7.215,0,23.5975,32.0925,31.1625
5083,7.3,0,23.5675,31.9675,31.145
5084,7.4,0,23.52,31.9675,31.125
5085,7.5325,0,23.5625,31.88,31.255
5086,7.535,0,23.5925,31.7575,31.345
