MCS,ROCK,PAPER,SCISSORS,LIZARD,SPOCK
1949,7.915,0,25.6125,30.7175,29.77
1950,8.04,0,25.6725,30.7175,29.785
1951,8.085,0,25.6525,30.675,29.6425
1952,8.1575,0,25.6775,30.5975,29.66
1953,8.135,0,25.6825,30.585,29.59
1954,8.1475,0,25.6025,30.435,29.6575
1955,8.145,0,25.6125,30.5475,29.7475
1956,8.1225,0,25.605,30.4275,29.5775
1957,8.2125,0,25.6325,30.5375,29.64
1958,8.23,0,25.6125,30.52,29.6825
1959,8.2775,0,25.5625,30.56,29.59
1960,8.355,0,25.51,30.57,29.5775
1961,8.3375,0,25.5,30.335,29.655
1962,8.4525,0,25.475,30.275,29.57
1963,8.43,0,25.49,30.29,29.72
1964,8.435,0,25.575,30.1275,29.7575
1965,8.4475,0,25.48,30.0725,29.8675
1966,8.49,0,25.5325,29.9075,29.945
1967,8.475,0,25.5775,29.795,29.9425
1968,8.45,0,25.715,29.915,29.9475
1969,8.48,0,25.68,29.7525,29.945
1970,8.5025,0,25.67,29.68,29.98
1971,8.505,0,25.71,29.5875,30.0925
1972,8.5225,0,25.645,29.3525,30.385
1973,8.5,0,25.765,29.2875,30.4975
1974,8.4625,0,25.81,29.165,30.505
1975,8.44,0,25.7775,28.9725,30.63
1976,8.4125,0,25.8,28.9425,30.77
1977,8.43,0,25.8325,28.6975,30.86
1978,8.415,0,25.835,28.5775,31.0775
1979,8.3425,0,25.7975,28.545,31.045
1980,8.34,0,25.8425,28.485,31.1125
1981,8.3,0,25.8075,28.4275,31.2125
1982,8.2475,0,25.86,28.2725,31.3825
1983,8.1525,0,25.8625,28.135,31.4575
1984,8.05,0,25.95,27.995,31.66
1985,7.97,0,26.005,27.9775,31.7575
1986,7.93,0,26.195,27.7875,31.9625
1987,7.835,0,26.235,27.515,31.9175
1988,7.7475,0,26.5125,27.5625,32.05
1989,7.7025,0,26.4775,27.6075,32.105
1990,7.665,0,26.5425,27.4225,32.0525
1991,7.62,0,26.6825,27.3525,32.1
1992,7.515,0,26.665,27.3225,32.39
1993,7.4625,0,26.725,27.145,32.5075
1994,7.455,0,26.5625,27.0675,32.615
1995,7.4,0,26.7325,26.9825,32.645
1996,7.27,0,26.9025,26.9575,32.685
1997,7.1825,0,26.8475,26.9875,32.79
1998,7.11,0,26.8075,26.8025,33.0075
1999,6.9675,0,26.8775,26.8325,33.115
2000,6.87,0,26.935,26.74,33.305
2001,6.8425,0,27.015,26.66,33.195
2002,6.7575,0,27.0625,26.76,33.305
2003,6.7225,0,27.0675,26.75,33.26
2004,6.715,0,27.1075,26.71,33.155
2005,6.675,0,27.25,26.9175,33.2125
2006,6.615,0,27.2,27.015,33.2325
2007,6.565,0,27.26,26.96,33.3025
2008,6.4775,0,27.1675,26.8775,33.3375
2009,6.39,0,27.2925,26.935,33.35
2010,6.395,0,27.26,26.9875,33.3475
2011,6.35,0,27.195,26.9425,33.4
2012,6.365,0,27.135,27.0575,33.3375
2013,6.275,0,27.1375,27.12,33.2975
2014,6.2475,0,27.1475,27.1575,33.195
2015,6.245,0,27.17,27.3425,33.0625
2016,6.235,0,27.12,27.4,33.3
2017,6.165,0,27.0675,27.555,33.3675
2018,6.1275,0,26.92,27.68,33.185
2019,6.0675,0,26.8575,27.7425,33.2775
2020,6.02,0,26.7975,27.9475,33.2225
2021,5.9975,0,26.6575,28.1075,33.1425
2022,5.9625,0,26.6625,28.185,33.1975
2023,5.9125,0,26.54,28.305,33.09
2024,5.87,0,26.4825,28.4525,33.1425
2025,5.8425,0,26.3725,28.505,33.095
2026,5.7925,0,26.4725,28.67,33.0275
2027,5.76,0,26.29,28.7375,32.955
2028,5.69,0,26.2675,28.775,32.9825
2029,5.7075,0,26.1075,28.91,32.9775
2030,5.645,0,26.0625,29.145,32.9825
2031,5.58,0,26.0525,29.255,32.95
2032,5.55,0,25.9275,29.325,33.1325
2033,5.4925,0,25.8375,29.4575,33.0975
2034,5.4725,0,25.6875,29.56,32.995
2035,5.4775,0,25.6525,29.69,32.8975
2036,5.3875,0,25.6225,29.9225,32.8475
2037,5.335,0,25.465,30.1025,32.8375
2038,5.2775,0,25.2775,30.395,32.7325
2039,5.19,0,25.305,30.615,32.68
2040,5.145,0,25.0975,30.76,32.7575
2041,5.16,0,25.01,30.8725,32.6625
2042,5.1325,0,24.8425,31.0875,32.5875
2043,5.0375,0,24.7,31.16,32.6
2044,5.0575,0,24.5875,31.3075,32.795
2045,5.1175,0,24.3375,31.37,32.785
2046,5.14,0,24.245,31.56,32.72
2047,5.155,0,24.0375,31.6975,32.8275
2048,5.1625,0,23.9325,31.87,32.8
2049,5.23,0,23.89,31.9925,32.7025
2050,5.2475,0,23.76,32.07,32.6675
2051,5.315,0,23.7425,32.26,32.5475
2052,5.3475,0,23.6675,32.32,32.465
2053,5.355,0,23.66,32.405,32.4375
2054,5.355,0,23.6175,32.4875,32.3275
2055,5.3825,0,23.4125,32.615,32.39
2056,5.39,0,23.4275,32.6375,32.245
2057,5.4025,0,23.4125,32.7,32.35
2058,5.4975,0,23.4175,32.8275,32.415
2059,5.495,0,23.36,32.73,32.3325
2060,5.5375,0,23.3675,32.72,32.24
2061,5.5975,0,23.28,32.84,32.11
2062,5.6725,0,23.215,32.8725,31.99
2063,5.7225,0,23.2825,32.805,32.045
2064,5.815,0,23.12,32.9275,32.0125
2065,5.855,0,23.1725,33.025,32.04
2066,5.805,0,23.205,32.9775,31.9075
2067,5.8025,0,23.25,32.9025,31.8575
2068,5.8325,0,23.15,32.8925,31.9175
2069,5.8125,0,23.1075,32.9875,31.8375
2070,5.785,0,23.1775,33.0375,31.82
2071,5.825,0,23.215,33.005,31.785
2072,5.89,0,23.2975,32.9,31.6025
2073,5.9425,0,23.4025,33,31.475
2074,6.0025,0,23.5025,33.02,31.1825
2075,6.0375,0,23.4875,33.0925,31.3425
2076,6.0125,0,23.4375,33.0375,31.26
2077,6.075,0,23.4975,32.865,31.2875
2078,6.1025,0,23.5675,33,31.225
2079,6.045,0,23.68,32.73,31.245
2080,6.0775,0,23.86,32.6425,31.3325
2081,6.07,0,23.925,32.495,31.26
2082,6.1025,0,23.965,32.5375,31.3625
2083,6.1075,0,24.0925,32.515,31.4075
2084,6.13,0,24.115,32.61,31.24
2085,6.1725,0,24.1325,32.55,31.095
2086,6.21,0,24.0075,32.505,31.0825
2087,6.2425,0,24.075,32.4875,31.0125
2088,6.2675,0,24.005,32.5875,30.935
2089,6.24,0,24.0425,32.5475,31.0625
2090,6.235,0,24.0675,32.365,31.0125
2091,6.2675,0,24.1575,32.485,30.9975
2092,6.2675,0,24.385,32.4675,30.8975
2093,6.29,0,24.515,32.3475,30.855
2094,6.245,0,24.5425,32.1625,30.875
2095,6.235,0,24.4725,32.1925,30.83
2096,6.215,0,24.5925,32.1275,30.775
2097,6.2525,0,24.61,32.19,30.8625
2098,6.225,0,24.7475,32.365,30.7125
2099,6.2325,0,24.8575,32.19,30.6925
2100,6.215,0,24.8175,32.2225,30.645
2101,6.1575,0,24.905,32.165,30.6175
2102,6.075,0,24.9725,32.2575,30.66
2103,6.085,0,25.0325,32.24,30.57
2104,6.0125,0,25.02,32.2625,30.5125
2105,6.03,0,24.9675,32.18,30.485
2106,6.005,0,24.975,32.0775,30.555
2107,5.995,0,25.0475,32.235,30.495
2108,5.9975,0,25.1275,32.1575,30.4925
2109,5.9975,0,25.13,32.1975,30.455
2110,6.01,0,25.2325,32.225,30.3825
2111,5.975,0,25.2525,32.1525,30.46
2112,5.93,0,25.2175,32.04,30.425
2113,5.875,0,25.245,32.105,30.5325
2114,5.84,0,25.3675,32.095,30.62
2115,5.82,0,25.4725,31.9825,30.6575
2116,5.8325,0,25.58,31.89,30.7075
2117,5.8775,0,25.5625,31.895,30.72
2118,5.8525,0,25.62,31.955,30.725
2119,5.835,0,25.7875,31.7275,30.67
2120,5.875,0,25.77,31.595,30.6325
2121,5.9375,0,25.8375,31.6125,30.5975
2122,5.935,0,25.8775,31.53,30.5625
2123,5.895,0,25.94,31.4125,30.635
2124,5.8375,0,25.98,31.455,30.635
2125,5.745,0,26.1625,31.43,30.6075
2126,5.675,0,26.125,31.2475,30.7225
2127,5.625,0,26.1725,31.2075,30.89
2128,5.495,0,26.2275,31.1325,31.08
2129,5.4925,0,26.2275,31.2225,31.31
2130,5.4075,0,25.9775,31.1675,31.44
2131,5.37,0,25.8625,31.0675,31.59
2132,5.34,0,26,31.045,31.7
2133,5.245,0,25.925,30.91,31.8675
2134,5.19,0,25.8925,30.8375,31.9125
2135,5.19,0,25.84,30.855,32.045
2136,5.18,0,25.83,30.8125,32.1125
2137,5.2375,0,25.89,30.735,32.1
2138,5.115,0,25.7725,30.6875,32.115
2139,5.035,0,25.8375,30.71,32.1825
2140,4.9375,0,25.8175,30.6575,32.28
2141,4.92,0,25.7825,30.635,32.38
2142,4.8425,0,25.7025,30.6625,32.515
2143,4.8225,0,25.7075,30.7575,32.5075
2144,4.8325,0,25.7125,30.5725,32.6175
2145,4.8175,0,25.6975,30.555,32.55
2146,4.77,0,25.5975,30.5775,32.585
2147,4.69,0,25.655,30.605,32.765
2148,4.655,0,25.5925,30.6425,32.8025
2149,4.6575,0,25.5925,30.58,32.87
2150,4.67,0,25.4325,30.6275,32.8925
2151,4.69,0,25.48,30.7225,32.855
2152,4.675,0,25.4425,30.73,32.9075
2153,4.6675,0,25.6325,30.685,32.8875
2154,4.7125,0,25.47,30.61,32.9675
2155,4.6875,0,25.5575,30.625,33.0775
2156,4.71,0,25.65,30.6325,33.0075
2157,4.6625,0,25.6275,30.79,32.925
2158,4.6675,0,25.475,30.755,32.8975
2159,4.7675,0,25.36,30.8875,32.8575
2160,4.685,0,25.405,30.87,32.925
2161,4.71,0,25.38,30.8975,33.015
2162,4.7,0,25.3625,30.9725,32.925
2163,4.6425,0,25.1875,31.1675,33.015
2164,4.61,0,25.07,31.2125,33.0325
2165,4.585,0,24.9675,31.265,33.14
2166,4.5775,0,25.0025,31.3825,33.0025
2167,4.61,0,24.9375,31.52,32.96
2168,4.6575,0,24.8225,31.6475,32.83
2169,4.7075,0,24.75,31.6675,32.9725
2170,4.7425,0,24.71,31.6875,32.8525
2171,4.7725,0,24.695,31.785,32.7825
2172,4.725,0,24.74,31.795,32.6125
2173,4.7775,0,24.7125,31.8375,32.61
2174,4.8275,0,24.78,31.8275,32.535
2175,4.8875,0,24.7775,31.9325,32.5975
2176,4.9,0,24.8375,31.9175,32.5825
2177,4.955,0,24.8175,32.0175,32.45
2178,4.9725,0,24.745,32.0525,32.4625
2179,5.0325,0,24.8,32.0625,32.3475
2180,5.12,0,24.875,31.9675,32.2375
2181,5.14,0,24.8475,31.945,32.1675
2182,5.15,0,24.865,32.0375,32.1925
2183,5.16,0,24.8625,32.1375,31.9825
2184,5.1475,0,24.935,32.1275,31.9275
2185,5.1425,0,24.8225,32.2025,31.7525
2186,5.205,0,24.8275,32.3275,31.6775
2187,5.25,0,24.7675,32.45,31.55
2188,5.285,0,24.7175,32.4675,31.45
2189,5.305,0,24.78,32.495,31.3375
2190,5.315,0,24.6775,32.62,31.225
2191,5.305,0,24.6775,32.6125,31.245
2192,5.3525,0,24.5275,32.755,31.3225
2193,5.3075,0,24.5275,32.7775,31.2075
2194,5.3425,0,24.5675,32.8275,31.1375
2195,5.4225,0,24.52,32.815,31.12
2196,5.39,0,24.3875,32.86,31.22
2197,5.37,0,24.2225,32.9025,31.36
2198,5.4025,0,24.16,33,31.3325
2199,5.3925,0,23.985,32.9975,31.1475
2200,5.3675,0,24.0125,33.1075,30.9525
2201,5.385,0,23.9925,33.2975,30.9175
2202,5.4375,0,23.935,33.3525,30.86
2203,5.5625,0,23.8875,33.4725,30.7525
2204,5.555,0,23.9375,33.5525,30.6175
2205,5.6275,0,23.94,33.595,30.6075
2206,5.5875,0,23.92,33.7475,30.6175
2207,5.615,0,23.88,33.7725,30.5875
2208,5.6475,0,23.94,33.7675,30.53
2209,5.6925,0,23.905,33.7225,30.42
2210,5.77,0,23.9725,33.625,30.4525
2211,5.795,0,23.9025,33.7025,30.3925
2212,5.8425,0,23.89,33.76,30.41
2213,5.905,0,23.945,33.6575,30.255
2214,5.9275,0,23.895,33.725,30.0875
2215,5.9825,0,23.91,33.82,30.155
2216,6.045,0,23.865,33.82,30.12
2217,6.0375,0,23.995,33.6125,29.945
2218,6.14,0,23.9675,33.69,29.8325
2219,6.205,0,23.92,33.655,29.815
2220,6.22,0,23.925,33.7675,29.865
2221,6.1875,0,23.845,33.8375,29.8475
2222,6.255,0,23.93,33.7925,29.8375
2223,6.36,0,23.975,33.8025,29.785
2224,6.355,0,23.845,33.82,29.77
2225,6.35,0,23.9625,33.785,29.58
2226,6.3875,0,23.985,33.725,29.6175
2227,6.4575,0,24.075,33.835,29.5275
2228,6.5475,0,23.9125,33.7625,29.4
2229,6.49,0,24.06,33.7425,29.355
2230,6.51,0,24.16,33.805,29.2075
2231,6.535,0,24.39,33.8375,29.0775
2232,6.62,0,24.4375,33.7225,29.015
2233,6.67,0,24.505,33.5925,29.1175
2234,6.665,0,24.53,33.645,28.94
2235,6.6,0,24.5875,33.6925,28.875
2236,6.55,0,24.69,33.76,28.82
2237,6.55,0,24.7475,33.6875,28.7275
2238,6.5225,0,24.935,33.6825,28.79
2239,6.4525,0,24.9725,33.7825,28.7525
2240,6.425,0,25.0825,33.815,28.735
2241,6.4075,0,25.1525,33.7875,28.7025
2242,6.4275,0,25.28,33.7025,28.5375
2243,6.39,0,25.3575,33.7625,28.41
2244,6.34,0,25.44,33.75,28.425
2245,6.2775,0,25.6225,33.6525,28.2475
2246,6.29,0,25.785,33.67,28.2575
2247,6.215,0,25.99,33.625,28.2175
2248,6.21,0,26.0675,33.6075,28.2
2249,6.1675,0,26.23,33.59,28.035
2250,6.1475,0,26.36,33.58,28.01
2251,6.105,0,26.4625,33.51,27.955
2252,6.12,0,26.6425,33.315,27.9175
2253,6.08,0,26.91,33.3475,27.8725
2254,6.0275,0,27.025,33.4075,28.02
2255,5.8925,0,27.125,33.105,27.9925
2256,5.85,0,27.3425,33.03,27.9925
2257,5.7725,0,27.4425,32.99,28.105
2258,5.7275,0,27.57,32.8525,28.1775
2259,5.67,0,27.6225,32.6375,28.2275
2260,5.6725,0,27.64,32.5425,28.2475
2261,5.5425,0,27.68,32.4325,28.35
2262,5.5025,0,27.7875,32.4725,28.425
2263,5.475,0,27.86,32.425,28.2725
2264,5.43,0,27.9975,32.245,28.3875
2265,5.44,0,28.035,32.0125,28.435
2266,5.3325,0,28.235,31.8825,28.52
2267,5.265,0,28.2925,31.8125,28.48
2268,5.235,0,28.3375,31.715,28.59
2269,5.2075,0,28.435,31.68,28.695
2270,5.1325,0,28.48,31.63,28.7875
2271,5.07,0,28.5,31.57,28.8925
2272,5.01,0,28.615,31.4525,28.98
2273,4.985,0,28.55,31.325,29.0775
2274,4.99,0,28.5125,31.2625,29.2675
2275,4.9375,0,28.4675,31.04,29.395
2276,4.9475,0,28.385,30.9,29.5875
2277,4.905,0,28.43,30.8875,29.8025
2278,4.9025,0,28.4775,30.7375,29.95
2279,4.9025,0,28.49,30.605,30.08
2280,4.86,0,28.5125,30.5175,30.265
2281,4.8475,0,28.4775,30.4575,30.325
2282,4.8675,0,28.4175,30.215,30.5425
2283,4.7925,0,28.3575,30.1225,30.7775
2284,4.78,0,28.3875,29.9025,30.9475
2285,4.795,0,28.3175,29.8,31.08
2286,4.76,0,28.3475,29.5225,31.205
2287,4.785,0,28.415,29.4425,31.3725
2288,4.805,0,28.385,29.4925,31.4675
2289,4.86,0,28.245,29.23,31.5425
2290,4.885,0,28.1675,29.2275,31.655
2291,4.9575,0,28.1575,29.165,31.7325
2292,4.9725,0,28.2125,28.9775,31.8625
2293,4.94,0,28.1075,29.005,31.8825
2294,4.96,0,28.05,29.0125,31.8825
2295,4.9475,0,27.8975,29.08,31.9975
2296,4.9675,0,27.8575,29.035,31.995
2297,5.03,0,27.8775,29.07,31.95
2298,5.0375,0,27.8725,29.125,31.9825
2299,5.095,0,27.85,29.13,31.935
2300,5.1325,0,27.5825,29.1325,32.1025
2301,5.175,0,27.645,29.0375,32.03
2302,5.2325,0,27.66,29.1225,31.9075
2303,5.245,0,27.4375,29.255,31.9775
2304,5.25,0,27.4075,29.3375,31.8575
2305,5.2975,0,27.53,29.29,31.9325
2306,5.27,0,27.3575,29.5,31.8275
2307,5.3,0,27.325,29.5575,31.775
2308,5.315,0,27.295,29.7,31.6675
2309,5.3575,0,27.2875,29.705,31.58
2310,5.3525,0,27.0975,29.7775,31.7225
2311,5.3825,0,27.05,29.9925,31.6325
2312,5.34,0,27.0725,30.0975,31.665
2313,5.3475,0,26.9275,30.1725,31.7125
2314,5.34,0,26.6675,30.4225,31.78
2315,5.355,0,26.6175,30.6125,31.7
2316,5.3075,0,26.5575,30.5425,31.7475
2317,5.2775,0,26.52,30.6525,31.6375
2318,5.275,0,26.3725,30.7075,31.645
2319,5.3,0,26.3625,30.8225,31.73
2320,5.3125,0,26.3275,30.9,31.66
2321,5.3,0,26.195,30.9075,31.6575
2322,5.365,0,26.0925,30.8975,31.72
2323,5.425,0,26.015,30.95,31.77
2324,5.375,0,25.985,30.9,31.86
2325,5.345,0,25.93,30.9975,31.6525
2326,5.335,0,25.88,31.1675,31.69
2327,5.34,0,25.7775,31.2575,31.585
2328,5.3375,0,25.7,31.31,31.7225
2329,5.2925,0,25.6775,31.44,31.6425
2330,5.3025,0,25.6225,31.515,31.595
2331,5.2775,0,25.55,31.58,31.52
2332,5.2375,0,25.7325,31.5975,31.63
2333,5.255,0,25.72,31.605,31.485
2334,5.29,0,25.755,31.5725,31.3775
2335,5.2875,0,25.8125,31.6275,31.37
2336,5.275,0,25.915,31.6,31.2125
2337,5.28,0,25.88,31.59,31.175
2338,5.31,0,25.8425,31.6325,31.2425
2339,5.33,0,25.925,31.5025,31.2125
2340,5.3825,0,25.945,31.575,31.22
2341,5.3425,0,26.035,31.4675,31.0675
2342,5.4575,0,26.145,31.48,30.97
2343,5.4725,0,26.2975,31.41,31.075
2344,5.5125,0,26.2325,31.21,30.965
2345,5.59,0,26.28,31.04,30.9825
2346,5.62,0,26.42,30.9825,31.1275
2347,5.68,0,26.385,30.9475,31.07
2348,5.67,0,26.31,30.9325,31.0875
2349,5.72,0,26.4025,30.7975,31.065
2350,5.7525,0,26.3925,30.5925,31.0925
2351,5.8025,0,26.5475,30.4925,31.2175
2352,5.87,0,26.6425,30.425,31.2075
2353,5.8525,0,26.5275,30.32,31.33
2354,5.9,0,26.495,30.2225,31.2475
2355,5.8925,0,26.4975,30.24,31.29
2356,5.9575,0,26.4575,30.125,31.275
2357,6.015,0,26.6475,30.0775,31.2425
2358,6.04,0,26.685,30.1375,31.17
2359,6.08,0,26.7125,29.9175,31.1625
2360,6.175,0,26.8575,29.69,31.1575
2361,6.205,0,26.9425,29.605,31.2125
2362,6.2725,0,27.0425,29.4475,31.15
2363,6.37,0,27.08,29.3,31.16
2364,6.3825,0,27.155,29.2325,31.0525
2365,6.4375,0,27.21,29.2025,31.1175
2366,6.47,0,27.4275,29.0725,31.125
2367,6.4975,0,27.505,29.11,31.1175
2368,6.5375,0,27.4675,29.055,31.1875
2369,6.56,0,27.4,29.0275,31.06
2370,6.545,0,27.4575,28.865,31.0425
2371,6.555,0,27.5425,28.8075,30.895
2372,6.5725,0,27.4825,28.86,31.0675
2373,6.5575,0,27.4475,28.845,31.1075
2374,6.5425,0,27.4825,28.97,30.9475
2375,6.5725,0,27.455,28.86,30.9825
2376,6.585,0,27.42,28.9575,30.85
2377,6.5475,0,27.4375,28.905,30.9625
2378,6.545,0,27.46,28.9025,30.945
2379,6.5125,0,27.345,28.9125,30.87
2380,6.4925,0,27.3275,29.0275,31.0725
2381,6.5175,0,27.2175,28.9775,30.9425
2382,6.5925,0,27.0725,29.0475,31.1075
2383,6.53,0,27.0275,29.1025,31.065
2384,6.5325,0,26.9975,29.2625,31.0725
2385,6.55,0,27.0425,29.2625,31.0275
2386,6.4575,0,26.985,29.3675,31.185
2387,6.3475,0,26.95,29.4025,31.245
2388,6.3675,0,26.8275,29.3075,31.12
2389,6.3375,0,26.8425,29.2875,31.275
2390,6.2375,0,26.7775,29.2175,31.4025
2391,6.255,0,26.9075,29.15,31.655
2392,6.2425,0,27.125,28.97,31.68
2393,6.1975,0,27.15,28.9875,31.825
2394,6.1825,0,26.9875,28.955,31.7375
2395,6.14,0,27.065,28.8625,31.8575
2396,6.1125,0,27.0225,28.8975,32.01
2397,5.9875,0,27.04,28.86,32.185
2398,5.8275,0,27.0125,28.835,32.3825
2399,5.7325,0,26.94,28.8675,32.3975
2400,5.6825,0,26.9825,29.0425,32.5175
2401,5.62,0,26.8625,29.0175,32.6925
2402,5.6,0,26.79,28.95,32.7225
2403,5.5125,0,26.8525,28.9525,32.8475
2404,5.3925,0,26.72,29.1,32.915
2405,5.3175,0,26.6075,29.1,32.9825
2406,5.2825,0,26.5725,29.24,32.94
2407,5.19,0,26.515,29.5575,33.0475
2408,5.13,0,26.3575,29.545,33.1775
2409,5.015,0,26.255,29.4525,33.1075
2410,5.0025,0,26.2425,29.5325,33.265
2411,4.965,0,26.3025,29.465,33.3
2412,4.95,0,26.2175,29.625,33.205
2413,4.895,0,26.0975,29.8125,33.3625
2414,4.8475,0,25.8875,29.8925,33.27
2415,4.875,0,25.885,30.03,33.3825
2416,4.8175,0,25.87,30.0975,33.39
2417,4.7725,0,25.775,30.2975,33.4525
2418,4.7375,0,25.785,30.425,33.39
2419,4.6725,0,25.695,30.595,33.405
2420,4.69,0,25.6375,30.665,33.275
2421,4.6125,0,25.58,30.91,33.225
2422,4.605,0,25.475,31.045,33.08
2423,4.595,0,25.31,31.2825,33.0325
2424,4.59,0,25.24,31.4225,33.025
2425,4.5525,0,25.2075,31.5625,32.9975
2426,4.5225,0,25.0725,31.645,33.0925
2427,4.4875,0,25.015,31.77,32.9475
2428,4.44,0,24.7725,31.91,32.99
2429,4.4275,0,24.79,31.8625,33.0675
2430,4.38,0,24.6925,31.98,33.11
2431,4.385,0,24.4925,32.1,33.05
2432,4.41,0,24.4575,32.275,33.075
2433,4.4325,0,24.265,32.3725,33.045
2434,4.43,0,24.3175,32.5775,33.1025
2435,4.3575,0,24.215,32.755,32.99
2436,4.355,0,24.075,32.9425,32.975
2437,4.35,0,23.91,32.9125,33.07
2438,4.3525,0,23.775,33.01,33.11
2439,4.405,0,23.6825,33.0375,32.94
2440,4.4375,0,23.73,33.07,32.93
2441,4.4825,0,23.72,32.9175,33.035
2442,4.4675,0,23.5175,32.9525,33.0375
2443,4.51,0,23.4675,33.1175,33.145
2444,4.485,0,23.5325,33.175,33.1225
2445,4.445,0,23.5175,33.24,32.9675
2446,4.5025,0,23.57,33.145,32.925
2447,4.515,0,23.56,33.16,32.9325
2448,4.505,0,23.5825,33.275,32.915
2449,4.52,0,23.6075,33.2175,32.7875
2450,4.5575,0,23.6025,33.3825,32.695
2451,4.5625,0,23.66,33.3425,32.65
2452,4.5875,0,23.6825,33.235,32.655
2453,4.6125,0,23.7475,33.075,32.6175
2454,4.6275,0,23.73,33.16,32.64
2455,4.62,0,23.7825,33.155,32.495
2456,4.605,0,23.905,33.105,32.675
2457,4.6625,0,23.97,32.9425,32.705
2458,4.7325,0,24.0075,32.9,32.64
2459,4.6775,0,24.035,32.94,32.4725
2460,4.6875,0,24.055,32.9275,32.37
2461,4.6475,0,24.0675,33.0525,32.3425
2462,4.6725,0,24.0325,32.845,32.42
2463,4.73,0,24.1825,32.7475,32.4725
2464,4.6975,0,24.415,32.5825,32.4225
2465,4.705,0,24.555,32.4675,32.32
2466,4.6925,0,24.575,32.3625,32.325
2467,4.7325,0,24.74,32.23,32.325
2468,4.725,0,24.7325,32.305,32.245
2469,4.7225,0,24.805,32.21,32.1825
2470,4.7925,0,24.905,31.95,32.3275
2471,4.795,0,25.07,31.9625,32.1525
2472,4.8175,0,25.13,31.91,31.965
2473,4.8875,0,25.275,31.81,31.92
2474,4.92,0,25.4175,31.7225,31.8625
2475,4.9,0,25.455,31.8525,31.825
2476,4.84,0,25.6975,31.675,31.8575
2477,4.88,0,25.7275,31.6425,31.74
2478,4.82,0,25.82,31.5175,31.635
2479,4.8125,0,26.0075,31.63,31.665
2480,4.7175,0,26.18,31.4725,31.5875
2481,4.7175,0,26.44,31.305,31.41
2482,4.64,0,26.4475,31.3125,31.415
2483,4.605,0,26.555,31.365,31.46
2484,4.5725,0,26.6,31.2575,31.505
2485,4.5475,0,26.735,31.2525,31.435
2486,4.505,0,26.965,31.1425,31.3625
2487,4.55,0,27.0475,31.1125,31.3175
2488,4.585,0,27.1625,30.97,31.205
2489,4.595,0,27.265,30.8325,31.2725
2490,4.575,0,27.25,30.85,31.2875
2491,4.5725,0,27.26,30.735,31.27
2492,4.6025,0,27.2775,30.68,31.24
2493,4.585,0,27.3025,30.615,31.24
2494,4.5275,0,27.325,30.84,31.395
2495,4.4975,0,27.26,30.9225,31.445
2496,4.485,0,27.235,30.9225,31.53
2497,4.455,0,27.2275,30.8625,31.4975
2498,4.385,0,27.2375,30.935,31.55
2499,4.365,0,27.1975,30.995,31.4825
2500,4.365,0,27.2425,30.9325,31.5725
2501,4.285,0,27.175,30.8425,31.7175
2502,4.275,0,27.255,30.7925,31.685
2503,4.345,0,27.14,30.8775,31.7125
2504,4.3375,0,27.015,30.8775,31.765
2505,4.2925,0,26.9575,30.9475,32.05
2506,4.2975,0,26.875,31.025,31.9725
2507,4.2725,0,26.9,31.12,32.03
2508,4.2425,0,26.8025,31.06,32.2425
2509,4.255,0,26.8,30.9675,32.3625
2510,4.26,0,26.7525,30.98,32.41
2511,4.265,0,26.5775,30.8675,32.5175
2512,4.2225,0,26.495,30.915,32.5975
2513,4.2125,0,26.41,30.8375,32.7375
2514,4.2025,0,26.29,30.6825,32.945
2515,4.2325,0,26.2475,30.6775,33.105
2516,4.23,0,26.04,30.75,33.2275
2517,4.195,0,25.8025,30.8375,33.3975
2518,4.22,0,25.69,30.845,33.42
2519,4.2225,0,25.745,30.85,33.6075
2520,4.2675,0,25.5825,30.9025,33.66
2521,4.2425,0,25.3925,30.695,33.8225
2522,4.2525,0,25.38,30.6925,33.8525
2523,4.2725,0,25.225,30.775,33.98
2524,4.175,0,25.1875,30.7675,34.16
2525,4.165,0,25.1225,30.775,34.185
2526,4.2125,0,25.0675,30.8475,34.2275
2527,4.235,0,25.0025,30.8425,34.2225
2528,4.2125,0,24.85,30.955,34.225
2529,4.22,0,24.6975,31.1175,34.185
2530,4.1775,0,24.62,31.2275,34.32
2531,4.185,0,24.5075,31.4,34.2825
2532,4.1975,0,24.3675,31.5,34.2
2533,4.2025,0,24.2775,31.5675,34.0975
2534,4.2075,0,24.1275,31.7975,34.095
2535,4.21,0,24.0475,31.835,34.25
2536,4.2,0,24.01,31.925,34.0275
2537,4.2025,0,23.925,32.025,33.9275
2538,4.28,0,23.98,32.1825,33.985
2539,4.2525,0,23.8675,32.325,33.7975
2540,4.205,0,23.735,32.4075,33.85
2541,4.1675,0,23.69,32.55,33.625
2542,4.2175,0,23.685,32.6775,33.6675
2543,4.1475,0,23.5975,32.7575,33.6775
2544,4.0925,0,23.5125,32.74,33.535
2545,4.0775,0,23.485,32.825,33.5725
2546,4.01,0,23.48,33.03,33.46
2547,3.96,0,23.55,33.225,33.4525
2548,3.8825,0,23.4975,33.2575,33.5325
2549,3.81,0,23.53,33.2025,33.365
2550,3.7325,0,23.38,33.335,33.49
2551,3.7475,0,23.52,33.3925,33.375
2552,3.6775,0,23.5075,33.46,33.425
2553,3.635,0,23.5975,33.5475,33.145
2554,3.6525,0,23.535,33.64,33.1075
