mcs,s1,s2,s3
58050,29.9914,30.362,29.7523
58051,29.9805,30.3402,29.7823
58052,29.9995,30.3297,29.7752
58053,29.975,30.3273,29.7881
58054,29.9664,30.2942,29.8019
58055,29.9544,30.2969,29.8155
58056,29.9891,30.2569,29.7939
58057,29.9775,30.2523,29.798
58058,29.9541,30.2391,29.8381
58059,29.9742,30.2533,29.862
58060,29.985,30.1803,29.8911
58061,29.9903,30.17,29.9078
58062,29.9897,30.1781,29.9316
58063,29.9969,30.2002,29.9477
58064,29.9977,30.1755,29.9572
58065,30.0278,30.1275,29.9878
58066,30.037,30.1092,29.9844
58067,30.0572,30.0895,29.9992
58068,30.0825,30.0731,30.0162
58069,30.077,30.083,30.0128
58070,30.0784,30.0641,30.0047
58071,30.0647,30.07,30.0127
58072,30.0631,30.0673,30.0402
58073,30.0255,30.0584,30.0709
58074,30.0397,30.0411,30.053
58075,30.0289,30.0469,30.0831
58076,30.0077,30.0322,30.0563
58077,30.0113,30.0377,30.0495
58078,30.0158,30.0381,30.0663
58079,30.0292,30.0161,30.0617
58080,30.0381,30.022,30.0706
58081,30.0433,30.0261,30.098
58082,30.0367,29.9806,30.102
58083,30.0369,29.9638,30.0792
58084,30.0156,29.9891,30.1102
58085,30.0011,29.9981,30.1048
58086,29.9695,30.0055,30.1189
58087,29.9392,30,30.1005
58088,29.9291,30.017,30.1397
58089,29.9156,29.9941,30.1392
58090,29.9253,29.9913,30.1302
58091,29.9125,29.9594,30.1694
58092,29.8945,29.9748,30.2066
58093,29.9141,29.9484,30.2152
58094,29.8875,29.9156,30.2409
58095,29.8812,29.895,30.2667
58096,29.8741,29.8644,30.2855
58097,29.8955,29.8733,30.2727
58098,29.898,29.8628,30.3025
58099,29.9222,29.8756,30.322
58100,29.9414,29.8527,30.3273
58101,29.9202,29.8403,30.3453
58102,29.9117,29.817,30.3427
58103,29.895,29.7803,30.3656
58104,29.8941,29.783,30.347
58105,29.8894,29.75,30.3752
58106,29.883,29.7672,30.3664
58107,29.8653,29.7672,30.3767
58108,29.8442,29.788,30.3819
58109,29.8545,29.7764,30.3958
58110,29.8609,29.7677,30.3869
58111,29.8794,29.7817,30.357
58112,29.908,29.7431,30.3594
58113,29.895,29.7105,30.3542
58114,29.8656,29.7333,30.383
58115,29.873,29.7088,30.3827
58116,29.8509,29.7425,30.3983
58117,29.8294,29.7606,30.4045
58118,29.833,29.763,30.4147
58119,29.8566,29.747,30.4147
58120,29.8777,29.7123,30.4392
58121,29.8588,29.7286,30.4306
58122,29.893,29.6745,30.4359
58123,29.8806,29.6716,30.4269
58124,29.8514,29.6695,30.4177
58125,29.85,29.6927,30.4022
58126,29.8489,29.682,30.4148
58127,29.8597,29.707,30.3934
58128,29.8619,29.7142,30.4019
58129,29.8778,29.7406,30.3856
58130,29.87,29.7619,30.3764
58131,29.8789,29.7473,30.3619
58132,29.8873,29.7625,30.3795
58133,29.8661,29.7703,30.3637
58134,29.8667,29.7678,30.3947
58135,29.8761,29.7752,30.3841
58136,29.9062,29.7723,30.3709
58137,29.8948,29.7683,30.3775
58138,29.8955,29.7589,30.3939
58139,29.8858,29.7814,30.4031
58140,29.9013,29.7998,30.3945
58141,29.9019,29.7963,30.4039
58142,29.9097,29.8083,30.3775
58143,29.8936,29.8014,30.3819
58144,29.955,29.8117,30.3948
58145,29.9492,29.7934,30.378
58146,29.9231,29.795,30.3752
58147,29.9156,29.8077,30.3628
58148,29.9619,29.8258,30.3514
58149,29.9922,29.7978,30.3855
58150,29.9727,29.8053,30.3434
58151,29.9886,29.8361,30.3533
58152,29.9836,29.8233,30.3439
58153,29.9709,29.8403,30.2991
58154,29.9666,29.8692,30.2609
58155,30.0122,29.8847,30.2131
58156,30.0291,29.9105,30.19
58157,30.043,29.9106,30.1559
58158,30.0411,29.9323,30.1262
58159,30.0441,29.9653,30.09
58160,30.0548,29.9825,30.0725
58161,30.0495,29.9634,30.0322
58162,30.0558,29.9744,30.0273
58163,30.0586,30.01,29.9981
58164,30.0802,30.0034,29.9909
58165,30.0906,30.0188,29.9597
58166,30.0959,29.9941,29.9598
58167,30.1139,29.9825,29.9514
58168,30.1216,29.9887,29.9183
58169,30.1262,29.9983,29.91
58170,30.1358,30.0122,29.868
58171,30.1311,30.0091,29.8261
58172,30.1631,30.0381,29.8278
58173,30.1572,30.0383,29.7617
58174,30.1528,30.0539,29.7177
58175,30.1708,30.043,29.6995
58176,30.1781,30.0702,29.6772
58177,30.1702,30.0744,29.6578
58178,30.1844,30.0734,29.6555
58179,30.1912,30.0702,29.6195
58180,30.2269,30.0811,29.5967
58181,30.2302,30.1094,29.5777
58182,30.2197,30.0944,29.5661
58183,30.1988,30.1392,29.5337
58184,30.1775,30.1752,29.5294
58185,30.1748,30.1784,29.5152
58186,30.2092,30.1748,29.5073
58187,30.2339,30.2178,29.4594
58188,30.258,30.222,29.435
58189,30.278,30.2136,29.4256
58190,30.2712,30.2178,29.408
58191,30.2992,30.2309,29.3684
58192,30.3436,30.2345,29.3736
58193,30.3353,30.2333,29.3475
58194,30.3183,30.2595,29.3606
58195,30.3133,30.268,29.3123
58196,30.3245,30.28,29.2914
58197,30.3508,30.3045,29.2739
58198,30.357,30.3147,29.2472
58199,30.3844,30.2978,29.2283
58200,30.3619,30.3181,29.2367
58201,30.3811,30.355,29.223
58202,30.3667,30.3741,29.2006
58203,30.3678,30.3367,29.2206
58204,30.3977,30.3519,29.2064
58205,30.402,30.3295,29.1869
58206,30.4264,30.3544,29.2058
58207,30.4155,30.3256,29.2142
58208,30.4192,30.318,29.2114
58209,30.4539,30.3214,29.1517
58210,30.4608,30.3405,29.1534
58211,30.4645,30.353,29.1558
58212,30.4606,30.3567,29.1408
58213,30.4887,30.3622,29.1431
58214,30.5041,30.3275,29.1622
58215,30.52,30.3188,29.1363
58216,30.5197,30.3153,29.115
58217,30.5742,30.3095,29.1055
58218,30.5473,30.2675,29.1083
58219,30.5605,30.2355,29.1117
58220,30.6331,30.2088,29.0977
58221,30.6334,30.1775,29.1239
58222,30.6575,30.1691,29.1531
58223,30.6705,30.1616,29.1408
58224,30.645,30.1633,29.1541
58225,30.6736,30.1197,29.1739
58226,30.7105,30.0939,29.1877
58227,30.703,30.0598,29.1866
58228,30.7347,30.0678,29.2236
58229,30.745,30.0519,29.2448
58230,30.7347,30.0369,29.217
58231,30.7291,30.0095,29.2466
58232,30.7397,29.9825,29.2639
58233,30.7242,29.9634,29.2778
58234,30.6973,29.9506,29.3041
58235,30.7039,29.9347,29.3448
58236,30.7305,29.9073,29.3381
58237,30.6961,29.8953,29.357
58238,30.693,29.8542,29.4053
58239,30.6772,29.8377,29.412
58240,30.6798,29.8075,29.4316
58241,30.6922,29.7825,29.442
58242,30.7075,29.7803,29.4466
58243,30.7036,29.7659,29.4889
58244,30.708,29.7888,29.4648
58245,30.7131,29.7964,29.4506
58246,30.7036,29.798,29.4427
58247,30.67,29.8152,29.4508
58248,30.6969,29.8314,29.4733
58249,30.6847,29.8281,29.4833
58250,30.6527,29.7756,29.4945
58251,30.6422,29.7697,29.4842
58252,30.6478,29.7555,29.4816
58253,30.6416,29.7644,29.5045
58254,30.608,29.783,29.5386
58255,30.6113,29.7758,29.5316
58256,30.5678,29.7797,29.5509
58257,30.5491,29.7472,29.5827
58258,30.5398,29.7241,29.5748
58259,30.5136,29.7613,29.5828
58260,30.5162,29.7488,29.6211
58261,30.5022,29.7381,29.663
58262,30.4619,29.7602,29.6475
58263,30.4787,29.7455,29.6541
58264,30.4616,29.7212,29.6416
58265,30.4581,29.6825,29.6395
58266,30.4364,29.6911,29.6391
58267,30.43,29.7041,29.6434
58268,30.4036,29.7369,29.6502
58269,30.4055,29.7561,29.6681
58270,30.4062,29.7811,29.6588
58271,30.4092,29.7925,29.6783
58272,30.367,29.8072,29.7247
58273,30.3519,29.8153,29.7237
58274,30.335,29.8253,29.7317
58275,30.3248,29.8105,29.747
58276,30.2798,29.8097,29.7755
58277,30.2112,29.8291,29.8173
58278,30.187,29.8287,29.8311
58279,30.1713,29.837,29.8913
58280,30.1509,29.8519,29.9102
58281,30.1055,29.8886,29.9334
58282,30.083,29.9116,29.9309
58283,30.0656,29.9159,29.9566
58284,30.0283,29.965,29.9653
58285,29.9906,30.0011,29.9791
58286,29.9436,30.007,30.0259
58287,29.9213,30.0544,30.0284
58288,29.8725,30.1025,30.0191
58289,29.8253,30.0909,30.0375
58290,29.793,30.107,30.0359
58291,29.7352,30.1303,30.0442
58292,29.6973,30.1408,30.0614
58293,29.6667,30.143,30.1003
58294,29.6198,30.1723,30.1089
58295,29.6034,30.1834,30.1333
58296,29.6006,30.2241,30.1503
58297,29.5503,30.2488,30.1884
58298,29.5028,30.2431,30.2073
58299,29.4575,30.2392,30.2153
58300,29.4142,30.2469,30.257
58301,29.3703,30.2577,30.2867
58302,29.3059,30.2686,30.3075
58303,29.2683,30.3122,30.3342
58304,29.2392,30.328,30.3269
58305,29.1913,30.313,30.3305
58306,29.1756,30.3117,30.3663
58307,29.128,30.3328,30.3969
58308,29.0764,30.3489,30.4178
58309,29.0355,30.3652,30.4577
58310,29.0005,30.3325,30.4894
58311,29.0045,30.3325,30.5056
58312,28.9908,30.3566,30.5041
58313,28.9334,30.333,30.5264
58314,28.9172,30.3206,30.5684
58315,28.9327,30.3455,30.5948
58316,28.9159,30.3614,30.6461
58317,28.9275,30.3755,30.6409
58318,28.9086,30.3623,30.6586
58319,28.9086,30.3805,30.6359
58320,28.885,30.3719,30.6558
58321,28.7984,30.377,30.6872
58322,28.7583,30.382,30.7241
58323,28.7644,30.3556,30.7173
58324,28.7484,30.3495,30.7266
58325,28.7358,30.3433,30.697
58326,28.7237,30.3563,30.7092
58327,28.6972,30.3586,30.7384
58328,28.6734,30.3819,30.7602
58329,28.6886,30.3473,30.7456
58330,28.6861,30.3619,30.7569
58331,28.6858,30.3558,30.7614
58332,28.6908,30.3472,30.7742
58333,28.7377,30.3733,30.7362
58334,28.7336,30.3656,30.7206
58335,28.747,30.3716,30.6733
58336,28.763,30.3809,30.6652
58337,28.7894,30.397,30.6473
58338,28.792,30.4231,30.6353
58339,28.7555,30.4381,30.6275
58340,28.7652,30.4705,30.6461
58341,28.7506,30.4638,30.652
58342,28.8217,30.4609,30.6069
58343,28.8313,30.4622,30.5959
58344,28.8577,30.4423,30.5581
58345,28.8742,30.443,30.5453
58346,28.8808,30.4573,30.5189
58347,28.8977,30.48,30.4958
58348,28.9067,30.4825,30.4645
58349,28.9506,30.4942,30.4152
58350,28.9773,30.5052,30.4352
58351,28.9978,30.543,30.3853
58352,29.0152,30.587,30.3277
58353,29.0413,30.6081,30.2841
58354,29.0538,30.5969,30.2341
58355,29.0497,30.6225,30.222
58356,29.0489,30.6322,30.2059
58357,29.0489,30.6381,30.1789
58358,29.0892,30.6666,30.128
58359,29.1028,30.6722,30.0995
58360,29.1134,30.7234,30.0812
58361,29.0914,30.758,30.0534
58362,29.1211,30.7583,30.0541
58363,29.1456,30.7466,30.0077
58364,29.183,30.7741,29.9478
58365,29.1605,30.7805,29.9556
58366,29.1644,30.8228,29.9139
58367,29.1583,30.8425,29.9241
58368,29.1597,30.8788,29.9109
58369,29.1475,30.8856,29.8953
58370,29.1356,30.9194,29.8795
58371,29.1367,30.9645,29.8538
58372,29.1631,30.9781,29.8498
58373,29.1647,30.9702,29.8133
58374,29.19,30.9819,29.7711
58375,29.1853,30.9623,29.7292
58376,29.2037,30.9956,29.7081
58377,29.2175,31.0033,29.7131
58378,29.2095,31.0378,29.7236
58379,29.2027,31.0502,29.6798
58380,29.2153,31.0727,29.6394
58381,29.1938,31.0458,29.6122
58382,29.1802,31.0525,29.6016
58383,29.1853,31.0653,29.6067
58384,29.1811,31.0805,29.6156
58385,29.2041,31.1078,29.6116
58386,29.2175,31.1406,29.6023
58387,29.2339,31.1455,29.5678
58388,29.2272,31.18,29.5503
58389,29.248,31.1839,29.5028
58390,29.2675,31.1984,29.4873
58391,29.2486,31.2036,29.4972
58392,29.2316,31.1978,29.4836
58393,29.2261,31.2109,29.4752
58394,29.25,31.2273,29.4769
58395,29.2455,31.2362,29.4475
58396,29.2353,31.2648,29.4148
58397,29.243,31.2302,29.4194
58398,29.2533,31.2178,29.4023
58399,29.2484,31.2233,29.3895
58400,29.225,31.2605,29.3831
58401,29.2225,31.2477,29.3903
58402,29.2272,31.2492,29.3762
58403,29.1942,31.2655,29.3897
58404,29.2016,31.2444,29.3992
58405,29.2014,31.2437,29.4205
58406,29.2031,31.2756,29.4033
58407,29.1948,31.2705,29.4173
58408,29.2319,31.2661,29.4273
58409,29.2528,31.2552,29.4342
58410,29.2402,31.2606,29.4413
58411,29.2541,31.2275,29.4241
58412,29.2578,31.198,29.4158
58413,29.2606,31.1962,29.4139
58414,29.2733,31.1805,29.4427
58415,29.2597,31.1406,29.4333
58416,29.2897,31.1209,29.4423
58417,29.3202,31.0973,29.4555
58418,29.3606,31.0758,29.4905
58419,29.3744,31.0261,29.5141
58420,29.3963,31.0016,29.4888
58421,29.4198,30.9572,29.4837
58422,29.4445,30.947,29.4552
58423,29.5113,30.9538,29.463
58424,29.5778,30.9727,29.4405
58425,29.6036,30.9206,29.4045
58426,29.6219,30.8814,29.3998
58427,29.6336,30.8897,29.385
58428,29.6641,30.8656,29.3663
58429,29.6802,30.8486,29.3542
58430,29.7086,30.8397,29.3369
58431,29.732,30.8419,29.2958
58432,29.7972,30.8109,29.3192
58433,29.8184,30.7778,29.3177
58434,29.8647,30.7567,29.3052
58435,29.9197,30.7261,29.2753
58436,29.9395,30.6942,29.2434
58437,29.9906,30.6853,29.2559
58438,30.0253,30.6369,29.2131
58439,30.0783,30.6136,29.2005
58440,30.1244,30.5739,29.1687
58441,30.1372,30.5652,29.1578
58442,30.1722,30.5719,29.1513
58443,30.2383,30.5211,29.1425
58444,30.2998,30.507,29.1536
58445,30.3414,30.4728,29.1155
58446,30.3417,30.4798,29.1002
58447,30.3352,30.4453,29.0777
58448,30.3613,30.4339,29.0712
58449,30.3811,30.4089,29.0812
58450,30.4066,30.3803,29.0797
58451,30.4569,30.3517,29.0891
58452,30.4862,30.3381,29.0845
58453,30.4861,30.3089,29.0778
58454,30.5181,30.2805,29.0681
58455,30.5472,30.2797,29.0578
58456,30.5553,30.2737,29.0533
58457,30.5503,30.2542,29.028
58458,30.5817,30.2289,29.0209
58459,30.5942,30.2139,29.0256
58460,30.6328,30.1853,29.0369
58461,30.6494,30.1852,29.0167
58462,30.6648,30.1588,28.9848
58463,30.72,30.1139,28.9798
58464,30.7348,30.1208,28.9594
58465,30.7472,30.102,28.9691
58466,30.7761,30.0934,28.9858
58467,30.8256,30.0606,28.9898
58468,30.8222,30.0411,28.9991
58469,30.8072,30.0198,28.9841
58470,30.775,30.0028,29.017
58471,30.7697,30.0117,29.0106
58472,30.7525,29.9916,29.0305
58473,30.7525,29.9719,29.032
58474,30.733,29.9878,29.023
58475,30.7223,29.9759,29.0583
58476,30.7188,30.018,29.0783
58477,30.6964,30.0053,29.0873
58478,30.675,29.983,29.1191
58479,30.6439,29.9887,29.1438
58480,30.6586,29.9595,29.1897
58481,30.6264,29.9791,29.222
58482,30.6106,29.9708,29.2422
58483,30.6127,29.9805,29.2742
58484,30.5942,29.9859,29.3123
58485,30.5933,29.9894,29.3439
58486,30.5703,29.9805,29.3486
58487,30.5509,29.9736,29.4005
58488,30.5155,29.9723,29.4758
58489,30.5041,29.9216,29.5003
58490,30.4877,29.8923,29.535
58491,30.4536,29.8733,29.5587
58492,30.4198,29.8478,29.5345
58493,30.4066,29.8492,29.5645
58494,30.3892,29.8756,29.6166
58495,30.3687,29.8742,29.6311
58496,30.3314,29.8734,29.6847
58497,30.2717,29.8794,29.6914
58498,30.24,29.8923,29.6973
58499,30.2108,29.9009,29.7506
58500,30.1564,29.8922,29.7745
58501,30.1509,29.8837,29.8477
58502,30.1186,29.8848,29.8422
58503,30.1056,29.9044,29.8747
58504,30.0691,29.89,29.9044
58505,30.0622,29.892,29.9541
58506,30.0055,29.8975,29.9952
58507,29.9855,29.893,30.0511
58508,29.9286,29.905,30.0675
58509,29.89,29.9094,30.1178
58510,29.8891,29.9114,30.1356
58511,29.83,29.9092,30.1544
58512,29.7752,29.918,30.1591
58513,29.7552,29.933,30.1514
58514,29.7408,29.9614,30.1423
58515,29.7112,29.9764,30.1384
58516,29.6997,29.9759,30.1659
58517,29.6572,30.0186,30.2016
58518,29.6517,30.0023,30.2002
58519,29.5992,30.0236,30.1984
58520,29.5769,30.0345,30.2291
58521,29.5656,30.055,30.2448
58522,29.5275,30.0802,30.2778
58523,29.5127,30.1262,30.2844
58524,29.4864,30.1395,30.2741
58525,29.4513,30.1767,30.2902
58526,29.4116,30.2048,30.2784
58527,29.3675,30.2312,30.2686
58528,29.3395,30.2594,30.28
58529,29.2992,30.2427,30.2787
58530,29.2867,30.2728,30.2911
58531,29.2902,30.2795,30.303
58532,29.2875,30.3303,30.2769
58533,29.2867,30.3128,30.2812
58534,29.2514,30.3294,30.2525
58535,29.2438,30.3783,30.2411
58536,29.24,30.4305,30.2387
58537,29.225,30.4513,30.2252
58538,29.1839,30.483,30.2198
58539,29.1583,30.4989,30.2259
58540,29.1438,30.5059,30.2225
58541,29.113,30.5469,30.2142
58542,29.1298,30.5712,30.172
58543,29.1434,30.5881,30.1672
58544,29.1373,30.6317,30.1356
58545,29.1287,30.6631,30.132
58546,29.1391,30.667,30.1105
58547,29.0975,30.675,30.1063
58548,29.095,30.7033,30.1111
58549,29.0856,30.7202,30.0744
58550,29.0652,30.7327,30.0311
58551,29.0648,30.7806,30.0053
58552,29.0452,30.8275,29.9984
58553,29.008,30.8577,29.9992
58554,28.9728,30.9034,29.9845
58555,28.9634,30.9234,29.9944
58556,28.9361,30.9466,29.9673
58557,28.9198,30.9583,29.9606
58558,28.8878,31.0056,29.9389
58559,28.8886,31.0358,29.9302
58560,28.8923,31.0686,29.9303
58561,28.915,31.0508,29.9208
58562,28.8925,31.0652,29.9078
58563,28.9028,31.102,29.8684
58564,28.8877,31.1161,29.8723
58565,28.8858,31.1391,29.8622
58566,28.9058,31.1656,29.8281
58567,28.9031,31.1486,29.793
58568,28.9131,31.195,29.7988
58569,28.8792,31.2273,29.7853
58570,28.907,31.2559,29.758
58571,28.907,31.2944,29.7634
58572,28.9088,31.3069,29.7138
58573,28.9233,31.3409,29.6666
58574,28.8972,31.3748,29.658
58575,28.9016,31.3969,29.6191
58576,28.9089,31.4148,29.5923
58577,28.9098,31.4298,29.5686
58578,28.9598,31.4475,29.5488
58579,28.9447,31.4792,29.5125
58580,28.9689,31.4763,29.4873
58581,28.9961,31.4572,29.4723
58582,29.0122,31.4639,29.4622
58583,29.0514,31.4814,29.447
58584,29.0708,31.4858,29.4109
58585,29.0838,31.4878,29.3795
58586,29.1133,31.5117,29.3345
58587,29.1352,31.5134,29.2989
58588,29.1745,31.512,29.3059
58589,29.1889,31.5487,29.2805
58590,29.213,31.5372,29.2061
58591,29.2188,31.5394,29.1881
58592,29.2322,31.5702,29.1808
58593,29.265,31.5837,29.1355
58594,29.2803,31.5589,29.1091
58595,29.3227,31.5441,29.0838
58596,29.3519,31.5431,29.0441
58597,29.383,31.5373,29.0144
58598,29.3809,31.5367,28.9952
58599,29.3977,31.5597,28.9645
58600,29.4469,31.5645,28.9477
58601,29.472,31.5538,28.9267
58602,29.5234,31.5447,28.9097
58603,29.535,31.5555,28.8497
58604,29.5875,31.5234,28.8303
58605,29.5766,31.5259,28.818
58606,29.5509,31.5441,28.7723
58607,29.5923,31.5395,28.7986
58608,29.5811,31.5289,28.7958
58609,29.5652,31.5261,28.7911
58610,29.572,31.5286,28.7966
58611,29.6167,31.5341,28.7828
58612,29.6005,31.5231,28.7617
58613,29.6098,31.5642,28.7722
58614,29.628,31.5659,28.7581
58615,29.6538,31.555,28.7244
58616,29.6628,31.5795,28.712
58617,29.6713,31.6211,28.665
58618,29.7047,31.5912,28.6816
58619,29.6902,31.5277,28.662
58620,29.6973,31.5277,28.6578
58621,29.7117,31.4984,28.6375
58622,29.7552,31.4852,28.6534
58623,29.7913,31.4789,28.6303
58624,29.8038,31.483,28.6498
58625,29.8397,31.4386,28.6556
58626,29.8892,31.438,28.6398
58627,29.9064,31.4298,28.6553
58628,29.9316,31.4241,28.6384
58629,29.9548,31.3775,28.6477
58630,29.993,31.3708,28.6375
58631,30.0298,31.3666,28.6258
58632,29.9989,31.3261,28.6194
58633,30.0178,31.273,28.6308
58634,30.0516,31.2647,28.6236
58635,30.11,31.2639,28.6233
58636,30.1275,31.2086,28.6333
58637,30.1733,31.1922,28.5956
58638,30.195,31.1947,28.5805
58639,30.1922,31.1575,28.6045
58640,30.2231,31.1252,28.6158
58641,30.2362,31.097,28.6294
58642,30.2722,31.0642,28.6638
58643,30.2642,31.0548,28.662
58644,30.2866,31.0097,28.663
58645,30.3208,30.9775,28.6773
58646,30.3739,30.952,28.6938
58647,30.4019,30.9484,28.7031
58648,30.4144,30.9198,28.7114
58649,30.4213,30.8663,28.7419
58650,30.4552,30.8295,28.7581
58651,30.4725,30.8322,28.7397
58652,30.462,30.8466,28.7477
58653,30.4866,30.8284,28.7352
58654,30.5173,30.8089,28.7514
58655,30.5775,30.7594,28.7334
58656,30.62,30.742,28.7283
58657,30.6516,30.6911,28.7428
58658,30.6691,30.6977,28.7405
58659,30.7109,30.6636,28.7
58660,30.6988,30.6758,28.72
58661,30.7155,30.6086,28.6986
58662,30.743,30.5728,28.7284
58663,30.7442,30.5613,28.7589
58664,30.7528,30.5084,28.778
58665,30.7686,30.4825,28.7934
58666,30.7555,30.4802,28.7939
58667,30.7362,30.4833,28.8031
58668,30.7494,30.4837,28.7869
58669,30.7298,30.4563,28.8098
58670,30.7237,30.437,28.8548
58671,30.7152,30.4208,28.8712
58672,30.7183,30.3892,28.8825
58673,30.7295,30.3747,28.9256
58674,30.7239,30.3623,28.9381
58675,30.7527,30.335,28.9433
58676,30.7613,30.3281,28.9597
58677,30.7594,30.3036,28.9447
58678,30.7809,30.2659,28.9386
58679,30.7822,30.2236,28.9673
58680,30.7728,30.1775,28.9641
58681,30.7759,30.1631,28.9467
58682,30.7636,30.145,28.988
58683,30.7605,30.1444,28.9916
58684,30.7358,30.1355,29.0044
58685,30.7205,30.1362,29.0111
58686,30.7369,30.1236,29.0269
58687,30.7342,30.1216,29.0506
58688,30.7366,30.0884,29.0578
58689,30.717,30.0823,29.073
58690,30.7312,30.0742,29.0886
58691,30.7322,30.0413,29.1009
58692,30.7255,30.032,29.1066
58693,30.7494,30.0081,29.1323
58694,30.7242,30.0014,29.1745
58695,30.717,29.9873,29.2005
58696,30.7094,29.9627,29.2098
58697,30.7155,29.9531,29.2292
58698,30.6934,29.9442,29.2575
58699,30.7073,29.9311,29.2723
58700,30.693,29.9047,29.2934
58701,30.6788,29.8852,29.2898
58702,30.7156,29.8573,29.3042
58703,30.7463,29.8664,29.3241
58704,30.7316,29.8364,29.357
58705,30.7186,29.8075,29.4091
58706,30.705,29.7941,29.4298
58707,30.6834,29.7934,29.4758
58708,30.6495,29.7564,29.4897
58709,30.65,29.735,29.5409
58710,30.6244,29.7145,29.5119
58711,30.6148,29.6977,29.5548
58712,30.6436,29.683,29.592
58713,30.6047,29.6639,29.6091
58714,30.6214,29.6256,29.6284
58715,30.6277,29.6052,29.618
58716,30.5891,29.598,29.6713
58717,30.572,29.6341,29.6691
58718,30.5395,29.6109,29.7014
58719,30.5362,29.6081,29.7325
58720,30.5047,29.607,29.7492
58721,30.4895,29.597,29.7298
58722,30.4905,29.5905,29.7381
58723,30.4956,29.5689,29.7452
58724,30.4809,29.5323,29.7939
58725,30.4811,29.5495,29.7977
58726,30.493,29.5234,29.8045
58727,30.4706,29.5127,29.8409
58728,30.4494,29.5208,29.8445
58729,30.4612,29.5212,29.8597
58730,30.4536,29.5161,29.9138
58731,30.4136,29.4855,29.9177
58732,30.3944,29.4809,29.9339
58733,30.3495,29.4839,29.9461
58734,30.3548,29.4981,29.9505
58735,30.3259,29.5075,29.972
58736,30.2909,29.505,30.0013
58737,30.2859,29.4966,30.0619
58738,30.2603,29.4995,30.1042
58739,30.2347,29.4966,30.1375
58740,30.19,29.5,30.1344
58741,30.1206,29.5028,30.1678
58742,30.112,29.4816,30.1819
58743,30.0984,29.5041,30.2089
58744,30.0477,29.5034,30.2506
58745,30.0156,29.4816,30.2939
58746,30.0028,29.4662,30.3127
58747,29.9764,29.4772,30.372
58748,29.9419,29.5064,30.3778
58749,29.922,29.4911,30.3712
58750,29.9195,29.5219,30.4123
58751,29.9152,29.5134,30.4194
58752,29.9005,29.5152,30.47
58753,29.9017,29.4852,30.5183
58754,29.9005,29.4894,30.5595
58755,29.8438,29.4516,30.6066
58756,29.8306,29.4692,30.6461
58757,29.7692,29.4745,30.6716
58758,29.7408,29.5219,30.6814
58759,29.7456,29.4895,30.7033
58760,29.7092,29.5022,30.6898
58761,29.6853,29.4933,30.7464
58762,29.6728,29.4755,30.7256
58763,29.6711,29.4823,30.7302
58764,29.6658,29.528,30.7123
58765,29.6453,29.5233,30.7209
58766,29.6445,29.5358,30.7456
58767,29.6278,29.5527,30.7463
58768,29.613,29.5892,30.7311
58769,29.6067,29.6253,30.748
58770,29.5842,29.68,30.7559
58771,29.568,29.7031,30.7719
58772,29.5625,29.7327,30.7989
58773,29.5303,29.7528,30.7909
58774,29.4898,29.7695,30.7775
58775,29.4677,29.805,30.7805
58776,29.4552,29.8092,30.7706
58777,29.415,29.8562,30.7802
58778,29.3548,29.8783,30.7795
58779,29.3542,29.8927,30.8164
58780,29.3103,29.9008,30.8116
58781,29.2988,29.9152,30.8061
58782,29.3161,29.9427,30.8084
58783,29.2903,29.9356,30.7958
58784,29.27,29.9219,30.7884
58785,29.2802,29.9123,30.8078
58786,29.2578,29.9142,30.7902
58787,29.2377,29.9123,30.8058
58788,29.215,29.9592,30.7977
58789,29.2138,29.9605,30.8048
58790,29.1963,29.9792,30.7814
58791,29.1505,29.9917,30.7931
58792,29.1436,30.0286,30.8017
58793,29.1211,30.0477,30.7853
58794,29.1419,30.05,30.7708
58795,29.1377,30.0828,30.7233
58796,29.1711,30.1156,30.6702
58797,29.1781,30.112,30.6534
58798,29.1556,30.1175,30.6494
58799,29.1472,30.1413,30.6269
58800,29.1487,30.1653,30.6216
58801,29.1394,30.1755,30.5914
58802,29.1816,30.2136,30.5528
58803,29.1656,30.2084,30.538
58804,29.1284,30.2519,30.5103
58805,29.1309,30.2853,30.4691
58806,29.1648,30.3452,30.4539
58807,29.1447,30.3819,30.4277
58808,29.1569,30.4025,30.4023
58809,29.1602,30.4173,30.3756
58810,29.1786,30.4064,30.3463
58811,29.2064,30.4153,30.287
58812,29.2259,30.4027,30.2603
58813,29.218,30.4406,30.2756
58814,29.2306,30.4436,30.2867
58815,29.2464,30.4464,30.3036
58816,29.2342,30.445,30.2628
58817,29.235,30.4527,30.2381
58818,29.2652,30.4594,30.2183
58819,29.2767,30.4864,30.1594
58820,29.2923,30.5122,30.1509
58821,29.3003,30.5488,30.1425
58822,29.3337,30.5637,30.1248
58823,29.3233,30.592,30.0855
58824,29.3367,30.608,30.0422
58825,29.3459,30.6281,30.0197
58826,29.3505,30.6477,30.0367
58827,29.3528,30.6797,30.0292
58828,29.3414,30.6669,29.9819
58829,29.3672,30.687,29.9569
58830,29.3789,30.6944,29.9291
58831,29.3791,30.6967,29.9195
58832,29.3752,30.7291,29.873
58833,29.375,30.7461,29.8519
58834,29.3881,30.7937,29.8598
58835,29.4013,30.8247,29.8448
58836,29.4009,30.8545,29.8283
58837,29.4125,30.8539,29.7948
58838,29.4344,30.8645,29.7923
58839,29.4295,30.8703,29.7894
