mcs,s1,s2,s3
31312,28.9481,29.9659,31.0398
31313,28.9608,29.9917,31.0031
31314,28.9475,30.0314,30.9819
31315,28.9391,30.0706,30.957
31316,28.9345,30.1058,30.9523
31317,28.907,30.1362,30.9475
31318,28.8842,30.1897,30.9383
31319,28.8861,30.1994,30.895
31320,28.8561,30.2531,30.8611
31321,28.817,30.2989,30.8462
31322,28.7842,30.3606,30.823
31323,28.785,30.3986,30.7731
31324,28.773,30.4355,30.7661
31325,28.75,30.5244,30.7191
31326,28.7192,30.5755,30.7364
31327,28.6917,30.6344,30.7395
31328,28.625,30.6937,30.7342
31329,28.5802,30.7103,30.6925
31330,28.5469,30.7814,30.6538
31331,28.5008,30.8236,30.6514
31332,28.493,30.8538,30.6448
31333,28.4875,30.9036,30.6166
31334,28.4652,30.9436,30.5944
31335,28.4156,31.0213,30.568
31336,28.3795,31.0678,30.5484
31337,28.3622,31.1114,30.5214
31338,28.3667,31.1358,30.5116
31339,28.3711,31.1777,30.4861
31340,28.3605,31.2536,30.468
31341,28.3286,31.3138,30.447
31342,28.2953,31.3478,30.4425
31343,28.2884,31.3772,30.4066
31344,28.2892,31.3983,30.3834
31345,28.2284,31.4381,30.3464
31346,28.2105,31.4713,30.3486
31347,28.2,31.5417,30.3159
31348,28.1855,31.5781,30.288
31349,28.1734,31.6166,30.2464
31350,28.1614,31.6697,30.2064
31351,28.1514,31.6817,30.1825
31352,28.1366,31.7194,30.1625
31353,28.0955,31.7591,30.1191
31354,28.0775,31.8006,30.0866
31355,28.0819,31.8073,30.0794
31356,28.0811,31.813,30.0803
31357,28.1086,31.863,30.0423
31358,28.0975,31.8922,30.0186
31359,28.1119,31.9016,30.0242
31360,28.1033,31.9405,29.9897
31361,28.0769,31.9487,29.9031
31362,28.0694,31.9567,29.8992
31363,28.1272,31.9533,29.8455
31364,28.1381,31.9516,29.812
31365,28.1548,31.9725,29.7908
31366,28.1589,31.9692,29.7628
31367,28.178,31.9767,29.7666
31368,28.2144,32.0077,29.7334
31369,28.1873,31.9983,29.7216
31370,28.2445,31.977,29.7273
31371,28.2955,31.9298,29.7161
31372,28.3338,31.9673,29.6927
31373,28.3714,31.9617,29.6681
31374,28.3853,31.9467,29.6256
31375,28.4142,31.9386,29.5681
31376,28.4969,31.9317,29.5409
31377,28.5309,31.9125,29.5081
31378,28.5519,31.9177,29.4733
31379,28.5703,31.8881,29.4616
31380,28.6116,31.8738,29.4358
31381,28.6539,31.862,29.4055
31382,28.7077,31.8397,29.3856
31383,28.7434,31.8202,29.3453
31384,28.7947,31.7831,29.323
31385,28.807,31.768,29.3105
31386,28.8642,31.7158,29.2914
31387,28.9131,31.6486,29.2852
31388,28.9695,31.6398,29.245
31389,29.0333,31.5952,29.2214
31390,29.1008,31.5806,29.2017
31391,29.145,31.5553,29.1608
31392,29.1867,31.5417,29.1252
31393,29.2361,31.5142,29.098
31394,29.2798,31.5044,29.0602
31395,29.3406,31.4614,29.0453
31396,29.3727,31.4652,29.005
31397,29.4345,31.4031,28.9653
31398,29.4752,31.3509,28.9573
31399,29.5284,31.3373,28.9377
31400,29.5925,31.3358,28.9341
31401,29.6383,31.2991,28.9031
31402,29.678,31.2909,28.8825
31403,29.7186,31.2845,28.857
31404,29.7706,31.2702,28.8275
31405,29.8184,31.2277,28.798
31406,29.8995,31.1972,28.7737
31407,29.9595,31.1775,28.7786
31408,30.0142,31.1406,28.7231
31409,30.0986,31.1206,28.6686
31410,30.1447,31.078,28.6703
31411,30.1959,31.0594,28.6331
31412,30.2495,31.0192,28.6041
31413,30.2991,30.9839,28.5777
31414,30.3502,30.9483,28.5363
31415,30.3717,30.9016,28.5583
31416,30.4219,30.8792,28.5219
31417,30.4708,30.8803,28.4858
31418,30.5397,30.8703,28.5034
31419,30.5669,30.8322,28.4838
31420,30.6089,30.8089,28.447
31421,30.6609,30.7912,28.4623
31422,30.7075,30.7145,28.48
31423,30.7578,30.6681,28.4495
31424,30.8133,30.6452,28.4275
31425,30.8456,30.6186,28.4453
31426,30.8719,30.5858,28.4292
31427,30.9088,30.5442,28.417
31428,30.9462,30.5198,28.3972
31429,30.9941,30.5191,28.4227
31430,31.0305,30.4703,28.3909
31431,31.0925,30.4598,28.4011
31432,31.1555,30.4336,28.3737
31433,31.1641,30.3748,28.367
31434,31.1958,30.3558,28.3797
31435,31.2036,30.357,28.4117
31436,31.1981,30.3227,28.4112
31437,31.2589,30.2877,28.4444
31438,31.2748,30.2475,28.4333
31439,31.3111,30.1855,28.4495
31440,31.3291,30.1455,28.4759
31441,31.333,30.0878,28.5017
31442,31.3661,30.0586,28.5317
31443,31.3691,30.0478,28.5264
31444,31.3845,30.008,28.5528
31445,31.4206,29.958,28.5545
31446,31.4492,29.9266,28.5775
31447,31.448,29.8794,28.6025
31448,31.4678,29.852,28.6122
31449,31.5259,29.8291,28.6281
31450,31.5337,29.7778,28.6441
31451,31.5586,29.7386,28.6717
31452,31.5884,29.6766,28.71
31453,31.5909,29.6458,28.7313
31454,31.6378,29.6205,28.7484
31455,31.6544,29.5895,28.7517
31456,31.643,29.5489,28.795
31457,31.6469,29.5134,28.7969
31458,31.6258,29.4919,28.8734
31459,31.6109,29.4936,28.883
31460,31.6122,29.44,28.9097
31461,31.622,29.4231,28.9431
31462,31.6281,29.3859,28.9622
31463,31.6017,29.3592,29.0038
31464,31.6016,29.3108,29.0328
31465,31.6039,29.3053,29.0825
31466,31.5698,29.2391,29.1381
31467,31.5897,29.2084,29.1516
31468,31.57,29.1827,29.203
31469,31.5627,29.1581,29.2716
31470,31.5294,29.15,29.3136
31471,31.5077,29.1475,29.3327
31472,31.4936,29.1359,29.3705
31473,31.4942,29.0781,29.38
31474,31.4952,29.0539,29.4005
31475,31.5055,29.0295,29.4484
31476,31.5564,29.0067,29.4459
31477,31.5389,28.9634,29.4786
31478,31.5227,28.9245,29.5141
31479,31.5125,28.9241,29.5261
31480,31.5141,28.9253,29.5673
31481,31.495,28.9169,29.5856
31482,31.4855,28.888,29.6356
31483,31.4769,28.8572,29.6503
31484,31.4811,28.8498,29.6781
31485,31.448,28.8486,29.7127
31486,31.4245,28.8267,29.7541
31487,31.428,28.8175,29.7736
31488,31.4292,28.8131,29.7742
31489,31.4091,28.8127,29.8022
31490,31.4281,28.8009,29.8337
31491,31.4242,28.8041,29.8459
31492,31.4067,28.7591,29.9005
31493,31.4034,28.7469,29.8989
31494,31.3958,28.7116,29.9142
31495,31.378,28.7111,29.933
31496,31.3877,28.6569,29.9389
31497,31.3572,28.648,29.9736
31498,31.3405,28.6806,30.0006
31499,31.3239,28.6975,30.0191
31500,31.2852,28.6856,30.0347
31501,31.2833,28.6875,30.0695
31502,31.2672,28.6861,30.1247
31503,31.2469,28.6795,30.1455
31504,31.2102,28.6978,30.1972
31505,31.2005,28.7175,30.2341
31506,31.132,28.7195,30.2406
31507,31.075,28.7339,30.2784
31508,31.0448,28.7289,30.3384
31509,31.0192,28.7523,30.3853
31510,30.9853,28.7603,30.4198
31511,30.9141,28.7722,30.4627
31512,30.8808,28.7927,30.4686
31513,30.8423,28.777,30.5148
31514,30.8047,28.7764,30.5105
31515,30.7895,28.7848,30.5644
31516,30.7736,28.7913,30.5752
31517,30.7259,28.8008,30.5897
31518,30.6542,28.7773,30.5739
31519,30.5992,28.7575,30.5931
31520,30.5505,28.7873,30.6291
31521,30.5383,28.793,30.6708
31522,30.4717,28.7991,30.7063
31523,30.4619,28.8169,30.7444
31524,30.4559,28.8378,30.7725
31525,30.4486,28.8292,30.8019
31526,30.3802,28.8228,30.8317
31527,30.3664,28.8439,30.8711
31528,30.3619,28.8533,30.913
31529,30.3367,28.8464,30.9236
31530,30.2902,28.842,30.9559
31531,30.2306,28.8506,30.9602
31532,30.1925,28.8291,31.0408
31533,30.1337,28.8153,31.0469
31534,30.0881,28.8028,31.0706
31535,30.0483,28.8048,31.1247
31536,30.003,28.8089,31.1284
31537,29.9855,28.8178,31.1422
31538,29.9305,28.8675,31.1477
31539,29.9131,28.8831,31.1852
31540,29.8572,28.9055,31.2195
31541,29.8187,28.9219,31.2731
31542,29.7812,28.8787,31.29
31543,29.7783,28.9055,31.3009
31544,29.728,28.9161,31.3225
31545,29.7111,28.9248,31.3659
31546,29.6852,28.9533,31.3645
31547,29.6603,28.9534,31.3961
31548,29.6064,28.9694,31.4561
31549,29.6202,28.9812,31.4664
31550,29.5914,29.0078,31.4694
31551,29.5802,29.0097,31.4769
31552,29.5633,29.0317,31.4787
31553,29.5439,29.0195,31.5003
31554,29.5233,29.0102,31.515
31555,29.5255,29.0212,31.5294
31556,29.5058,29.0255,31.5447
31557,29.4733,29.0455,31.5744
31558,29.458,29.0636,31.5891
31559,29.4344,29.0516,31.6053
31560,29.4056,29.0756,31.6016
31561,29.4009,29.108,31.59
31562,29.4258,29.1286,31.5992
31563,29.3948,29.1487,31.6022
31564,29.3795,29.1633,31.6039
31565,29.3637,29.1691,31.5641
31566,29.338,29.1792,31.5964
31567,29.3494,29.2414,31.5911
31568,29.3478,29.2458,31.5664
31569,29.3166,29.2836,31.5316
31570,29.2963,29.2964,31.5241
31571,29.3033,29.3284,31.5259
31572,29.3184,29.3186,31.5006
31573,29.3031,29.3358,31.475
31574,29.3083,29.3842,31.4664
31575,29.2898,29.415,31.465
31576,29.2336,29.4547,31.4694
31577,29.2109,29.458,31.4423
31578,29.2325,29.4792,31.4314
31579,29.1994,29.5148,31.3736
31580,29.2255,29.5653,31.3259
31581,29.2594,29.5955,31.2948
31582,29.2631,29.608,31.2483
31583,29.2595,29.6163,31.2361
31584,29.2488,29.6308,31.1991
31585,29.2414,29.6497,31.1889
31586,29.2402,29.7083,31.1633
31587,29.2316,29.7355,31.1455
31588,29.227,29.7569,31.132
31589,29.2323,29.7692,31.0794
31590,29.2497,29.8223,31.0033
31591,29.2697,29.8433,30.9453
31592,29.295,29.8742,30.9111
31593,29.2873,29.8898,30.8684
31594,29.2934,29.9433,30.8
31595,29.317,30.0059,30.7178
31596,29.3205,30.0528,30.6594
31597,29.3623,30.093,30.6581
31598,29.3761,30.0811,30.6294
31599,29.3859,30.1009,30.582
31600,29.3803,30.1544,30.5348
31601,29.3953,30.2047,30.468
31602,29.4213,30.2303,30.408
31603,29.4428,30.2625,30.3906
31604,29.4291,30.2777,30.3189
31605,29.4752,30.3097,30.2731
31606,29.4681,30.3016,30.2275
31607,29.4625,30.3403,30.1844
31608,29.4872,30.3505,30.1623
31609,29.5181,30.3694,30.1323
31610,29.5269,30.3719,30.0969
31611,29.543,30.4078,30.053
31612,29.5762,30.4191,30.0212
31613,29.5969,30.4203,30.0041
31614,29.6289,30.4458,29.9761
31615,29.6459,30.4656,29.928
31616,29.6733,30.4675,29.9242
31617,29.6597,30.4928,29.9033
31618,29.6719,30.5077,29.8823
31619,29.7119,30.5133,29.8845
31620,29.7386,30.5039,29.8388
31621,29.7489,30.5208,29.8238
31622,29.7586,30.4958,29.7855
31623,29.7953,30.5175,29.7664
31624,29.8175,30.5212,29.722
31625,29.82,30.5178,29.7166
31626,29.8527,30.5145,29.6955
31627,29.822,30.5397,29.688
31628,29.8538,30.5248,29.6983
31629,29.8622,30.517,29.6881
31630,29.8983,30.5081,29.6723
31631,29.9172,30.5264,29.6184
31632,29.9533,30.513,29.598
31633,29.9669,30.5134,29.6003
31634,29.9798,30.5055,29.5817
31635,30.0242,30.5083,29.5869
31636,30.0266,30.4811,29.5758
31637,30.0553,30.4814,29.5677
31638,30.0741,30.4941,29.5573
31639,30.0577,30.4731,29.5533
31640,30.0908,30.4384,29.5461
31641,30.0936,30.3956,29.5406
31642,30.1128,30.3897,29.5195
31643,30.1497,30.3803,29.5142
31644,30.1658,30.3617,29.5008
31645,30.2127,30.3236,29.4852
31646,30.2445,30.2981,29.4917
31647,30.2348,30.2692,29.5117
31648,30.2536,30.2616,29.4794
31649,30.2336,30.2825,29.5086
31650,30.2781,30.2773,29.5084
31651,30.2956,30.273,29.4953
31652,30.3205,30.2509,29.5052
31653,30.3677,30.2466,29.5183
31654,30.3952,30.2044,29.513
31655,30.3928,30.197,29.5227
31656,30.4203,30.1516,29.5203
31657,30.4397,30.1183,29.52
31658,30.4531,30.0913,29.5345
31659,30.4575,30.0484,29.5597
31660,30.5252,30.0403,29.5416
31661,30.5017,30.0205,29.5577
31662,30.4756,29.9786,29.5617
31663,30.4972,29.9498,29.5616
31664,30.4909,29.9294,29.5406
31665,30.548,29.9133,29.5528
31666,30.6014,29.8725,29.5645
31667,30.6231,29.8491,29.5727
31668,30.6516,29.8686,29.5898
31669,30.6131,29.8414,29.6013
31670,30.5933,29.8125,29.6187
31671,30.6125,29.7916,29.615
31672,30.6166,29.7872,29.6306
31673,30.6242,29.7628,29.6423
31674,30.6448,29.7408,29.6659
31675,30.6444,29.7339,29.7103
31676,30.6236,29.7144,29.7438
31677,30.5734,29.6764,29.7834
31678,30.5955,29.6687,29.8472
31679,30.6184,29.6212,29.8642
31680,30.6227,29.568,29.8747
31681,30.5939,29.563,29.9039
31682,30.585,29.5398,29.9203
31683,30.5931,29.5202,29.9308
31684,30.5705,29.483,29.9942
31685,30.5856,29.4817,29.9592
31686,30.5755,29.4575,29.9798
31687,30.5725,29.4519,29.992
31688,30.6153,29.4388,30.0145
31689,30.6028,29.4083,30.0692
31690,30.61,29.4036,30.1042
31691,30.6191,29.3787,30.1148
31692,30.6183,29.3712,30.1202
31693,30.6103,29.3836,30.1545
31694,30.5928,29.3636,30.1989
31695,30.5303,29.3341,30.2292
31696,30.5047,29.3072,30.2445
31697,30.5108,29.3036,30.2823
31698,30.4864,29.2978,30.3478
31699,30.4581,29.3164,30.3856
31700,30.4241,29.3175,30.4088
31701,30.4002,29.3273,30.4245
31702,30.3823,29.3244,30.4475
31703,30.3767,29.3017,30.4722
31704,30.3283,29.2884,30.4919
31705,30.2989,29.2511,30.5359
31706,30.2605,29.2952,30.5755
31707,30.2495,29.3045,30.5998
31708,30.2195,29.282,30.6223
31709,30.187,29.3036,30.6652
31710,30.1288,29.3139,30.6891
31711,30.0708,29.3289,30.7172
31712,30.0409,29.3336,30.7523
31713,29.9891,29.3458,30.7534
31714,29.9744,29.3672,30.7627
31715,29.9309,29.3917,30.7995
31716,29.9161,29.3861,30.8316
31717,29.8883,29.3897,30.8552
31718,29.8344,29.41,30.8972
31719,29.8042,29.3997,30.9384
31720,29.7559,29.4245,30.9434
31721,29.7259,29.4077,30.9766
31722,29.6767,29.4291,31.0409
31723,29.6127,29.4427,31.0461
31724,29.5452,29.465,31.0514
31725,29.4981,29.4864,31.0547
31726,29.4592,29.4958,31.0544
31727,29.4422,29.5272,31.1133
31728,29.4169,29.5577,31.1258
31729,29.3953,29.5573,31.1369
31730,29.3459,29.5922,31.148
31731,29.3406,29.603,31.1523
31732,29.302,29.6277,31.1522
31733,29.2972,29.667,31.1436
31734,29.2667,29.6609,31.1889
31735,29.2095,29.6686,31.1986
31736,29.1628,29.703,31.1717
31737,29.1228,29.7275,31.2159
31738,29.0664,29.7566,31.2602
31739,29.0417,29.797,31.2431
31740,29.0094,29.8373,31.2289
31741,28.9952,29.8664,31.2395
31742,28.9505,29.9114,31.2412
31743,28.9284,29.9302,31.272
31744,28.905,29.9777,31.2641
31745,28.8562,30.0206,31.2367
31746,28.8187,30.0531,31.2342
31747,28.7653,30.0911,31.2341
31748,28.7334,30.1305,31.2077
31749,28.7286,30.1322,31.2303
31750,28.6931,30.1719,31.1994
31751,28.6572,30.2162,31.165
31752,28.5778,30.2775,31.188
31753,28.5828,30.3094,31.2047
31754,28.5595,30.3661,31.1841
31755,28.5017,30.4214,31.17
31756,28.4923,30.4433,31.11
31757,28.5006,30.482,31.1108
31758,28.4791,30.5433,31.0811
31759,28.4348,30.6198,31.0689
31760,28.3884,30.6695,31.0494
31761,28.3705,30.7158,31.0133
31762,28.3522,30.7589,31.0088
31763,28.3416,30.8312,31.0027
31764,28.348,30.8589,30.953
31765,28.3297,30.9122,30.9125
31766,28.305,30.9594,30.8812
31767,28.2992,30.9969,30.8453
31768,28.2777,31.053,30.7984
31769,28.2687,31.0786,30.7744
31770,28.2712,31.105,30.7495
31771,28.2448,31.1395,30.7203
31772,28.2366,31.1798,30.6753
31773,28.2316,31.1967,30.6919
31774,28.2311,31.2505,30.6894
31775,28.2589,31.2761,30.6545
31776,28.2448,31.3284,30.6102
31777,28.2523,31.3652,30.5842
31778,28.2733,31.3802,30.5297
31779,28.2562,31.422,30.4681
31780,28.2728,31.4642,30.4241
31781,28.2603,31.5009,30.3675
31782,28.2566,31.5359,30.3302
31783,28.2464,31.5581,30.292
31784,28.2633,31.5697,30.2594
31785,28.2753,31.6161,30.2283
31786,28.2747,31.6603,30.1956
31787,28.2878,31.65,30.1817
31788,28.3187,31.6809,30.1605
31789,28.3203,31.7264,30.1091
31790,28.3403,31.7492,30.0511
31791,28.3608,31.7805,29.9861
31792,28.4081,31.7866,29.9155
31793,28.4527,31.8334,29.8759
31794,28.4567,31.8502,29.8362
31795,28.4844,31.8558,29.8077
31796,28.5341,31.8856,29.7611
31797,28.5489,31.8816,29.7092
31798,28.578,31.9036,29.6561
31799,28.605,31.9209,29.5784
31800,28.6314,31.9319,29.5455
31801,28.6555,31.9244,29.4902
31802,28.7045,31.9148,29.4502
31803,28.6958,31.9291,29.4222
31804,28.733,31.9509,29.3536
31805,28.7737,31.985,29.3053
31806,28.812,31.9925,29.2931
31807,28.8356,32.0083,29.2383
31808,28.8495,32.0328,29.2023
31809,28.8586,32.0702,29.2037
31810,28.878,32.0892,29.1556
31811,28.8905,32.0716,29.0916
31812,28.91,32.0617,29.0677
31813,28.927,32.0747,29.0312
31814,28.9673,32.0827,28.9919
31815,29.0275,32.0886,28.9356
31816,29.065,32.1175,28.9102
31817,29.123,32.1214,28.8378
31818,29.1463,32.1334,28.783
31819,29.1683,32.1512,28.7378
31820,29.1942,32.17,28.6798
31821,29.2244,32.1661,28.6536
31822,29.2948,32.1841,28.6075
31823,29.3234,32.1569,28.5595
31824,29.3964,32.1295,28.5464
31825,29.4395,32.1202,28.5236
31826,29.4523,32.1113,28.5106
31827,29.4536,32.09,28.4694
31828,29.5008,32.0697,28.4166
31829,29.5275,32.0252,28.4155
31830,29.6119,31.9819,28.393
31831,29.6527,31.9631,28.3966
31832,29.693,31.9483,28.4008
31833,29.7248,31.9103,28.3706
31834,29.7984,31.8622,28.3384
31835,29.853,31.8072,28.3327
31836,29.9369,31.7692,28.2922
31837,30.0052,31.6966,28.2911
31838,30.0811,31.6638,28.2769
31839,30.118,31.6197,28.2459
31840,30.163,31.5811,28.2628
31841,30.2019,31.5086,28.2544
31842,30.2502,31.4753,28.2623
31843,30.3169,31.4091,28.2639
31844,30.3634,31.3541,28.2861
31845,30.4448,31.2952,28.2802
31846,30.4905,31.2131,28.2678
31847,30.5573,31.2005,28.2438
31848,30.5862,31.1667,28.2289
31849,30.6559,31.1312,28.2306
31850,30.7223,31.0994,28.2459
31851,30.7891,31.0558,28.2392
31852,30.8069,30.9981,28.2103
31853,30.8862,30.9439,28.2053
31854,30.9311,30.8636,28.2344
31855,30.982,30.7933,28.2528
31856,31.0538,30.7683,28.2494
31857,31.0902,30.692,28.2664
31858,31.1327,30.6194,28.2623
31859,31.1455,30.5989,28.2977
31860,31.1939,30.5606,28.3073
31861,31.2411,30.495,28.3317
31862,31.2733,30.4097,28.3758
31863,31.3075,30.3634,28.3695
31864,31.3327,30.2998,28.4041
31865,31.3319,30.2653,28.4423
31866,31.3666,30.1958,28.4827
31867,31.3863,30.1562,28.495
31868,31.3952,30.0719,28.5655
31869,31.4431,30.0261,28.5963
31870,31.442,29.9936,28.6261
31871,31.453,29.9286,28.6361
31872,31.4717,29.8709,28.6664
31873,31.4925,29.8087,28.6767
31874,31.4906,29.7878,28.7112
31875,31.5352,29.7634,28.7647
31876,31.5483,29.6848,28.7941
31877,31.5277,29.6764,28.8019
31878,31.5602,29.6584,28.8164
31879,31.5563,29.5944,28.8586
31880,31.577,29.5608,28.888
31881,31.5741,29.5067,28.8761
31882,31.5866,29.4664,28.9081
31883,31.6133,29.4716,28.9456
31884,31.6045,29.4044,28.9759
31885,31.6173,29.3827,28.9964
31886,31.6023,29.3545,29.0036
31887,31.5808,29.3598,29.0392
31888,31.5491,29.3789,29.0609
31889,31.5414,29.3667,29.0798
31890,31.5388,29.3398,29.1287
31891,31.5244,29.3022,29.1652
31892,31.5045,29.2927,29.2098
31893,31.5161,29.2491,29.2181
31894,31.4955,29.2138,29.2539
31895,31.4512,29.2023,29.2766
31896,31.4359,29.1722,29.2998
31897,31.3889,29.1383,29.3586
31898,31.3969,29.1331,29.352
31899,31.3513,29.1425,29.425
31900,31.2978,29.1506,29.4909
31901,31.277,29.12,29.5225
31902,31.2359,29.0769,29.5881
31903,31.1908,29.0544,29.6384
31904,31.1409,29.0245,29.6936
31905,31.0953,29.0114,29.7406
31906,31.0795,28.9878,29.7913
31907,31.0387,28.9634,29.8712
31908,31.0095,28.9664,29.9027
31909,30.9491,28.9419,29.9783
31910,30.888,28.9453,30.0308
31911,30.8555,28.9527,30.0855
31912,30.7809,28.9559,30.1586
31913,30.7514,28.9433,30.2255
31914,30.6922,28.9498,30.2752
31915,30.5986,28.9392,30.3458
31916,30.5519,28.9142,30.3878
31917,30.4997,28.9248,30.4456
31918,30.4264,28.9431,30.5206
31919,30.3573,28.9464,30.56
31920,30.2955,28.9825,30.6045
31921,30.2491,28.9869,30.6811
31922,30.1998,29.0228,30.6945
31923,30.1667,29.0216,30.73
31924,30.0869,29.0311,30.7856
31925,30.0056,29.0356,30.787
31926,29.962,29.0752,30.8398
31927,29.9166,29.0838,30.895
31928,29.8667,29.0703,30.9036
31929,29.7914,29.102,30.9373
31930,29.7298,29.1153,31.0178
31931,29.6872,29.1141,31.0581
31932,29.6245,29.1413,31.1416
31933,29.5916,29.1341,31.1536
31934,29.5367,29.1258,31.1912
31935,29.4787,29.165,31.2197
31936,29.4289,29.1875,31.2434
31937,29.3756,29.1978,31.2817
31938,29.34,29.2167,31.3169
31939,29.2764,29.2303,31.3647
31940,29.2244,29.2314,31.4158
31941,29.1903,29.215,31.4375
31942,29.1662,29.2312,31.4494
31943,29.1353,29.2586,31.4453
31944,29.0778,29.2922,31.4694
31945,29.0031,29.333,31.4716
31946,28.9677,29.4042,31.4934
31947,28.9295,29.4155,31.4956
31948,28.8814,29.4711,31.4856
31949,28.8356,29.4928,31.4984
31950,28.8219,29.5327,31.4819
31951,28.8461,29.5806,31.4881
31952,28.8106,29.6173,31.4639
31953,28.8044,29.6219,31.4348
31954,28.7456,29.6709,31.4022
31955,28.6877,29.6844,31.4538
31956,28.6845,29.7448,31.4427
31957,28.6575,29.7719,31.4436
31958,28.6394,29.8066,31.4181
31959,28.5894,29.8311,31.3816
31960,28.558,29.8869,31.345
31961,28.5658,29.9206,31.3234
31962,28.5334,29.9892,31.293
31963,28.5269,30.0347,31.2997
31964,28.5166,30.0517,31.2827
31965,28.5236,30.1028,31.2659
31966,28.522,30.1625,31.2189
31967,28.4847,30.2078,31.1875
31968,28.4856,30.2486,31.1439
31969,28.4495,30.3272,31.1141
31970,28.4375,30.3672,31.0841
31971,28.4392,30.4005,31.0181
31972,28.4112,30.4152,30.9858
31973,28.397,30.4428,30.9445
31974,28.39,30.5155,30.9102
31975,28.35,30.5575,30.8797
31976,28.32,30.6317,30.8231
31977,28.3431,30.7283,30.7767
31978,28.3289,30.7877,30.7125
31979,28.3336,30.8514,30.633
31980,28.3177,30.9086,30.5587
31981,28.3386,30.9722,30.4878
31982,28.3516,31.0223,30.4177
31983,28.34,31.07,30.352
31984,28.3386,31.1377,30.2836
31985,28.3569,31.1972,30.2312
31986,28.3745,31.228,30.1514
31987,28.3983,31.2641,30.0866
31988,28.4308,31.3202,30.043
31989,28.4555,31.3263,29.967
31990,28.5086,31.3548,29.8956
31991,28.5369,31.3739,29.847
31992,28.5603,31.4125,29.7488
31993,28.5595,31.4517,29.7236
31994,28.583,31.4983,29.6486
31995,28.59,31.5291,29.5555
31996,28.6139,31.5455,29.49
31997,28.6278,31.61,29.4358
31998,28.6314,31.6422,29.3736
31999,28.675,31.683,29.3041
32000,28.7239,31.738,29.2334
32001,28.7592,31.7716,29.1855
32002,28.7895,31.7986,29.1408
32003,28.8195,31.8438,29.0938
32004,28.8261,31.8353,29.0141
32005,28.8761,31.8712,28.9642
32006,28.9314,31.8533,28.9452
32007,28.9814,31.895,28.8705
32008,29.0453,31.9337,28.7872
32009,29.0755,31.9256,28.7205
32010,29.1334,31.9373,28.6441
32011,29.1547,31.9305,28.5706
32012,29.2447,31.9411,28.5456
32013,29.3103,31.9439,28.498
32014,29.3803,31.962,28.4587
32015,29.4256,31.9316,28.4081
32016,29.4823,31.9366,28.3778
32017,29.5114,31.9147,28.3106
32018,29.5597,31.8747,28.2522
32019,29.6303,31.8594,28.2442
32020,29.7206,31.8434,28.2059
32021,29.7991,31.805,28.1802
32022,29.8684,31.7628,28.1537
32023,29.9067,31.7277,28.1645
32024,29.9859,31.6898,28.1373
32025,29.9906,31.6661,28.1147
32026,30.0478,31.6128,28.1139
32027,30.1119,31.5989,28.0959
32028,30.1425,31.5756,28.1022
32029,30.2486,31.5327,28.0845
32030,30.278,31.4811,28.0777
32031,30.3622,31.3722,28.07
32032,30.4111,31.3347,28.0914
32033,30.4628,31.2831,28.0639
32034,30.5423,31.2322,28.0272
32035,30.6036,31.1859,28.0653
32036,30.6711,31.1472,28.0437
32037,30.7345,31.1002,28.0253
32038,30.8072,31.0173,28.0122
32039,30.8789,30.9838,27.9859
32040,30.9311,30.9139,27.9753
32041,31.0422,30.8703,27.9537
32042,31.1033,30.8216,27.9356
32043,31.1475,30.7798,27.9378
32044,31.2206,30.7148,27.9534
32045,31.2833,30.6556,27.9616
32046,31.3233,30.57,27.9622
32047,31.403,30.518,27.9512
32048,31.4745,30.4347,27.9428
32049,31.5478,30.3869,27.922
32050,31.6331,30.3278,27.922
32051,31.6995,30.2231,27.9559
32052,31.7297,30.1494,27.9505
32053,31.7922,30.1262,27.9711
32054,31.8627,30.0586,27.9789
32055,31.9236,29.9753,27.9878
32056,31.9642,29.897,28.0147
32057,32.0039,29.8834,28.0087
32058,32.0548,29.8128,28.0197
32059,32.1028,29.7425,28.0648
32060,32.1611,29.6848,28.0902
32061,32.2145,29.6231,28.095
32062,32.2509,29.5369,28.1425
32063,32.2845,29.4403,28.1653
32064,32.2805,29.3844,28.2058
32065,32.295,29.3388,28.2348
32066,32.3319,29.288,28.2633
32067,32.3575,29.2031,28.2822
32068,32.4213,29.1297,28.3217
32069,32.4666,29.0758,28.382
32070,32.4708,29.0086,28.4244
32071,32.5183,28.9197,28.482
32072,32.5577,28.8497,28.5055
32073,32.5539,28.792,28.5572
32074,32.6097,28.7039,28.5572
32075,32.6495,28.6394,28.6216
32076,32.6567,28.5755,28.6483
32077,32.7089,28.5436,28.7183
32078,32.75,28.4664,28.7408
32079,32.7614,28.4248,28.7877
32080,32.7658,28.3814,28.8345
32081,32.775,28.343,28.8897
32082,32.7719,28.2944,28.9291
32083,32.7675,28.2398,28.9648
32084,32.7553,28.2033,29.0073
32085,32.7555,28.1514,29.0617
32086,32.7516,28.0955,29.1059
32087,32.7491,28.0375,29.1511
32088,32.7452,28.0161,29.2006
32089,32.7323,27.9786,29.2114
32090,32.7145,27.967,29.2287
32091,32.6902,27.9236,29.243
32092,32.6614,27.8933,29.3031
32093,32.6256,27.8848,29.3322
32094,32.6031,27.8561,29.3945
32095,32.5962,27.8581,29.4028
32096,32.5595,27.8675,29.4233
32097,32.5745,27.833,29.4744
32098,32.5297,27.8422,29.5134
32099,32.5011,27.85,29.5553
32100,32.4683,27.873,29.5983
